FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.10782028120257564,0.40486480340646336,0.25634254230451947,[0.50072807 0.32718238],[0.51532447 0.32805216],[0.530716   0.33096665],[0.54356492 0.33318812],[0.52787423 0.33456108],[0.5125798  0.33192354],1663671838636
2,0.16390347797253046,0.266002486133191,0.21495298205286073,[0.50320929 0.31513876],[0.51778388 0.31278464],[0.53429842 0.31478009],[0.54869395 0.31969023],[0.53083116 0.32175487],[0.51512736 0.3194719 ],1663671838661
3,0.13357163963965465,0.2600372517623649,0.1968044457010098,[0.50244176 0.31392086],[0.51858509 0.31377459],[0.5362519  0.31661251],[0.55166334 0.32087076],[0.53193533 0.32216617],[0.51487499 0.31879896],1663671838691
4,0.09680104284150325,0.2834300872999316,0.19011556507071742,[0.49916008 0.31193227],[0.51484567 0.31324098],[0.53309393 0.31632471],[0.54984224 0.31991154],[0.52959234 0.32035628],[0.51184517 0.31671858],1663671838714
5,0.21502729277178181,0.3151494933845557,0.2650883930781688,[0.49870709 0.30302921],[0.5160386  0.29740936],[0.53410953 0.29973304],[0.54916024 0.30623636],[0.52885348 0.30948973],[0.51193929 0.30724859],1663671838739
6,0.23599055760941254,0.35731628489686224,0.2966534212531374,[0.49958614 0.29770005],[0.51700848 0.28966606],[0.53623402 0.29064256],[0.55250818 0.29710633],[0.53159267 0.30251646],[0.51360744 0.30141467],1663671838764
7,0.2310763483958692,0.2945580086304618,0.2628171785131655,[0.50253272 0.29620236],[0.52038813 0.28914076],[0.53935778 0.28996   ],[0.55476242 0.29541332],[0.53485584 0.30146068],[0.51681668 0.30037725],1663671838787
8,0.2397810154048184,0.28643284411682857,0.2631069297608235,[0.50515008 0.29804984],[0.52286029 0.29109746],[0.54157168 0.2923539 ],[0.5570097  0.29816991],[0.53677243 0.30406246],[0.51888871 0.30264983],1663671838807
9,0.22701864010535555,0.2676610532492517,0.24733984667730363,[0.5025273  0.29917637],[0.52013671 0.29257122],[0.538746   0.29396811],[0.55385554 0.29926684],[0.53406268 0.30480766],[0.51638907 0.30344021],1663671838829
10,0.22152895990062874,0.28383524407083066,0.2526821019857297,[0.50472307 0.29986721],[0.52189249 0.29285955],[0.54015911 0.2939854 ],[0.55534971 0.2991935 ],[0.53574514 0.30443817],[0.51837838 0.30337384],1663671838855
11,0.21769929954148684,0.276632944988586,0.24716612226503643,[0.50735217 0.29576141],[0.52477753 0.28926173],[0.5432108  0.29019108],[0.55845904 0.29511499],[0.5392608  0.30074516],[0.5216133  0.29978073],1663671838877
12,0.21607198821777923,0.24863423360315945,0.23235311091046934,[0.51786143 0.29451481],[0.53490227 0.28833693],[0.55332381 0.28964645],[0.56862825 0.29460937],[0.54885375 0.29985821],[0.53146499 0.29856622],1663671838900
13,0.23611615173307243,0.24439259522396023,0.24025437347851633,[0.52018464 0.29757273],[0.5372445  0.29047361],[0.55507416 0.29215118],[0.56954253 0.2978791 ],[0.55073428 0.3029134 ],[0.53372544 0.30163661],1663671838921
14,0.23533342379477268,0.18777817315569287,0.21155579847523276,[0.52340752 0.29588228],[0.54150993 0.28996778],[0.56012827 0.2920056 ],[0.57536358 0.29843521],[0.55521297 0.3033376 ],[0.53737205 0.30137166],1663671838944
15,0.23100910052591953,0.15023472152345177,0.19062191102468565,[0.52809465 0.2929787 ],[0.54618526 0.28733957],[0.56482404 0.28957176],[0.57956398 0.29589581],[0.55955499 0.30043805],[0.54211199 0.29835194],1663671838962
16,0.2430209711859262,0.1607863949304795,0.20190368305820283,[0.53353345 0.29365307],[0.55152446 0.28748465],[0.56957674 0.28982165],[0.58407634 0.29651546],[0.56416452 0.30094084],[0.5468902  0.29881224],1663671838983
17,0.23963505857468906,0.2870101514160372,0.26332260499536314,[0.53431177 0.29474831],[0.55274606 0.28881341],[0.57117993 0.29163012],[0.58591008 0.29882297],[0.56576204 0.30280817],[0.54801738 0.3002598 ],1663671839003
18,0.24963710594571087,0.2149251176852827,0.23228111181549677,[0.53026372 0.2948823 ],[0.54780269 0.28817266],[0.56595594 0.29105622],[0.58102733 0.29873741],[0.5601992  0.30241221],[0.54300386 0.29991615],1663671839023
19,0.2456459710884246,0.2578223696183076,0.2517341703533661,[0.52934021 0.29563963],[0.54701984 0.28887901],[0.56528288 0.29152045],[0.58053416 0.29891661],[0.55982918 0.30289501],[0.54245549 0.3006106 ],1663671839042
