FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.21110507287651303,0.52463964255043,0.36787235771347154,[0.43439406 0.32902271],[0.45252323 0.32084641],[0.4711495  0.32037669],[0.48465225 0.32349625],[0.46742815 0.33023736],[0.44956034 0.33124027],1663674876128
2,0.22096455270093937,0.503572096724729,0.3622683247128342,[0.42387217 0.32515529],[0.44367695 0.3180418 ],[0.46309584 0.3184402 ],[0.47760147 0.32249174],[0.45882344 0.32964277],[0.44006872 0.32925987],1663674876150
3,0.2358874681375272,0.43778293641255767,0.33683520227504243,[0.42691189 0.32472974],[0.44563735 0.31780788],[0.46414796 0.31891984],[0.47799584 0.32362762],[0.45918128 0.32997224],[0.44152555 0.32906938],1663674876170
4,0.22181697101907918,0.4148298785405677,0.31832342477982345,[0.43956736 0.31851679],[0.45607412 0.31288141],[0.47297511 0.31380019],[0.48734745 0.3179692 ],[0.46896908 0.32369888],[0.45233113 0.32271266],1663674876193
5,0.23969079531385418,0.3993504873132771,0.3195206413135656,[0.45452559 0.31174225],[0.47104356 0.30537057],[0.48778453 0.3060261 ],[0.50210589 0.31040654],[0.48357847 0.31676531],[0.46694359 0.31588402],1663674876223
6,0.2326331512494512,0.3120860169228627,0.27235958408615696,[0.4591879  0.31409326],[0.47825149 0.30750203],[0.49692231 0.30868801],[0.51137489 0.31350365],[0.49173024 0.31991187],[0.47367927 0.31850573],1663674876244
7,0.2216514374646994,0.35501676035892116,0.2883340989118103,[0.46196553 0.3221212 ],[0.48155788 0.31588835],[0.50067937 0.31690812],[0.51548368 0.32145277],[0.49594924 0.3279002 ],[0.47727302 0.32683992],1663674876263
8,0.23124245609346508,0.3246404546473555,0.2779414553704103,[0.46964258 0.32397491],[0.4895142  0.31782904],[0.50895846 0.31947696],[0.52382147 0.3250159 ],[0.50357491 0.33094078],[0.48444697 0.32914266],1663674876281
9,0.22540326626582224,0.37127320814525755,0.29833823720553987,[0.47069031 0.32284677],[0.49172691 0.31749067],[0.51173162 0.31980667],[0.52630121 0.32528326],[0.50570464 0.3309325 ],[0.48616028 0.32861614],1663674876303
10,0.2250149128621857,0.31794879046648145,0.2714818516643336,[0.47440961 0.32380557],[0.49518839 0.31853545],[0.51523769 0.32092094],[0.52969646 0.32608819],[0.50995129 0.3321237 ],[0.49051461 0.33014446],1663674876322
11,0.2199576520909925,0.33781174994785806,0.2788847010194253,[0.47881123 0.32158753],[0.50044823 0.31670025],[0.52096069 0.31907067],[0.53554106 0.32421878],[0.51530957 0.33026743],[0.49518207 0.32797185],1663674876341
12,0.20765211302505474,0.35021074643063893,0.27893142972784685,[0.47788519 0.31980783],[0.49900022 0.31580028],[0.51908726 0.31894067],[0.53342474 0.32451394],[0.51350576 0.32907441],[0.49389029 0.32619107],1663674876362
13,0.20353088432386876,0.35888798433829744,0.2812094343310831,[0.48022345 0.3198019 ],[0.50122786 0.31597668],[0.52126622 0.3189652 ],[0.53548419 0.32431033],[0.51524413 0.32865956],[0.49598259 0.32582349],1663674876385
