FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.2306459393308777,0.4751432237386294,0.35289458153475356,[0.45935994 0.31629783],[0.47581041 0.30865458],[0.49339435 0.30835605],[0.50677019 0.31204185],[0.48870391 0.31857109],[0.47233692 0.31879357],1663674162975
2,0.25554790061799065,0.33607564461478034,0.29581177261638547,[0.46949685 0.2969985 ],[0.48529243 0.28725073],[0.50458318 0.28630999],[0.51971996 0.29095936],[0.49974638 0.29850596],[0.48298451 0.29977348],1663674163000
3,0.23812129643276697,0.2467494241281581,0.24243536028046253,[0.47695291 0.2902028 ],[0.49184993 0.28168398],[0.50895554 0.28153947],[0.52315253 0.28467357],[0.50537944 0.29198951],[0.48963824 0.29257596],1663674163027
4,0.21472912338831351,0.32227125181913135,0.2685001876037224,[0.48493943 0.28715014],[0.50111008 0.28049266],[0.51815116 0.2805765 ],[0.53304058 0.28414539],[0.51483184 0.29039899],[0.49829093 0.29043004],1663674163053
5,0.23110709378664537,0.31289145323246587,0.2719992735095556,[0.4868336  0.28771535],[0.50332826 0.28078198],[0.52023029 0.2815325 ],[0.53473026 0.28570032],[0.51624775 0.29182923],[0.4999029  0.29135919],1663674163074
6,0.2184007807346183,0.29242328671393014,0.25541203372427423,[0.48732299 0.29026192],[0.50429338 0.28346509],[0.52159655 0.28408581],[0.53635037 0.28853926],[0.51774967 0.29411155],[0.50095981 0.29362205],1663674163092
7,0.2074035849422412,0.2464648843281432,0.2269342346351922,[0.48459572 0.28887007],[0.50269812 0.28269884],[0.52106005 0.28340885],[0.53591067 0.28736332],[0.51670462 0.29319739],[0.4989818  0.29260594],1663674163113
8,0.20922175630528927,0.24953967370843083,0.22938071500686005,[0.48488998 0.28937814],[0.50262523 0.28326675],[0.52093369 0.28375801],[0.5362066  0.28791505],[0.51681048 0.29385149],[0.49918851 0.2932716 ],1663674163132
9,0.20774597301815806,0.2685432879957757,0.23814463050696688,[0.48411259 0.28777722],[0.50239539 0.28178167],[0.52089202 0.28223303],[0.53607857 0.28625607],[0.51671141 0.292377  ],[0.49873069 0.29175895],1663674163150
10,0.21104733707603754,0.31440349843178145,0.2627254177539095,[0.48454136 0.28681153],[0.50151753 0.28049201],[0.51908815 0.28089264],[0.53429204 0.28476068],[0.51530051 0.29078218],[0.49828297 0.29040492],1663674163169
11,0.21051275449003945,0.23204216552284646,0.22127746000644294,[0.48616508 0.28226417],[0.50347054 0.27600428],[0.52123052 0.27607876],[0.53657407 0.28006694],[0.51810843 0.28629631],[0.50062847 0.28617436],1663674163186
12,0.22163283460899583,0.25337583353794174,0.23750433407346877,[0.48547354 0.27822015],[0.50255334 0.27111459],[0.52026385 0.27159184],[0.53543347 0.27600893],[0.51669258 0.28202915],[0.49952164 0.28182977],1663674163208
13,0.22826206247392256,0.25041736486546456,0.23933971366969356,[0.48469213 0.27689439],[0.50093168 0.27048984],[0.51776904 0.27112624],[0.53277677 0.27551359],[0.51373619 0.28141555],[0.49743912 0.28082511],1663674163228
14,0.22514980926987088,0.2680210224190921,0.2465854158444815,[0.48333555 0.27750736],[0.50034744 0.27085996],[0.51782465 0.27153218],[0.53291917 0.27594954],[0.51363677 0.28193885],[0.49671549 0.28137094],1663674163248
15,0.21353774491413247,0.24321454926858135,0.2283761470913569,[0.4798201  0.27997857],[0.49731258 0.27409303],[0.51523232 0.27474871],[0.53032005 0.2788702 ],[0.51115674 0.28491446],[0.49386543 0.2841382 ],1663674163268
16,0.21154962207290662,0.2671446611528372,0.2393471416128719,[0.47813046 0.28351915],[0.49568659 0.27721423],[0.51384062 0.27771667],[0.52929312 0.28158015],[0.51008648 0.28800875],[0.49250475 0.28743756],1663674163289
17,0.2277671476481908,0.28808308954446227,0.25792511859632655,[0.48107174 0.28719938],[0.49771675 0.2799755 ],[0.51499522 0.28050646],[0.53029883 0.28480959],[0.51117498 0.29105681],[0.49435586 0.29069114],1663674163315
18,0.21825858931137393,0.2833522365198317,0.2508054129156028,[0.48264262 0.28764161],[0.49903536 0.28080222],[0.51647574 0.28129974],[0.53183657 0.28543568],[0.51301378 0.29148096],[0.49619722 0.29116237],1663674163335
19,0.22683303403882246,0.25960879678951804,0.24322091541417024,[0.4877674  0.28814232],[0.5050171  0.28129369],[0.52292472 0.28222468],[0.5378781  0.28684777],[0.51878351 0.29285479],[0.50157326 0.29209059],1663674163355
20,0.22583471390267654,0.2772553914508303,0.2515450526767534,[0.49341077 0.28484511],[0.51061165 0.27871048],[0.52828962 0.27986607],[0.54286057 0.28448683],[0.5241285  0.29028076],[0.50709331 0.28925958],1663674163378
21,0.22428189359208595,0.33275860459794027,0.2785202490950131,[0.49553195 0.28357545],[0.51175129 0.27742404],[0.52890271 0.27875367],[0.54411358 0.28384653],[0.52519077 0.28897467],[0.50871146 0.28791046],1663674163401
22,0.22089623834175895,0.2810989466046585,0.25099759247320874,[0.49671772 0.28099194],[0.51318085 0.27498093],[0.53054005 0.27631879],[0.54587638 0.28174016],[0.52695638 0.28655151],[0.51021159 0.2854462 ],1663674163421
23,0.22884703978738402,0.2900669352288719,0.25945698750812796,[0.49641526 0.27825412],[0.51248729 0.27222812],[0.52935541 0.27387872],[0.5440352  0.27908331],[0.52520978 0.28388262],[0.50907737 0.28265449],1663674163441
