FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.17699863361556872,0.3905305557771852,0.28376459469637694,[0.48076791 0.33349127],[0.49713269 0.32874534],[0.51405495 0.3284739 ],[0.52689081 0.33091524],[0.51120889 0.33625311],[0.49458304 0.33640128],1663671758944
2,0.22769229866932036,0.42424086339275774,0.32596658103103904,[0.47920531 0.31772929],[0.49714792 0.31047025],[0.51644379 0.31006476],[0.53122443 0.31422082],[0.51055771 0.32089952],[0.49232364 0.32081258],1663671758970
3,0.19496731606794837,0.3202554841277791,0.25761140009786376,[0.47625172 0.31156233],[0.49264553 0.30540866],[0.51059455 0.30563387],[0.52568519 0.30841547],[0.50646615 0.31452751],[0.48948798 0.31437886],1663671758994
4,0.229761897971972,0.3112678354821213,0.2705148667270466,[0.4768306 0.3130632],[0.49472046 0.30528039],[0.51315975 0.30562282],[0.52839226 0.3096056 ],[0.50868022 0.31677413],[0.49088356 0.31636471],1663671759016
5,0.22256607433972025,0.2726278524132291,0.2475969633764747,[0.47517356 0.31226224],[0.49380141 0.30483264],[0.51298839 0.30521303],[0.52841002 0.30928257],[0.50875688 0.31646594],[0.49031392 0.31601349],1663671759039
6,0.212299279928879,0.26578333497977646,0.23904130745432772,[0.47557086 0.31102735],[0.49504876 0.30434182],[0.51452804 0.30489859],[0.52984655 0.30867004],[0.50996387 0.31568331],[0.49105248 0.3149718 ],1663671759063
7,0.22334517832033268,0.2751776751119851,0.2492614267161589,[0.47624984 0.31148106],[0.49453554 0.30401897],[0.51361156 0.30448321],[0.52903318 0.30847085],[0.50875193 0.31548601],[0.49056375 0.31490496],1663671759081
8,0.2155187772573539,0.27194648085780077,0.24373262905757734,[0.47641036 0.31177148],[0.49485084 0.30471647],[0.51384956 0.30518541],[0.5291959  0.30897132],[0.5092032  0.31580445],[0.49098232 0.31522021],1663671759103
9,0.22475593075311595,0.27406705880772747,0.2494114947804217,[0.47668427 0.31401631],[0.49528933 0.30637032],[0.51448745 0.30673206],[0.52980554 0.31086183],[0.51000929 0.31801689],[0.49158698 0.31755319],1663671759119
10,0.23075412432857667,0.3091676736975117,0.2699608990130442,[0.47894177 0.31668121],[0.4967849  0.30863217],[0.51543355 0.30906799],[0.53059047 0.31319085],[0.51108986 0.32026389],[0.49332249 0.31999817],1663671759141
11,0.2447538862522538,0.32134083537540226,0.28304736081382803,[0.48839521 0.31613082],[0.50642353 0.30742872],[0.52580506 0.30787215],[0.54133075 0.31237507],[0.52117711 0.32021117],[0.50275606 0.31969115],1663671759163
12,0.2462453325309655,0.316993259319074,0.2816192959250198,[0.49668917 0.3162196 ],[0.51473635 0.30737686],[0.53410906 0.30799118],[0.54945934 0.31270939],[0.52966553 0.3203291 ],[0.51149416 0.3198964 ],1663671759184
13,0.22881084615789438,0.28147940748620737,0.25514512682205087,[0.50259155 0.31598145],[0.52249229 0.3080121 ],[0.54267663 0.30894923],[0.55792785 0.31372258],[0.53729814 0.32069245],[0.5179351  0.31957427],1663671759205
14,0.22564399547623948,0.3285611692391308,0.27710258235768515,[0.49991795 0.31681839],[0.51831084 0.30958027],[0.53737277 0.31065369],[0.55211568 0.31563383],[0.53293121 0.32161424],[0.51473129 0.32075703],1663671759230
15,0.22007221029052434,0.33737093521690487,0.2787215727537146,[0.49480402 0.31384811],[0.51442343 0.30602238],[0.53442055 0.30716473],[0.54954672 0.31244531],[0.52926832 0.31817037],[0.5101608  0.31718698],1663671759258
16,0.2325317060589094,0.31670526861328047,0.27461848733609495,[0.48558781 0.31407535],[0.50479174 0.30538735],[0.52466619 0.30636761],[0.53969455 0.31136352],[0.5193125  0.31783608],[0.50047314 0.31715825],1663671759278
17,0.22282482766349132,0.27902414707268197,0.25092448736808665,[0.4797883  0.31206453],[0.49914202 0.30380866],[0.51913619 0.30404735],[0.53413123 0.30831   ],[0.5147596 0.3154861],[0.49559784 0.31530285],1663671759298
18,0.2250232763515842,0.29733678972173055,0.2611800330366574,[0.47301626 0.31345278],[0.492226   0.30505648],[0.51203322 0.30506793],[0.52710569 0.30897531],[0.50816053 0.31665313],[0.48894808 0.31681895],1663671759323
19,0.21207366852643936,0.32228484519976874,0.26717925686310406,[0.46995112 0.31541249],[0.48998785 0.30730879],[0.51025927 0.30683288],[0.52573198 0.31008199],[0.50742227 0.3182627 ],[0.48740306 0.31901732],1663671759345
20,0.19800375499456258,0.24972963752622968,0.22386669626039613,[0.47308165 0.31837076],[0.49235055 0.31083935],[0.5119859  0.30974215],[0.52809036 0.31251216],[0.509758   0.32043225],[0.49013692 0.32160133],1663671759363
21,0.20472419483026907,0.19490908180956293,0.199816638319916,[0.47798014 0.31787732],[0.49644169 0.31210035],[0.51537514 0.31136131],[0.53103507 0.31319118],[0.51230514 0.32207775],[0.49342006 0.32232347],1663671759381
22,0.21576402721753143,0.2357744730831249,0.22576925015032817,[0.48355657 0.31891453],[0.50220531 0.31220087],[0.52082217 0.31136712],[0.53671157 0.31403041],[0.51811236 0.32273117],[0.49929366 0.32317296],1663671759402
23,0.21929684539229358,0.2548082736726231,0.23705255953245835,[0.48739958 0.31849918],[0.50671327 0.31215852],[0.52538973 0.31162125],[0.54088092 0.31447947],[0.5222221  0.32319346],[0.50331312 0.32317036],1663671759426
24,0.21017441498548897,0.243701852078107,0.22693813353179798,[0.48783121 0.31986278],[0.5061838  0.31456923],[0.5246461  0.31415933],[0.539783   0.31677347],[0.52125257 0.32489127],[0.50279915 0.32463625],1663671759445
25,0.20800805675994927,0.24228484603909106,0.22514645139952016,[0.47701931 0.32090291],[0.4961316  0.31354961],[0.51567143 0.31295893],[0.5319308 0.3166751],[0.51227123 0.32413974],[0.4928264  0.32427725],1663671759463
26,0.23042140126513252,0.2270393102686629,0.2287303557668977,[0.4761163  0.32291996],[0.49436033 0.31641516],[0.51242924 0.3157016 ],[0.52725959 0.31834525],[0.50858265 0.32721081],[0.49062884 0.32732266],1663671759486
