FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.12848551504084146,0.33296761753125886,0.23072656628605015,[0.48064724 0.31828174],[0.49415171 0.31689098],[0.50963175 0.3181034 ],[0.52291214 0.32075831],[0.50701648 0.32314748],[0.49206814 0.32165283],1663674341855
2,0.2473905766630167,0.32274328965046256,0.28506693315673964,[0.48324177 0.30244595],[0.49640411 0.29536676],[0.51331574 0.29638365],[0.52741975 0.30109784],[0.50900942 0.3066026 ],[0.49429658 0.30593809],1663674341881
3,0.24298355984188766,0.3096293945073515,0.2763064771746196,[0.48138934 0.30186367],[0.49643633 0.2945748 ],[0.5141843  0.29598033],[0.52875489 0.30065504],[0.50916624 0.30650896],[0.49328977 0.3054927 ],1663674341906
4,0.25104265446253277,0.24303997609149083,0.24704131527701179,[0.48167962 0.30075714],[0.49779218 0.29261166],[0.51556921 0.29353127],[0.52991492 0.29847223],[0.51107991 0.30477467],[0.49451998 0.30430117],1663674341927
5,0.2347290152319335,0.266841681760533,0.25078534849623324,[0.48358062 0.29836819],[0.49981809 0.29132101],[0.51748186 0.29202572],[0.53219444 0.29629552],[0.51317853 0.30266199],[0.49660876 0.30222768],1663674341947
6,0.23290789366650327,0.2425932305611795,0.23775056211384138,[0.48369855 0.29526174],[0.50129908 0.2881285 ],[0.51995325 0.2887212 ],[0.53503674 0.29319036],[0.51543397 0.29999191],[0.49758577 0.29931909],1663674341969
7,0.22895998863156317,0.25995420294040905,0.24445709578598612,[0.48721918 0.29004282],[0.50463033 0.28396302],[0.52286196 0.28454351],[0.53782159 0.28866366],[0.51894617 0.29562739],[0.50141251 0.29492575],1663674341992
8,0.22409250421160676,0.2121487549728852,0.21812062959224598,[0.48569772 0.28656396],[0.50292677 0.2801162 ],[0.52107525 0.28091618],[0.53577852 0.28495711],[0.51668513 0.29136282],[0.4994722  0.29069167],1663674342014
9,0.23820718030079158,0.24719206792351164,0.24269962411215162,[0.48316941 0.28876796],[0.49999025 0.28154659],[0.5180884  0.28253245],[0.53271079 0.28706649],[0.51341712 0.29345924],[0.49660975 0.29278177],1663674342039
10,0.2438884791775628,0.247802507697288,0.2458454934374254,[0.48010761 0.29695776],[0.49627936 0.28938305],[0.51388252 0.29007572],[0.52827674 0.2947163 ],[0.50981665 0.30116329],[0.49337885 0.30072987],1663674342060
11,0.23480170222563787,0.26550139802997075,0.2501515501278043,[0.47636676 0.29949802],[0.4931691  0.29244587],[0.51109308 0.29302439],[0.52603734 0.29765588],[0.50701332 0.30412018],[0.49001747 0.30352581],1663674342080
12,0.22355291792004117,0.21149755705802298,0.21752523748903208,[0.473784   0.29770732],[0.49058887 0.29148373],[0.50872749 0.29193005],[0.52411878 0.29616776],[0.50536299 0.30288112],[0.48787665 0.30220523],1663674342101
13,0.24406840186467446,0.2632823613109806,0.25367538158782754,[0.47230819 0.29828566],[0.48882833 0.29058179],[0.50681072 0.29083136],[0.52206767 0.29496491],[0.50323737 0.30252889],[0.48624048 0.30241442],1663674342121
14,0.23255285085077626,0.23948108944367053,0.2360169701472234,[0.47570926 0.29528138],[0.49281621 0.28812408],[0.51091665 0.2879996 ],[0.5264675  0.29183322],[0.50801426 0.29964763],[0.49032229 0.29951239],1663674342142
15,0.22535944291094628,0.2574302306573486,0.24139483678414744,[0.4740696  0.29379582],[0.49092153 0.28728771],[0.50884467 0.28746778],[0.52432346 0.29132789],[0.50568497 0.2985093 ],[0.48841962 0.29819745],1663674342164
16,0.22997191896852187,0.23969604272686512,0.2348339808476935,[0.4737713  0.29315165],[0.4906911  0.28603134],[0.50867909 0.28623357],[0.52421856 0.29032081],[0.50562233 0.2975159 ],[0.48813879 0.29729614],1663674342183
17,0.22143283499000804,0.2941746874324663,0.25780376121123716,[0.47118929 0.28894514],[0.48780376 0.28227508],[0.50539976 0.2823422 ],[0.52105135 0.28622285],[0.50263637 0.29311615],[0.48549545 0.29302236],1663674342204
18,0.22922329234352484,0.2342389502399036,0.23173112129171422,[0.46797761 0.28950429],[0.48520586 0.28201139],[0.5031777  0.28198469],[0.51832652 0.28596967],[0.50008011 0.29320392],[0.48265582 0.2932252 ],1663674342223
19,0.22043256712894868,0.23928764873102698,0.22986010792998784,[0.46543193 0.28982347],[0.4828704  0.28328961],[0.50072759 0.28309381],[0.51581395 0.28657016],[0.49765062 0.29403323],[0.48015684 0.29384026],1663674342242
20,0.23533800723256507,0.205914236766687,0.22062612199962603,[0.4622986  0.29036492],[0.47957203 0.28258222],[0.49752361 0.28231487],[0.51270258 0.28602505],[0.49480796 0.29395241],[0.47738656 0.29424068],1663674342261
21,0.2411266477696039,0.22811952093962648,0.2346230843546152,[0.46002695 0.293089  ],[0.47808221 0.2844584 ],[0.49674493 0.28423613],[0.51185006 0.28825346],[0.49351761 0.29630986],[0.47553867 0.29680187],1663674342284
22,0.22690413481434446,0.23108337429254752,0.228993754553446,[0.45672134 0.29386783],[0.47423983 0.28607708],[0.49256483 0.28547862],[0.50826067 0.28898463],[0.48978364 0.29702073],[0.47191188 0.29746279],1663674342307
23,0.2319625645842583,0.24746895886782022,0.23971576172603926,[0.45309031 0.29818362],[0.46902609 0.29034674],[0.48628291 0.28997028],[0.50178045 0.29345256],[0.48348907 0.30105266],[0.46672049 0.30137414],1663674342327
24,0.2173289189415934,0.24808082566674122,0.2327048723041673,[0.44833961 0.3015818 ],[0.46436992 0.29417253],[0.48170835 0.29356188],[0.49752116 0.29653084],[0.47930995 0.30412862],[0.46245605 0.30465329],1663674342347
