FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.1668844635693671,0.49497438458750065,0.33092942407843384,[0.43660837 0.33884904],[0.44999665 0.33280587],[0.46704063 0.33112419],[0.48200658 0.33133236],[0.46469173 0.33865452],[0.44917417 0.34023109],1663671582626
2,0.20106944308811697,0.3507245656345872,0.2758970043613521,[0.4383201  0.33450031],[0.45669419 0.3270238 ],[0.47582012 0.32568362],[0.49104324 0.32792753],[0.47240219 0.33614773],[0.45377219 0.33696109],1663671582649
3,0.21006760069611735,0.355697028719403,0.28288231470776015,[0.43462616 0.33371526],[0.45365891 0.32469568],[0.47381639 0.32289642],[0.48986584 0.32516733],[0.47157627 0.33455348],[0.45192346 0.33617929],1663671582675
4,0.20956234604877283,0.3594766689464812,0.284519507497627,[0.43341494 0.33123165],[0.45213103 0.32232189],[0.47192514 0.32004678],[0.48773721 0.32167146],[0.4705396  0.33164239],[0.45108315 0.33371341],1663671582698
5,0.2069465316062797,0.368384173747545,0.28766535267691234,[0.43315417 0.33060855],[0.45183676 0.32137313],[0.47190589 0.31873399],[0.48813897 0.32021666],[0.47030637 0.33041349],[0.45068431 0.33268678],1663671582719
6,0.2317085402920379,0.3566809294600223,0.2941947348760301,[0.43682936 0.32741219],[0.45435917 0.31778711],[0.47319388 0.31568703],[0.48897105 0.31803715],[0.47077078 0.32794219],[0.45218912 0.32964864],1663671582744
7,0.21453532150938878,0.36010601401807796,0.2873206677637334,[0.44199094 0.32015711],[0.46066508 0.31056908],[0.48053849 0.30840063],[0.49738938 0.31102806],[0.47863278 0.32053745],[0.45880491 0.32222649],1663671582765
8,0.21363177737518113,0.31932755290776055,0.2664796651414708,[0.44893599 0.31563625],[0.46867886 0.30622011],[0.48934606 0.30453637],[0.50637287 0.30776367],[0.48744053 0.31687728],[0.46702865 0.31839174],1663671582784
9,0.21231631701982742,0.3132263403456112,0.2627713286827193,[0.45813441 0.31307739],[0.47835609 0.30473596],[0.49902865 0.30353838],[0.51528573 0.30654696],[0.49599138 0.31555262],[0.47587609 0.31651166],1663671582806
10,0.202893265167401,0.3354967375346871,0.26919500135104407,[0.46309441 0.31290412],[0.48434687 0.30499631],[0.50558829 0.30448052],[0.52220052 0.30803984],[0.50257927 0.31610048],[0.48156306 0.316733  ],1663671582828
11,0.20770831333615802,0.2934644058053877,0.25058635957077285,[0.46258125 0.3138054 ],[0.48212391 0.30606532],[0.50199628 0.30549848],[0.51834643 0.30899602],[0.49932605 0.31684345],[0.4796268  0.31739008],1663671582850
12,0.19260876640702804,0.2788224855443598,0.2357156259756939,[0.46058452 0.31900147],[0.48052463 0.31147939],[0.50023341 0.3107186 ],[0.51644766 0.31382799],[0.49752891 0.32120705],[0.47794545 0.32194632],1663671582872
13,0.2121512431376738,0.2897934399892137,0.2509723415634437,[0.45582122 0.31969196],[0.47453675 0.3122516 ],[0.49356335 0.31167102],[0.50927132 0.31456503],[0.49080345 0.32278603],[0.47191587 0.32327488],1663671582898
14,0.20787946866906407,0.3584159640703811,0.2831477163697226,[0.45098925 0.31920677],[0.46966204 0.31161669],[0.48930377 0.31089899],[0.5049991  0.31350315],[0.48680645 0.32183754],[0.46763882 0.322795  ],1663671582919
15,0.2167729307067658,0.3291460173542596,0.2729594740305127,[0.45009503 0.32078406],[0.46786293 0.31339476],[0.48666281 0.31270787],[0.50217831 0.31533828],[0.4838987  0.32382816],[0.46550703 0.32439011],1663671582941
