FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.26402236403039997,0.26165295962004836,0.26283766182522417,[0.48707864 0.30205926],[0.50285381 0.29523617],[0.51917022 0.29711446],[0.53206795 0.30198643],[0.51245856 0.30711812],[0.4977558  0.30577803],1663674418076
2,0.24701037020226838,0.26623601631403043,0.2566231932581494,[0.48693419 0.30221552],[0.50491822 0.29479367],[0.5230841  0.29595408],[0.53659105 0.30066043],[0.51748335 0.3070468 ],[0.500296   0.30599451],1663674418105
3,0.23651648838432876,0.26463922970840026,0.25057785904636454,[0.48834652 0.3014656 ],[0.50632137 0.29401454],[0.52438194 0.29478872],[0.53792    0.29907459],[0.51951587 0.30558383],[0.50239629 0.30496854],1663674418127
4,0.23914089780236272,0.23627975954566519,0.23771032867401395,[0.4925189  0.30123204],[0.51135421 0.29413378],[0.52967834 0.29519942],[0.54342884 0.2998243 ],[0.52473003 0.30640975],[0.5070262  0.30543834],1663674418155
5,0.23405337740071142,0.22757466704889992,0.23081402222480568,[0.49265704 0.29747203],[0.51123744 0.29078236],[0.52958089 0.29218835],[0.5432536  0.29699233],[0.52442551 0.30287799],[0.50676602 0.30172157],1663674418178
6,0.2260575528343517,0.26787819487051495,0.24696787385243332,[0.49439561 0.29630733],[0.5120126 0.2899563],[0.52986509 0.29112864],[0.54405725 0.29551589],[0.52502447 0.30133665],[0.50784034 0.30030495],1663674418199
7,0.2431310154252563,0.27079279882779905,0.25696190712652767,[0.49186915 0.29644325],[0.50890392 0.28869802],[0.52704191 0.28986126],[0.54171145 0.29503471],[0.52214271 0.30102849],[0.50508994 0.30013004],1663674418221
8,0.23902856261089805,0.22182249309228183,0.23042552785158993,[0.48936823 0.3000519 ],[0.50723225 0.29268292],[0.52574104 0.29392976],[0.54008687 0.2988151 ],[0.52061009 0.30495334],[0.50309175 0.30404651],1663674418245
9,0.24728903563433532,0.21403079177048712,0.23065991370241123,[0.48893616 0.30289185],[0.50559562 0.29518554],[0.52371752 0.29627341],[0.53822565 0.30106953],[0.51869822 0.30751163],[0.50187159 0.30668348],1663674418265
10,0.24375359468672614,0.2643839353564243,0.2540687650215752,[0.49022338 0.30166543],[0.50643981 0.29460281],[0.52374035 0.29591891],[0.53801894 0.30045044],[0.51869947 0.30649084],[0.50255013 0.30552697],1663674418284
11,0.22180024832808728,0.22080122892071258,0.22130073862439992,[0.49427992 0.29827335],[0.51280057 0.2922644 ],[0.53168112 0.29341945],[0.54607093 0.29778782],[0.52646959 0.30388874],[0.50833642 0.30262434],1663674418309
12,0.22739071749172166,0.2240656148194092,0.22572816615556543,[0.49756736 0.29359835],[0.51505452 0.28702325],[0.53287971 0.28816202],[0.54719841 0.29278645],[0.52822584 0.29847282],[0.51111013 0.29757178],1663674418332
13,0.2393034559718953,0.26032955306116506,0.2498165045165302,[0.49899903 0.29050842],[0.5159626  0.28432751],[0.53341156 0.28604281],[0.54745519 0.29091212],[0.52801037 0.296386  ],[0.51149309 0.29494917],1663674418351
14,0.24398140463396903,0.24400410820255167,0.24399275641826035,[0.49836531 0.29127723],[0.51403832 0.28416467],[0.53140152 0.28556725],[0.54656112 0.2910175 ],[0.5266183  0.29643291],[0.51039517 0.2952264 ],1663674418371
15,0.24737149914164233,0.26642697771146695,0.25689923842655465,[0.49671218 0.2942403 ],[0.51220912 0.28736269],[0.52935153 0.28877339],[0.54434979 0.29422301],[0.52434886 0.29966784],[0.50829756 0.2982623 ],1663674418394
16,0.23800341155520868,0.27204657224690815,0.25502499190105843,[0.4945491  0.29539734],[0.5099051  0.28827566],[0.52686793 0.28946203],[0.54184484 0.29461548],[0.52233076 0.29986608],[0.50645292 0.29889444],1663674418412
17,0.21236426466391725,0.25434180780240095,0.23335303623315912,[0.49694133 0.29474658],[0.51377189 0.28947952],[0.5314489  0.29097986],[0.54573423 0.29521793],[0.52632296 0.30018505],[0.5096873  0.29881346],1663674418431
18,0.22337009715776338,0.27053143295319504,0.2469507650554792,[0.49862608 0.29451725],[0.51656747 0.28866491],[0.53470284 0.29016605],[0.54859549 0.29478571],[0.52946979 0.30021235],[0.51221418 0.29876262],1663674418452
19,0.23766923525952743,0.259483275371787,0.24857625531565722,[0.49989176 0.29505759],[0.51573145 0.289029  ],[0.53276789 0.29077578],[0.54720742 0.29590681],[0.52749223 0.30096444],[0.51161987 0.29925439],1663674418474
20,0.23374111901936867,0.2782566776754492,0.25599889834740897,[0.49803817 0.29703379],[0.51435    0.29082069],[0.53178418 0.29244223],[0.54617304 0.29740655],[0.52678514 0.30271506],[0.51042521 0.30118042],1663674418495
21,0.23608430217981308,0.23767122277099845,0.23687776247540576,[0.49558672 0.29930872],[0.51241773 0.29285365],[0.53019804 0.29431391],[0.54468691 0.29927361],[0.525181   0.30498251],[0.50845772 0.30353755],1663674418518
22,0.23356733366830512,0.2595989525405466,0.24658314310442586,[0.49387422 0.29933578],[0.51045454 0.29306036],[0.52799791 0.29444405],[0.54229051 0.29934195],[0.52277839 0.3047511 ],[0.50632709 0.30332527],1663674418537
23,0.2348449499044386,0.25144464729598126,0.24314479860020993,[0.48991314 0.30063882],[0.50654024 0.29421237],[0.52409482 0.29526699],[0.53825808 0.29983205],[0.51920795 0.30575639],[0.50277025 0.30469334],1663674418558
24,0.22302856036792038,0.26297232598776954,0.24300044317784497,[0.48994926 0.29868245],[0.50664353 0.29262215],[0.52437031 0.2934472 ],[0.53890836 0.29741883],[0.51943189 0.30353516],[0.50286633 0.30254126],1663674418578
25,0.22691100061942784,0.2781183823223566,0.2525146914708922,[0.48577484 0.30137742],[0.50259835 0.29490897],[0.52022147 0.29559037],[0.53445387 0.29954797],[0.51544964 0.30577898],[0.49892697 0.30512586],1663674418597
26,0.22977851029719562,0.27157699649629286,0.25067775339674425,[0.48203254 0.30325496],[0.49995378 0.29660851],[0.51807815 0.29741654],[0.53245044 0.30162996],[0.51327199 0.30811641],[0.49596149 0.30734232],1663674418616
27,0.21372261574468082,0.26055884880950725,0.23714073227709404,[0.47672361 0.30583119],[0.49500236 0.29970041],[0.51342899 0.30056947],[0.52782249 0.30431643],[0.5088011  0.31055641],[0.49106127 0.3098034 ],1663674418636
28,0.22049984528462807,0.3169635416966235,0.26873169349062576,[0.47108883 0.3083725 ],[0.488527   0.30121413],[0.50669307 0.30196452],[0.5213626  0.30614808],[0.50238162 0.31219405],[0.48510227 0.31176358],1663674418660
29,0.2144476830670248,0.27609868855416325,0.24527318581059404,[0.46645471 0.30839905],[0.48420703 0.30142656],[0.50270587 0.3018117 ],[0.51765597 0.30543464],[0.49833846 0.31205302],[0.48072007 0.31171477],1663674418690
30,0.20865772218387724,0.25416665231987073,0.23141218725187399,[0.46364653 0.30797455],[0.48195663 0.30140036],[0.50056398 0.30113077],[0.515544   0.30395839],[0.49607754 0.31127316],[0.47821006 0.31135038],1663674418711
31,0.22240307751258998,0.2792214246464837,0.25081225107953686,[0.46204105 0.31095526],[0.47901174 0.30376747],[0.49666849 0.30368251],[0.51149321 0.30686268],[0.49304593 0.31416553],[0.47604972 0.31434095],1663674418732
32,0.2159065228759771,0.25387963966281274,0.23489308126939493,[0.46284577 0.30893984],[0.48194209 0.3013652 ],[0.50129628 0.3009997 ],[0.51665998 0.30452821],[0.49775013 0.31222829],[0.47892475 0.31250414],1663674418753
