FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.2578689273593845,0.47206917347927757,0.36496905041933103,[0.49843472 0.11073016],[0.51429665 0.09739812],[0.53464246 0.09615533],[0.55120009 0.10105468],[0.53062838 0.10930297],[0.51234806 0.11118113],1663672240991
2,0.26161298691030266,0.4778274861847261,0.3697202365475144,[0.50427848 0.10935922],[0.51978517 0.09616147],[0.5387336  0.09481667],[0.55528122 0.10006403],[0.53717661 0.10773571],[0.51930332 0.11026624],1663672241012
3,0.2598253659741344,0.3496633554892822,0.3047443607317083,[0.50761092 0.10791947],[0.52350497 0.0951563 ],[0.54234129 0.09491526],[0.55877364 0.10077645],[0.5393554 0.1075367],[0.52187002 0.10893441],1663672241034
4,0.2438661587661769,0.44537298061619135,0.3446195696911841,[0.5060969  0.12262474],[0.52397239 0.1109255 ],[0.54280752 0.11074972],[0.55878305 0.11512226],[0.53946227 0.12281717],[0.52145493 0.12412092],1663672241055
5,0.25293415716292833,0.36062235007753257,0.3067782536202305,[0.50355458 0.12793455],[0.52003223 0.11539227],[0.53909206 0.11506051],[0.55518264 0.11937121],[0.53556579 0.1274806 ],[0.51797307 0.12879789],1663672241081
6,0.2749318373613782,0.3438239910685127,0.3093779142149454,[0.50027966 0.13309684],[0.51704895 0.11974403],[0.53642583 0.11954215],[0.55256027 0.12444882],[0.53312653 0.13333765],[0.51524603 0.13458826],1663672241104
7,0.2713082165737106,0.29382541241599236,0.2825668144948515,[0.49869081 0.13867564],[0.51632166 0.12487296],[0.53606337 0.12440893],[0.55205446 0.12911549],[0.53294092 0.13838951],[0.51442504 0.13984528],1663672241125
8,0.25502370801565205,0.34591604481070215,0.30046987641317713,[0.50084656 0.14779495],[0.51756167 0.13453811],[0.53694648 0.13347688],[0.5533976  0.13760425],[0.5342955  0.14654207],[0.51626307 0.14844905],1663672241145
9,0.27017343940676647,0.3409877720401039,0.30558060572343515,[0.50485176 0.15520068],[0.52116585 0.14161211],[0.5407294  0.14100017],[0.55696201 0.14544885],[0.53734249 0.15467404],[0.51953387 0.15607969],1663672241161
10,0.300460316850249,0.3131607990705327,0.3068105579603908,[0.5053407  0.16170922],[0.52042508 0.14628205],[0.54062808 0.14550081],[0.55802608 0.15092468],[0.53744662 0.16106296],[0.51940674 0.16268265],1663672241180
