,File_name,MissingFrames_per_min,Blink_per_min,blink_duration_per_min,Perclose_per_min
0,VIDEO_18112022132601_1668758161824_EAR.csv,42,33,13.303030303030303,0.24388888888888888
1,VIDEO_18112022132700_1668758220821_EAR.csv,30,51,12.137254901960784,0.3438888888888889
2,VIDEO_18112022132759_1668758279823_EAR.csv,56,10,3.5,0.019444444444444445
3,VIDEO_18112022132858_1668758338982_EAR.csv,0,19,4.947368421052632,0.052222222222222225
4,VIDEO_18112022132957_1668758397827_EAR.csv,0,25,4.16,0.057777777777777775
5,VIDEO_18112022133056_1668758456943_EAR.csv,1,9,2.4444444444444446,0.012222222222222223
6,VIDEO_18112022133155_1668758515992_EAR.csv,6,26,3.3076923076923075,0.04777777777777778
7,VIDEO_18112022133254_1668758574829_EAR.csv,7,29,3.896551724137931,0.06277777777777778
8,VIDEO_18112022133353_1668758633830_EAR.csv,26,28,6.928571428571429,0.10777777777777778
9,VIDEO_18112022133452_1668758692845_EAR.csv,0,38,6.421052631578948,0.13555555555555557
10,VIDEO_18112022133551_1668758751830_EAR.csv,0,29,6.0344827586206895,0.09722222222222222
11,VIDEO_18112022133650_1668758810845_EAR.csv,0,12,3.0833333333333335,0.020555555555555556
12,VIDEO_18112022133749_1668758869829_EAR.csv,25,33,9.666666666666666,0.17722222222222223
13,VIDEO_18112022133848_1668758928833_EAR.csv,5,28,3.642857142857143,0.056666666666666664
14,VIDEO_18112022133947_1668758987822_EAR.csv,13,37,6.108108108108108,0.12555555555555556
15,VIDEO_18112022134046_1668759046835_EAR.csv,0,29,5.689655172413793,0.09166666666666666
16,VIDEO_18112022134145_1668759105952_EAR.csv,8,35,3.4571428571428573,0.06722222222222222
17,VIDEO_18112022134244_1668759164825_EAR.csv,0,27,5.62962962962963,0.08444444444444445
18,VIDEO_18112022134343_1668759223825_EAR.csv,0,33,6.181818181818182,0.11333333333333333
19,VIDEO_18112022134442_1668759282826_EAR.csv,0,19,5.947368421052632,0.06277777777777778
20,VIDEO_18112022134541_1668759341860_EAR.csv,1,25,3.16,0.04388888888888889
21,VIDEO_18112022134640_1668759400861_EAR.csv,3,31,3.7419354838709675,0.06444444444444444
22,VIDEO_18112022134739_1668759459857_EAR.csv,0,21,4.428571428571429,0.051666666666666666
23,VIDEO_18112022134838_1668759518862_EAR.csv,5,22,2.8181818181818183,0.034444444444444444
24,VIDEO_18112022134937_1668759577861_EAR.csv,0,31,3.0,0.051666666666666666
25,VIDEO_18112022135036_1668759636860_EAR.csv,0,21,6.523809523809524,0.07611111111111112
26,VIDEO_18112022135136_1668759696016_EAR.csv,0,20,14.45,0.16055555555555556
27,VIDEO_18112022135234_1668759754860_EAR.csv,0,31,8.935483870967742,0.15388888888888888
28,VIDEO_18112022135333_1668759813859_EAR.csv,0,26,15.846153846153847,0.2288888888888889
29,VIDEO_18112022135432_1668759872989_EAR.csv,0,27,5.185185185185185,0.07777777777777778
30,VIDEO_18112022135531_1668759931875_EAR.csv,33,22,7.681818181818182,0.09388888888888888
31,VIDEO_18112022135631_1668759991018_EAR.csv,0,16,8.375,0.07444444444444444
32,VIDEO_18112022135729_1668760049868_EAR.csv,5,11,7.818181818181818,0.04777777777777778
33,VIDEO_18112022135828_1668760108863_EAR.csv,0,18,2.3333333333333335,0.023333333333333334
34,VIDEO_18112022135927_1668760167859_EAR.csv,0,29,2.6206896551724137,0.042222222222222223
35,VIDEO_18112022140026_1668760226860_EAR.csv,0,20,4.1,0.04555555555555556
36,VIDEO_18112022140125_1668760285855_EAR.csv,2,13,12.076923076923077,0.08722222222222223
37,VIDEO_18112022140224_1668760344862_EAR.csv,0,24,17.916666666666668,0.2388888888888889
38,VIDEO_18112022140323_1668760403859_EAR.csv,0,20,4.55,0.050555555555555555
39,VIDEO_18112022140422_1668760462875_EAR.csv,0,18,4.888888888888889,0.04888888888888889
40,VIDEO_18112022140521_1668760521875_EAR.csv,0,26,3.8846153846153846,0.05611111111111111
41,VIDEO_18112022140620_1668760580854_EAR.csv,0,13,3.6153846153846154,0.026111111111111113
42,VIDEO_18112022140719_1668760639857_EAR.csv,0,28,4.142857142857143,0.06444444444444444
43,VIDEO_18112022140818_1668760698853_EAR.csv,0,17,4.529411764705882,0.042777777777777776
44,VIDEO_18112022140917_1668760757869_EAR.csv,1,15,16.4,0.13666666666666666
45,VIDEO_18112022141016_1668760816857_EAR.csv,0,20,25.85,0.2872222222222222
46,VIDEO_18112022141115_1668760875868_EAR.csv,184,18,8.833333333333334,0.08833333333333333
47,VIDEO_18112022141214_1668760934860_EAR.csv,0,14,3.0,0.023333333333333334
48,VIDEO_18112022141313_1668760993865_EAR.csv,0,20,2.8,0.03111111111111111
49,VIDEO_18112022141412_1668761052861_EAR.csv,0,15,13.866666666666667,0.11555555555555555
50,VIDEO_18112022141511_1668761111866_EAR.csv,0,21,3.9047619047619047,0.04555555555555556
51,VIDEO_18112022141611_1668761171018_EAR.csv,0,24,6.958333333333333,0.09277777777777778
52,VIDEO_18112022141709_1668761229858_EAR.csv,6,21,3.619047619047619,0.042222222222222223
53,VIDEO_18112022141808_1668761288980_EAR.csv,0,8,3.375,0.015
54,VIDEO_18112022141907_1668761347861_EAR.csv,0,23,4.782608695652174,0.06111111111111111
55,VIDEO_18112022142006_1668761406868_EAR.csv,0,38,5.184210526315789,0.10944444444444444
56,VIDEO_18112022142105_1668761465861_EAR.csv,0,28,4.857142857142857,0.07555555555555556
57,VIDEO_18112022142204_1668761524864_EAR.csv,0,46,6.217391304347826,0.15888888888888889
58,VIDEO_18112022142303_1668761583866_EAR.csv,2,34,14.705882352941176,0.2777777777777778
59,VIDEO_18112022142402_1668761642861_EAR.csv,12,48,6.583333333333333,0.17555555555555555
60,VIDEO_18112022142501_1668761701851_EAR.csv,0,22,4.363636363636363,0.05333333333333334
61,VIDEO_18112022142600_1668761760854_EAR.csv,0,28,4.785714285714286,0.07444444444444444
62,VIDEO_18112022142659_1668761819852_EAR.csv,50,25,5.44,0.07555555555555556
63,VIDEO_18112022142758_1668761878862_EAR.csv,7,21,3.619047619047619,0.042222222222222223
64,VIDEO_18112022142857_1668761937859_EAR.csv,0,26,3.423076923076923,0.049444444444444444
65,VIDEO_18112022142956_1668761996852_EAR.csv,0,25,3.92,0.05444444444444444
