,File_name,MissingFrames_per_min,Blink_per_min,blink_duration_per_min,Perclose_per_min,Avg_EAR,Multiplication of 4 features,F*G,Windowsize 4,,average,,Duration normalize,
147,VIDEO_18112022164129_1668769889216_EAR.csv,3,31,3.61290,0.06222,0.43142,3.0065,0.0268,0.0229,1.0000,0.0258,1.0000,0.129032258064516,0.003463717107963
148,VIDEO_18112022164228_1668769948222_EAR.csv,34,21,4.23810,0.04944,0.42310,1.8619,0.0209,0.0216,0.0000,0.0257,0.0000,0.151360544217687,0.003166448636866
149,VIDEO_18112022164327_1668770007222_EAR.csv,0,21,3.04762,0.03556,0.45678,1.0394,0.0162,0.0205,0.0000,0.0257,0.0000,0.108843537414966,0.001767748849314
150,VIDEO_18112022164426_1668770066233_EAR.csv,0,24,3.83333,0.05111,0.46519,2.1874,0.0238,0.0219,1.0000,0.0257,0.0000,0.136904761904762,0.003255111133099
151,VIDEO_18112022164525_1668770125381_EAR.csv,23,22,4.50000,0.05500,0.44324,2.4134,0.0244,0.0213,1.0000,0.0257,0.0000,0.160714285714286,0.003917927698321
152,VIDEO_18112022164624_1668770184231_EAR.csv,0,12,3.58333,0.02389,0.46007,0.4726,0.0110,0.0188,0.0000,0.0256,0.0000,0.12797619047619,0.0014065188162
153,VIDEO_18112022164723_1668770243239_EAR.csv,7,33,3.60606,0.06611,0.43682,3.4365,0.0289,0.0220,1.0000,0.0256,1.0000,0.128787878787879,0.003719186878341
154,VIDEO_18112022164822_1668770302229_EAR.csv,0,29,3.00000,0.04833,0.44171,1.8574,0.0213,0.0214,0.0000,0.0256,0.0000,0.107142857142857,0.002287410206277
155,VIDEO_18112022164921_1668770361232_EAR.csv,0,26,3.38462,0.04889,0.42656,1.8352,0.0209,0.0205,1.0000,0.0255,0.0000,0.120879120879121,0.002520836622889
156,VIDEO_18112022165020_1668770420225_EAR.csv,3,20,2.95000,0.03278,0.46274,0.8949,0.0152,0.0216,0.0000,0.0255,0.0000,0.105357142857143,0.001598030564227
157,VIDEO_18112022165119_1668770479220_EAR.csv,3,19,3.05263,0.03222,0.46125,0.8620,0.0149,0.0181,0.0000,0.0254,0.0000,0.109022556390977,0.001620341670619
158,VIDEO_18112022165218_1668770538219_EAR.csv,0,18,2.55556,0.02556,0.51296,0.6030,0.0131,0.0160,0.0000,0.0253,0.0000,0.091269841269841,0.00119644900755
159,VIDEO_18112022165317_1668770597228_EAR.csv,0,16,3.56250,0.03167,0.47817,0.8631,0.0151,0.0146,1.0000,0.0253,0.0000,0.127232142857143,0.001926571056185
160,VIDEO_18112022165416_1668770656215_EAR.csv,2,35,3.71429,0.07222,0.49198,4.6191,0.0355,0.0197,1.0000,0.0253,1.0000,0.13265306122449,0.004713398965064
161,VIDEO_18112022165515_1668770715214_EAR.csv,1,36,3.52778,0.07056,0.46184,4.1384,0.0326,0.0241,1.0000,0.0254,1.0000,0.125992063492063,0.004105507566079
162,VIDEO_18112022165614_1668770774327_EAR.csv,0,23,3.04348,0.03889,0.47354,1.2891,0.0184,0.0254,0.0000,0.0253,0.0000,0.108695652173913,0.002001680677389
163,VIDEO_18112022165713_1668770833572_EAR.csv,8,23,2.91304,0.03722,0.51506,1.2845,0.0192,0.0264,0.0000,0.0253,0.0000,0.104037267080745,0.001994581751382
164,VIDEO_18112022165812_1668770892415_EAR.csv,81,16,8.31250,0.07389,0.48657,4.7816,0.0360,0.0265,1.0000,0.0254,1.0000,0.296875,0.010673310385438
165,VIDEO_18112022165911_1668770951426_EAR.csv,81,13,4.53846,0.03278,0.49871,0.9645,0.0163,0.0225,0.0000,0.0253,0.0000,0.162087912087912,0.002649602315508
166,VIDEO_18112022170010_1668771010434_EAR.csv,0,9,2.44444,0.01222,0.50508,0.1358,0.0062,0.0194,0.0000,0.0252,0.0000,0.087301587301587,0.000538933455043
167,VIDEO_18112022170109_1668771069419_EAR.csv,752,7,6.42857,0.02500,0.28361,0.3191,0.0071,0.0164,0.0000,0.0251,0.0000,0.229591836734694,0.001627877088186
168,VIDEO_18112022170208_1668771128426_EAR.csv,19,16,4.75000,0.04222,0.47835,1.5350,0.0202,0.0125,1.0000,0.0250,0.0000,0.169642857142857,0.003426306063812
169,VIDEO_18112022170307_1668771187410_EAR.csv,0,8,5.37500,0.02389,0.46949,0.4823,0.0112,0.0112,1.0000,0.0250,0.0000,0.191964285714286,0.002153001967263
170,VIDEO_18112022170406_1668771246409_EAR.csv,6,15,6.80000,0.05667,0.49047,2.8349,0.0278,0.0166,1.0000,0.0250,1.0000,0.242857142857143,0.006749796805266
171,VIDEO_18112022170505_1668771305422_EAR.csv,0,9,3.00000,0.01500,0.48185,0.1951,0.0072,0.0166,0.0000,0.0249,0.0000,0.107142857142857,0.000774396197505
172,VIDEO_18112022170604_1668771364436_EAR.csv,0,8,4.00000,0.01778,0.45864,0.2609,0.0082,0.0136,0.0000,0.0248,0.0000,0.142857142857143,0.001164787751374
173,VIDEO_18112022170703_1668771423426_EAR.csv,0,25,4.68000,0.06500,0.41804,3.1792,0.0272,0.0176,1.0000,0.0248,1.0000,0.167142857142857,0.004541709138965
174,VIDEO_18112022170802_1668771482409_EAR.csv,0,18,3.44444,0.03444,0.43319,0.9251,0.0149,0.0144,1.0000,0.0247,0.0000,0.123015873015873,0.001835537468601
175,VIDEO_18112022170901_1668771541420_EAR.csv,0,23,3.91304,0.05000,0.45082,2.0287,0.0225,0.0182,1.0000,0.0247,0.0000,0.139751552795031,0.003150133005116
176,VIDEO_18112022171000_1668771600560_EAR.csv,0,23,3.04348,0.03889,0.46138,1.2560,0.0179,0.0206,0.0000,0.0247,0.0000,0.108695652173913,0.001950283710987
177,VIDEO_18112022171059_1668771659453_EAR.csv,0,21,4.00000,0.04667,0.47546,1.8638,0.0222,0.0194,1.0000,0.0247,0.0000,0.142857142857143,0.003169759778088
178,VIDEO_18112022171158_1668771718458_EAR.csv,0,24,3.54167,0.04722,0.46464,1.8650,0.0219,0.0212,1.0000,0.0247,0.0000,0.126488095238095,0.002775341747454
179,VIDEO_18112022171257_1668771777452_EAR.csv,0,15,4.66667,0.03889,0.47193,1.2847,0.0184,0.0201,0.0000,0.0246,0.0000,0.166666666666667,0.003058802309854
180,VIDEO_18112022171356_1668771836450_EAR.csv,0,11,3.36364,0.02056,0.50746,0.3859,0.0104,0.0182,0.0000,0.0245,0.0000,0.12012987012987,0.001253081394465
181,VIDEO_18112022171455_1668771895466_EAR.csv,1,8,5.12500,0.02278,0.48191,0.4501,0.0110,0.0154,0.0000,0.0245,0.0000,0.183035714285714,0.00200915519988
182,VIDEO_18112022171554_1668771954461_EAR.csv,55,9,9.11111,0.04556,0.47344,1.7686,0.0216,0.0153,1.0000,0.0245,0.0000,0.325396825396825,0.007018095120111
183,VIDEO_18112022171653_1668772013447_EAR.csv,11,16,3.68750,0.03278,0.49436,0.9560,0.0162,0.0148,1.0000,0.0244,0.0000,0.131696428571429,0.002134012516696
184,VIDEO_18112022171752_1668772072602_EAR.csv,0,7,3.28571,0.01278,0.47888,0.1407,0.0061,0.0137,0.0000,0.0243,0.0000,0.11734693877551,0.00071804586218
185,VIDEO_18112022171851_1668772131578_EAR.csv,0,10,2.80000,0.01556,0.52094,0.2269,0.0081,0.0130,0.0000,0.0242,0.0000,0.1,0.000810349040656
186,VIDEO_18112022171950_1668772190559_EAR.csv,7,23,3.26087,0.04167,0.47724,1.4914,0.0199,0.0126,1.0000,0.0242,0.0000,0.116459627329193,0.002315790443764
187,VIDEO_18112022172049_1668772249452_EAR.csv,51,22,4.13636,0.05056,0.45573,2.0966,0.0230,0.0143,1.0000,0.0242,0.0000,0.147727272727273,0.003403553768301
188,VIDEO_18112022172148_1668772308455_EAR.csv,0,14,3.14286,0.02444,0.50048,0.5383,0.0122,0.0158,0.0000,0.0241,0.0000,0.112244897959184,0.001373195763941
189,VIDEO_18112022172247_1668772367472_EAR.csv,0,12,4.58333,0.03056,0.50854,0.8546,0.0155,0.0177,0.0000,0.0241,0.0000,0.163690476190476,0.002543544919395
190,VIDEO_18112022172346_1668772426600_EAR.csv,0,10,3.20000,0.01778,0.49238,0.2801,0.0088,0.0149,0.0000,0.0240,0.0000,0.114285714285714,0.001000388142138
191,VIDEO_18112022172445_1668772485514_EAR.csv,0,8,2.62500,0.01167,0.49385,0.1210,0.0058,0.0106,0.0000,0.0239,0.0000,0.09375,0.000540148601672
192,VIDEO_18112022172544_1668772544458_EAR.csv,0,7,3.71429,0.01444,0.49781,0.1870,0.0072,0.0093,0.0000,0.0238,0.0000,0.13265306122449,0.000953846247312
193,VIDEO_18112022172643_1668772603457_EAR.csv,0,5,2.80000,0.00778,0.51237,0.0558,0.0040,0.0064,0.0000,0.0237,0.0000,0.1,0.000398512920886
194,VIDEO_18112022172742_1668772662493_EAR.csv,0,12,3.00000,0.02000,0.52442,0.3776,0.0105,0.0069,1.0000,0.0237,0.0000,0.107142857142857,0.001123748390101
195,VIDEO_18112022172841_1668772721484_EAR.csv,0,5,2.60000,0.00722,0.50147,0.0471,0.0036,0.0063,0.0000,0.0236,0.0000,0.092857142857143,0.000336302796838
196,VIDEO_18112022172940_1668772780492_EAR.csv,18,13,2.69231,0.01944,0.51485,0.3504,0.0100,0.0070,1.0000,0.0235,0.0000,0.096153846153846,0.000962600033804
197,VIDEO_18112022173039_1668772839483_EAR.csv,0,6,2.33333,0.00778,0.50551,0.0550,0.0039,0.0070,0.0000,0.0234,0.0000,0.083333333333333,0.000327643629116
198,VIDEO_18112022173138_1668772898493_EAR.csv,88,9,2.44444,0.01222,0.52333,0.1407,0.0064,0.0060,1.0000,0.0233,0.0000,0.087301587301587,0.000558403852148
199,VIDEO_18112022173237_1668772957489_EAR.csv,0,7,3.28571,0.01278,0.50475,0.1483,0.0064,0.0067,0.0000,0.0232,0.0000,0.11734693877551,0.000756843852823
200,VIDEO_18112022173336_1668773016491_EAR.csv,0,16,2.56250,0.02278,0.50159,0.4684,0.0114,0.0071,1.0000,0.0232,0.0000,0.091517857142857,0.001045591337082
201,VIDEO_18112022173435_1668773075489_EAR.csv,0,11,2.54545,0.01556,0.50207,0.2187,0.0078,0.0080,0.0000,0.0231,0.0000,0.090909090909091,0.000709997005902
202,VIDEO_18112022173534_1668773134482_EAR.csv,0,7,3.00000,0.01167,0.50074,0.1227,0.0058,0.0079,0.0000,0.0230,0.0000,0.107142857142857,0.000625925634688
203,VIDEO_18112022173633_1668773193483_EAR.csv,0,8,2.25000,0.01000,0.48996,0.0882,0.0049,0.0075,0.0000,0.0229,0.0000,0.080357142857143,0.000393721661543
204,VIDEO_18112022173732_1668773252487_EAR.csv,0,12,2.41667,0.01611,0.49805,0.2327,0.0080,0.0066,1.0000,0.0228,0.0000,0.086309523809524,0.00069256339694
205,VIDEO_18112022173831_1668773311478_EAR.csv,200,20,2.35000,0.02611,0.48824,0.5992,0.0127,0.0079,1.0000,0.0228,0.0000,0.083928571428572,0.001069954330725
206,VIDEO_18112022173930_1668773370486_EAR.csv,5,19,3.73684,0.03944,0.50011,1.4006,0.0197,0.0113,1.0000,0.0228,0.0000,0.133458646616541,0.002632680020476
207,VIDEO_18112022174029_1668773429496_EAR.csv,0,9,2.77778,0.01389,0.51070,0.1773,0.0071,0.0119,0.0000,0.0227,0.0000,0.099206349206349,0.000703670888024
208,VIDEO_18112022174128_1668773488602_EAR.csv,0,8,4.75000,0.02111,0.53026,0.4254,0.0112,0.0127,0.0000,0.0226,0.0000,0.169642857142857,0.001899054985267
209,VIDEO_18112022174227_1668773547493_EAR.csv,0,18,3.83333,0.03833,0.49198,1.3013,0.0189,0.0142,1.0000,0.0226,0.0000,0.136904761904762,0.002581902215382
210,VIDEO_18112022174326_1668773606482_EAR.csv,0,9,2.55556,0.01278,0.52587,0.1545,0.0067,0.0110,0.0000,0.0225,0.0000,0.091269841269841,0.000613278256382
211,VIDEO_18112022174425_1668773665482_EAR.csv,0,10,2.50000,0.01389,0.53925,0.1872,0.0075,0.0111,0.0000,0.0225,0.0000,0.089285714285714,0.000668712269167
212,VIDEO_18112022174524_1668773724483_EAR.csv,34,18,3.16667,0.03167,0.50543,0.9123,0.0160,0.0123,1.0000,0.0224,0.0000,0.113095238095238,0.001810103611875
213,VIDEO_18112022174623_1668773783490_EAR.csv,0,15,3.20000,0.02667,0.53720,0.6876,0.0143,0.0111,1.0000,0.0224,0.0000,0.114285714285714,0.001637195697714
214,VIDEO_18112022174722_1668773842488_EAR.csv,0,12,2.50000,0.01667,0.53828,0.2691,0.0090,0.0117,0.0000,0.0223,0.0000,0.089285714285714,0.000801008301023
215,VIDEO_18112022174821_1668773901481_EAR.csv,0,16,3.12500,0.02778,0.52882,0.7345,0.0147,0.0135,1.0000,0.0223,0.0000,0.111607142857143,0.001639433463616
216,VIDEO_18112022174920_1668773960483_EAR.csv,0,11,2.36364,0.01444,0.53275,0.2001,0.0077,0.0114,0.0000,0.0222,0.0000,0.084415584415585,0.000649605968664
217,VIDEO_18112022175019_1668774019476_EAR.csv,81,20,4.95000,0.05500,0.52425,2.8545,0.0288,0.0150,1.0000,0.0223,1.0000,0.176785714285714,0.005097368687275
218,VIDEO_18112022175118_1668774078446_EAR.csv,44,11,3.81818,0.02333,0.49772,0.4878,0.0116,0.0157,0.0000,0.0222,0.0000,0.136363636363636,0.001583641225489
219,VIDEO_18112022175217_1668774137227_EAR.csv,148,33,6.24242,0.11444,0.43517,10.2593,0.0498,0.0245,1.0000,0.0223,1.0000,0.222943722943723,0.011103127130416
220,VIDEO_18112022175316_1668774196228_EAR.csv,0,34,3.79412,0.07167,0.49304,4.5581,0.0353,0.0314,1.0000,0.0224,1.0000,0.135504201680672,0.00478793765273
221,VIDEO_18112022175415_1668774255242_EAR.csv,0,28,2.75000,0.04278,0.51296,1.6896,0.0219,0.0297,0.0000,0.0224,0.0000,0.098214285714286,0.002155152603932
222,VIDEO_18112022175514_1668774314231_EAR.csv,0,32,3.25000,0.05778,0.47312,2.8429,0.0273,0.0336,0.0000,0.0224,1.0000,0.116071428571429,0.003172898117096
223,VIDEO_18112022175613_1668774373230_EAR.csv,0,38,3.13158,0.06611,0.45618,3.5888,0.0302,0.0287,1.0000,0.0225,1.0000,0.111842105263158,0.003372962108663
224,VIDEO_18112022175712_1668774432226_EAR.csv,0,25,3.24000,0.04500,0.47604,1.7352,0.0214,0.0252,0.0000,0.0225,0.0000,0.115714285714286,0.002478829302976
225,VIDEO_18112022175811_1668774491230_EAR.csv,0,34,2.97059,0.05611,0.48743,2.7624,0.0274,0.0266,1.0000,0.0225,1.0000,0.10609243697479,0.002901666262072
226,VIDEO_18112022175910_1668774550231_EAR.csv,5,33,3.30303,0.06056,0.48469,3.1992,0.0294,0.0271,1.0000,0.0225,1.0000,0.117965367965368,0.003462367433795
227,VIDEO_18112022180009_1668774609222_EAR.csv,0,27,3.07407,0.04611,0.50586,1.9360,0.0233,0.0254,0.0000,0.0225,1.0000,0.10978835978836,0.00256087716207
228,VIDEO_18112022180108_1668774668225_EAR.csv,1,49,4.34694,0.11833,0.47252,11.9099,0.0559,0.0340,1.0000,0.0227,1.0000,0.155247813411079,0.008680651431313
229,VIDEO_18112022180207_1668774727267_EAR.csv,3,34,3.44118,0.06500,0.48185,3.6645,0.0313,0.0350,0.0000,0.0227,1.0000,0.122899159663866,0.003849250411574
230,VIDEO_18112022180306_1668774786227_EAR.csv,0,31,4.16129,0.07167,0.47821,4.4210,0.0343,0.0362,0.0000,0.0227,1.0000,0.148617511520737,0.005093345470483
231,VIDEO_18112022180405_1668774845227_EAR.csv,26,24,2.91667,0.03889,0.51409,1.3995,0.0200,0.0354,0.0000,0.0227,0.0000,0.104166666666667,0.002082536149538
232,VIDEO_18112022180504_1668774904231_EAR.csv,14,26,4.26923,0.06167,0.49996,3.4222,0.0308,0.0291,1.0000,0.0228,1.0000,0.152472527472527,0.004700819207648
233,VIDEO_18112022180603_1668774963224_EAR.csv,0,26,2.61538,0.03778,0.50027,1.2851,0.0189,0.0260,0.0000,0.0228,0.0000,0.093406593406593,0.001765294073216
234,VIDEO_18112022180702_1668775022230_EAR.csv,0,10,2.60000,0.01444,0.53604,0.2013,0.0077,0.0194,0.0000,0.0227,0.0000,0.092857142857143,0.000718975591341
235,VIDEO_18112022180801_1668775081228_EAR.csv,251,36,5.08333,0.10167,0.37893,7.0500,0.0385,0.0240,1.0000,0.0228,1.0000,0.181547619047619,0.006994008497723
,,,,,,,,,,,,,,
,,Xmin,0,0.00000,0.00000,,,,,,,,,
,,Xmax,51,28.00000,0.22389,,,,,,,,,
,,Xmax – Xmin,51,28.00000,0.22389,,,,,,,,,
