,File_name,MissingFrames_per_min,Blink_per_min,blink_duration_per_min,Perclose_per_min,Avg_EAR,,,,
76,VIDEO_23112022111250_1669182170166_EAR.csv,29,20,3.900000,0.043333,0.507159,0.021976890341471,0.013300617933279,0.00802904850225,TRUE
77,VIDEO_23112022111349_1669182229174_EAR.csv,0,6,3.500000,0.011667,0.476702,0.005561527944706,0.011543567579246,0.007997413623307,FALSE
78,VIDEO_23112022111448_1669182288178_EAR.csv,0,4,4.000000,0.008889,0.451421,0.004012630323775,0.01133523389903,0.007946973328376,FALSE
79,VIDEO_23112022111547_1669182347171_EAR.csv,0,2,3.000000,0.003333,0.442160,0.001473865666922,0.008256228569219,0.007866059482608,FALSE
80,VIDEO_23112022111646_1669182406170_EAR.csv,0,7,2.714286,0.010556,0.460294,0.004858662243877,0.00397667154482,0.007828931121636,FALSE
81,VIDEO_23112022111745_1669182465177_EAR.csv,0,0,0.000000,0.000000,0.054935,0,0.002586289558644,0.00773345635186,FALSE
82,VIDEO_23112022111844_1669182524406_EAR.csv,0,3,2.000000,0.003333,0.476512,0.001588372068319,0.00198022499478,0.007659419191817,FALSE
83,VIDEO_23112022111943_1669182583424_EAR.csv,0,2,3.500000,0.003889,0.470487,0.001829669833635,0.002069176036458,0.007590017413744,FALSE
84,VIDEO_23112022112042_1669182642266_EAR.csv,0,5,7.200000,0.020000,0.471516,0.00943032806416,0.003212092491529,0.007611668127278,TRUE
85,VIDEO_23112022112141_1669182701275_EAR.csv,0,14,3.500000,0.027222,0.463401,0.012614811221423,0.006365795296884,0.007669844209768,TRUE
86,VIDEO_23112022112240_1669182760280_EAR.csv,0,4,3.500000,0.007778,0.472291,0.003673375180059,0.006887046074819,0.007623907784139,FALSE
87,VIDEO_23112022112339_1669182819276_EAR.csv,0,1,5.000000,0.002778,0.468647,0.001301798600813,0.006755078266614,0.007552065634329,FALSE
88,VIDEO_23112022112438_1669182878279_EAR.csv,321,15,11.200000,0.093333,0.378799,0.035354583617211,0.013236142154877,0.007864453476833,TRUE
89,VIDEO_23112022112537_1669182937421_EAR.csv,1689,3,2.666667,0.004444,0.023457,0.000104254767992,0.010108503041519,0.007778229046735,FALSE
90,VIDEO_23112022112636_1669182996367_EAR.csv,1231,3,3.000000,0.005000,0.163210,0.0008160501366,0.009394171780654,0.007701721586184,FALSE
91,VIDEO_23112022112735_1669183055369_EAR.csv,1153,3,13.000000,0.021667,0.178870,0.003875510281799,0.010037599700901,0.007660132332875,FALSE
92,VIDEO_23112022112834_1669183114573_EAR.csv,0,7,2.571429,0.010000,0.515229,0.005152287603524,0.002487025697479,0.007633166260517,FALSE
93,VIDEO_23112022112933_1669183173612_EAR.csv,920,19,6.263158,0.066111,0.219076,0.014483386280611,0.006081808575633,0.007706040941582,TRUE
94,VIDEO_23112022113032_1669183232863_EAR.csv,1786,1,18.000000,0.010000,0.002914,2.9142826979928E-05,0.005885081748228,0.007625231487744,FALSE
95,VIDEO_23112022113131_1669183291766_EAR.csv,1265,12,40.166667,0.267778,0.073235,0.019610694472424,0.009818877795885,0.007750080060501,TRUE
96,VIDEO_23112022113230_1669183350778_EAR.csv,1319,13,8.000000,0.057778,0.090382,0.00522208871321,0.009836328073306,0.007724018294034,FALSE
97,VIDEO_23112022113329_1669183409771_EAR.csv,974,17,10.294118,0.097222,0.142853,0.013888531958313,0.009687614492732,0.00778692149469,TRUE
98,VIDEO_23112022113428_1669183468776_EAR.csv,794,8,10.375000,0.046111,0.135255,0.006236778248311,0.011239523348064,0.0077712634821,FALSE
99,VIDEO_23112022113527_1669183527769_EAR.csv,1188,10,25.200000,0.140000,0.083961,0.011754580672824,0.009275494898164,0.007811096654007,TRUE
100,VIDEO_23112022113626_1669183586774_EAR.csv,1062,18,15.222222,0.152222,0.143891,0.021903374166153,0.0134458162614,0.007950624154128,TRUE
101,VIDEO_23112022113725_1669183645770_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0.009973683271822,0.007872676858499,FALSE
102,VIDEO_23112022113824_1669183704769_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0.008414488709744,0.007796243102591,FALSE
103,VIDEO_23112022113923_1669183763770_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0.005475843541538,0.007721279226605,FALSE
104,VIDEO_23112022114022_1669183822773_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0,0.00764774323397,FALSE
105,VIDEO_23112022114121_1669183881815_EAR.csv,1635,0,0.000000,0.000000,0.000000,0,0,0.007575594712895,FALSE
106,VIDEO_23112022114320_1669184000277_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0,0.007504794762307,FALSE
107,VIDEO_23112022114419_1669184059920_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0,0.007435305921916,FALSE
108,VIDEO_23112022114518_1669184118858_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0,0.007367092106118,FALSE
109,VIDEO_23112022114617_1669184177856_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0,0.007300118541517,FALSE
110,VIDEO_23112022114716_1669184236856_EAR.csv,72,0,0.000000,0.000000,0.000000,0,0,0.00723435170781,FALSE
111,VIDEO_23112022114908_1669184348247_EAR.csv,1715,3,5.000000,0.008333,0.017071,0.000142262382726,3.55655956815164E-05,0.007171029481693,FALSE
112,VIDEO_23112022115009_1669184409594_EAR.csv,1140,3,5.333333,0.008889,0.008840,7.85787147002719E-05,5.52102743565844E-05,0.007108264430658,FALSE
113,VIDEO_23112022115108_1669184468368_EAR.csv,1767,1,3.000000,0.001667,0.007964,1.32727492175813E-05,5.85284616609798E-05,0.007046027661522,FALSE
114,VIDEO_23112022115207_1669184527364_EAR.csv,1712,2,10.000000,0.011111,0.017511,0.000194569823544,0.000107170917547,0.006986449767279,FALSE
115,VIDEO_23112022115306_1669184586371_EAR.csv,232,21,4.476190,0.052222,0.360694,0.018836235397477,0.004780664171235,0.007088603091677,TRUE
116,VIDEO_23112022115405_1669184645431_EAR.csv,18,22,5.136364,0.062778,0.458963,0.028812647069061,0.011964181259825,0.007274278681227,TRUE
117,VIDEO_23112022115504_1669184704461_EAR.csv,10,26,6.192308,0.089444,0.512107,0.045805167948404,0.023412155059622,0.007600811641119,TRUE
118,VIDEO_23112022115603_1669184763435_EAR.csv,34,13,6.461538,0.046667,0.461638,0.021543125188034,0.028749293900744,0.007717973939832,TRUE
119,VIDEO_23112022115702_1669184822505_EAR.csv,0,0,0.000000,0.000000,0.470402,0,0.024040235051375,0.007653657490334,FALSE
120,VIDEO_23112022115801_1669184881442_EAR.csv,0,6,4.833333,0.016111,0.495094,0.007976520322316,0.018831203364689,0.007656325778201,TRUE
121,VIDEO_23112022115900_1669184940780_EAR.csv,0,13,3.076923,0.022222,0.480684,0.010681877437999,0.010050380737087,0.00768112538197,TRUE
122,VIDEO_23112022115959_1669184999961_EAR.csv,0,3,3.666667,0.006111,0.493494,0.003015796456942,0.005418548554314,0.007643195878515,FALSE
123,VIDEO_23112022120059_1669185059202_EAR.csv,0,11,3.454545,0.021111,0.494608,0.010441731580294,0.008028981449388,0.007665764714819,TRUE
124,VIDEO_23112022120158_1669185118312_EAR.csv,0,7,2.714286,0.010556,0.468579,0.004946116881503,0.007271380589185,0.007644007532153,FALSE
125,VIDEO_23112022120257_1669185177331_EAR.csv,0,10,3.500000,0.019444,0.461858,0.008980563285241,0.006846052050995,0.007654615117495,TRUE
126,VIDEO_23112022120356_1669185236376_EAR.csv,0,4,3.750000,0.008333,0.472717,0.00393930571752,0.00707692936614,0.007625360712771,FALSE
127,VIDEO_23112022120455_1669185295605_EAR.csv,0,7,3.285714,0.012778,0.463612,0.005923933255946,0.005947479785053,0.007612068310764,FALSE
128,VIDEO_23112022120554_1669185354815_EAR.csv,0,5,4.000000,0.011111,0.457012,0.005077909548572,0.00598042795182,0.007592423669197,FALSE
129,VIDEO_23112022120653_1669185413914_EAR.csv,0,0,0.000000,0.000000,0.459880,0,0.003735287130509,0.007534020410203,FALSE
130,VIDEO_23112022120752_1669185472975_EAR.csv,0,2,7.000000,0.007778,0.461373,0.003588454125533,0.003647574232513,0.007503901583602,FALSE
131,VIDEO_23112022120852_1669185532130_EAR.csv,0,2,7.500000,0.008333,0.458469,0.003820571884196,0.003121733889575,0.007475997570728,FALSE
132,VIDEO_23112022120951_1669185591439_EAR.csv,0,7,3.285714,0.012778,0.475103,0.006070759213161,0.003369946305722,0.007465431868791,FALSE
133,VIDEO_23112022121050_1669185650414_EAR.csv,0,4,4.750000,0.010556,0.471169,0.004973448690562,0.004613308478363,0.007446834979402,FALSE
134,VIDEO_23112022121149_1669185709454_EAR.csv,0,1,3.000000,0.001667,0.483323,0.000805537605817,0.003917579348434,0.007397640184042,FALSE
135,VIDEO_23112022121248_1669185768665_EAR.csv,9,10,4.400000,0.024444,0.471675,0.011529828702501,0.005844893553011,0.007428023923148,TRUE
136,VIDEO_23112022121347_1669185827555_EAR.csv,0,0,0.000000,0.000000,0.472559,0,0.00432720374972,0.007373804770424,FALSE
137,VIDEO_23112022121446_1669185886763_EAR.csv,0,8,3.500000,0.015556,0.471306,0.007331422586309,0.004916697223657,0.007373497653148,FALSE
138,VIDEO_23112022121545_1669185945835_EAR.csv,0,9,2.777778,0.013889,0.469195,0.006516602554394,0.006344463460801,0.007367332940208,FALSE
139,VIDEO_23112022121644_1669186004996_EAR.csv,0,9,3.333333,0.016667,0.469863,0.007831057558758,0.005419770674865,0.007370645258911,TRUE
140,VIDEO_23112022121744_1669186064166_EAR.csv,0,4,2.500000,0.005556,0.467678,0.002598211844963,0.006069323636106,0.007336798213422,FALSE
141,VIDEO_23112022121843_1669186123162_EAR.csv,0,2,5.500000,0.006111,0.473724,0.002894982204351,0.004960213540616,0.007305517818992,FALSE
142,VIDEO_23112022121942_1669186182150_EAR.csv,0,2,5.000000,0.005556,0.472552,0.002625287840379,0.003987384862113,0.007272788938023,FALSE
143,VIDEO_23112022122041_1669186241264_EAR.csv,0,3,2.000000,0.003333,0.495341,0.001651137525102,0.002442404853699,0.0072337496921,FALSE
144,VIDEO_23112022122140_1669186300803_EAR.csv,0,3,4.000000,0.006667,0.482283,0.003215220144654,0.002596656928621,0.007206035695221,FALSE
145,VIDEO_23112022122240_1669186360089_EAR.csv,0,4,4.250000,0.009444,0.486016,0.004590146817212,0.003020448081837,0.007188118648111,FALSE
146,VIDEO_23112022122339_1669186419128_EAR.csv,0,4,6.250000,0.013889,0.472295,0.006559653723576,0.004004039552636,0.007183843376516,FALSE
147,VIDEO_23112022122438_1669186478229_EAR.csv,0,0,0.000000,0.000000,0.477698,0,0.003591255171361,0.007135303894242,FALSE
148,VIDEO_23112022122537_1669186537342_EAR.csv,0,3,3.666667,0.006111,0.475492,0.002905787426857,0.003513896991911,0.007106917877683,FALSE
149,VIDEO_23112022122636_1669186596541_EAR.csv,0,1,7.000000,0.003889,0.484298,0.001883379789404,0.002837205234959,0.007072094290427,FALSE
150,VIDEO_23112022122735_1669186655803_EAR.csv,0,2,3.500000,0.003889,0.491163,0.001910079627658,0.00167481171098,0.007037908762859,FALSE
151,VIDEO_23112022122834_1669186714619_EAR.csv,0,1,4.000000,0.002222,0.472496,0.001049991126289,0.001937309492552,0.006998514567882,FALSE
152,VIDEO_23112022122933_1669186773610_EAR.csv,474,12,11.000000,0.073333,0.328159,0.024065019800228,0.007227117585895,0.007110060353714,TRUE
153,VIDEO_23112022123032_1669186832601_EAR.csv,370,23,5.434783,0.069444,0.356100,0.024729151873252,0.012938560606857,0.007224470038906,TRUE
154,VIDEO_23112022123131_1669186891605_EAR.csv,1112,24,16.166667,0.215556,0.148670,0.032046700454243,0.020472715813503,0.007384613460941,TRUE
155,VIDEO_23112022123230_1669186950718_EAR.csv,0,16,7.062500,0.062778,0.475652,0.029860374929292,0.027675311764254,0.007528688854968,TRUE
156,VIDEO_23112022123329_1669187009613_EAR.csv,0,1,4.000000,0.002222,0.480754,0.001068342842596,0.021926142524846,0.007487540154253,FALSE
157,VIDEO_23112022123428_1669187068611_EAR.csv,0,1,3.000000,0.001667,0.482161,0.000803602321312,0.015944755136861,0.007445236750247,FALSE
158,VIDEO_23112022123527_1669187127631_EAR.csv,0,6,3.000000,0.010000,0.484420,0.004844200112939,0.009144130051535,0.007428878029257,FALSE
159,VIDEO_23112022123626_1669187186772_EAR.csv,0,0,0.000000,0.000000,0.482038,0,0.001679036319212,0.007382447541574,FALSE
160,VIDEO_23112022123725_1669187245621_EAR.csv,0,1,3.000000,0.001667,0.479048,0.000798414147883,0.001611554145534,0.007341552924222,FALSE
161,VIDEO_23112022123824_1669187304606_EAR.csv,0,6,4.333333,0.014444,0.493544,0.0071289632351,0.00319289437398,0.007340240642191,FALSE
162,VIDEO_23112022123922_1669187362827_EAR.csv,0,2,4.500000,0.005000,0.485812,0.002429060476083,0.002589109464766,0.007310110702521,FALSE
163,VIDEO_23112022124021_1669187421799_EAR.csv,0,3,2.666667,0.004444,0.489360,0.00217493441784,0.003132843069226,0.007278798652005,FALSE
164,VIDEO_23112022124120_1669187480836_EAR.csv,0,2,3.000000,0.003333,0.490861,0.001636202584151,0.003342290178294,0.007244601100079,FALSE
165,VIDEO_23112022124219_1669187539865_EAR.csv,0,4,3.250000,0.007222,0.470521,0.0033982094159,0.002409601723494,0.007221430065837,FALSE
166,VIDEO_23112022124318_1669187598855_EAR.csv,0,3,3.000000,0.005000,0.490864,0.002454321679944,0.002415917024459,0.00719288450664,FALSE
167,VIDEO_23112022124418_1669187658146_EAR.csv,0,4,3.750000,0.008333,0.484008,0.00403340282912,0.002880534127279,0.007174078068083,FALSE
168,VIDEO_23112022124517_1669187717027_EAR.csv,0,4,2.250000,0.005000,0.484185,0.00242092595609,0.003076714970264,0.007145952907657,FALSE
169,VIDEO_23112022124616_1669187776015_EAR.csv,0,6,2.500000,0.008333,0.477096,0.003975802290556,0.003221113188928,0.00712730496285,FALSE
170,VIDEO_23112022124715_1669187835197_EAR.csv,387,36,8.500000,0.170000,0.331745,0.056396652473009,0.016706695887194,0.007415429802091,TRUE
171,VIDEO_23112022124814_1669187894014_EAR.csv,539,32,8.468750,0.150556,0.268077,0.040360415794222,0.02578844912847,0.007606970418325,TRUE
172,VIDEO_23112022124913_1669187953006_EAR.csv,841,37,7.567568,0.155556,0.179256,0.027884317762106,0.032154297079974,0.007724180518578,TRUE
173,VIDEO_23112022125012_1669188012038_EAR.csv,430,34,5.088235,0.096111,0.312593,0.030043652823011,0.038671259713087,0.007852453347913,TRUE
174,VIDEO_23112022125111_1669188071007_EAR.csv,39,13,13.076923,0.094444,0.507684,0.047947936517654,0.036559080724248,0.008081570394598,TRUE
175,VIDEO_23112022125210_1669188130019_EAR.csv,1530,6,3.666667,0.012222,0.045425,0.000555191471294,0.026607774643516,0.008038806877988,FALSE
176,VIDEO_23112022125309_1669188189005_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0.01963669520299,0.007993389889977,FALSE
177,VIDEO_23112022125408_1669188248004_EAR.csv,1800,0,0.000000,0.000000,0.000000,0,0.012125781997237,0.007948483205202,FALSE
178,VIDEO_23112022125507_1669188307008_EAR.csv,1743,3,3.666667,0.006111,0.014484,8.85153544316985E-05,0.000160926706432,0.007904572770281,FALSE
179,VIDEO_23112022125606_1669188366005_EAR.csv,1597,8,9.375000,0.041667,0.032202,0.001341763175342,0.000357569632444,0.007868112716976,FALSE
180,VIDEO_23112022125705_1669188425012_EAR.csv,674,32,7.375000,0.131111,0.262243,0.034382980204075,0.008953314683462,0.008014603697568,TRUE
181,VIDEO_23112022125804_1669188484011_EAR.csv,1089,15,11.933333,0.099444,0.157765,0.015688804777731,0.012875515877895,0.008056769637568,TRUE
182,VIDEO_23112022125903_1669188543020_EAR.csv,57,13,3.230769,0.023333,0.492087,0.011482022714249,0.015723892717849,0.008075486867496,TRUE
183,VIDEO_23112022130002_1669188602008_EAR.csv,1013,21,4.142857,0.048333,0.152108,0.007351888769011,0.017226424116267,0.008071554269134,FALSE
