1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0
33,0.3550392915994478,0.4328537185260805,0.3939465050627642,[0.25737417 0.46546334],[0.26833037 0.46306044],[0.2775985  0.46586692],[0.28344953 0.47055537],[0.27390778 0.47454643],[0.26460412 0.47172701]
34,0.1785400031727073,0.2887148060907738,0.23362740463174056,[0.25781325 0.47152382],[0.26652959 0.47244784],[0.27593285 0.47346827],[0.28286326 0.47209531],[0.27344343 0.47770265],[0.26431438 0.47582069]
35,0.13527282306218538,0.19961215425271572,0.16744248865745054,[0.2532801  0.47450322],[0.26071912 0.47528991],[0.26869786 0.47650543],[0.27518511 0.47556886],[0.26675883 0.47894233],[0.25893819 0.47747523]
36,0.1052438883196495,0.19544873304539628,0.15034631068252288,[0.24998415 0.47323403],[0.25692424 0.47609901],[0.26482856 0.47693843],[0.27104688 0.47469202],[0.2627354  0.47859463],[0.25527349 0.47675118]
37,0.16832566119682366,0.192600844139357,0.18046325266809032,[0.24688719 0.46815881],[0.25364691 0.4693633 ],[0.26096308 0.47033289],[0.26668864 0.46915102],[0.25885081 0.47345611],[0.25187761 0.47166622]
