FN,EAR_L,EAR_R,EAR,p1,p2,p3,p4,p5,p6
348,0.37681845593861263,0.49478516291039953,0.4358018094245061,[0.47291142 0.44642746],[0.49528348 0.42660624],[0.52005029 0.42824191],[0.54122317 0.43988305],[0.51888889 0.45271701],[0.49476296 0.45381659]
349,0.38818319110219984,0.5134852661239158,0.4508342286130578,[0.46990776 0.44572586],[0.48988372 0.424851  ],[0.51441664 0.42596266],[0.53632224 0.43803772],[0.51350605 0.45040882],[0.49017328 0.45229265]
350,0.3868323826585392,0.5097770312153274,0.44830470693693325,[0.46547896 0.44338545],[0.48557484 0.42397994],[0.50923437 0.4261753 ],[0.53026301 0.43777722],[0.50709003 0.44984293],[0.48455831 0.45050448]
351,0.39740635260102725,0.5433283049983649,0.4703673287996961,[0.4620724  0.44704601],[0.48150331 0.42581367],[0.50533384 0.4269051 ],[0.52698374 0.43961543],[0.50358039 0.45149624],[0.48103002 0.45308527]
352,0.3762514849327726,0.5099359125293232,0.4430936987310479,[0.45892593 0.44524807],[0.47775522 0.42509142],[0.50111711 0.42683974],[0.52313018 0.43979904],[0.49935663 0.44957021],[0.47729245 0.45077628]
353,0.397554401034532,0.5245193257711812,0.4610368634028566,[0.45539206 0.44630346],[0.47220293 0.42513859],[0.49490881 0.4262535 ],[0.51707494 0.43910524],[0.49364612 0.4494752 ],[0.47254524 0.45125777]
354,0.40246616533550983,0.5276863891240441,0.46507627722977696,[0.44951636 0.44809443],[0.46600193 0.4257471 ],[0.48886728 0.426689  ],[0.51147246 0.44106999],[0.48790389 0.45022586],[0.4668729  0.45236626]
355,0.41420708507250287,0.5230266925251391,0.468616888798821,[0.44559556 0.44619477],[0.46275833 0.42475387],[0.48564911 0.4264428 ],[0.50781906 0.44018108],[0.48450145 0.45077622],[0.46321729 0.45217657]
356,0.38858262573089997,0.5189608076544314,0.4537717166926657,[0.44031113 0.44519612],[0.45790154 0.42497617],[0.48035839 0.42697459],[0.50208348 0.44065648],[0.47871777 0.44948989],[0.45781034 0.4505378 ]
357,0.3719624609704046,0.5415080848298265,0.4567352729001155,[0.43494087 0.44401971],[0.4519155  0.42467451],[0.47334155 0.42572984],[0.49466366 0.437949  ],[0.47196311 0.44664952],[0.45196104 0.44836763]
358,0.3766524686576466,0.5550039794537993,0.465828224055723,[0.43167317 0.44545621],[0.44829836 0.42509106],[0.46930757 0.42616561],[0.49077579 0.43983781],[0.46769404 0.44703269],[0.44798496 0.44888264]
359,0.37353472428092793,0.6236616795704094,0.49859820192566867,[0.42813963 0.44640383],[0.44393778 0.42534304],[0.4646017  0.42602623],[0.48622781 0.43977255],[0.46298251 0.44636273],[0.44374031 0.4486191 ]
360,0.39480140640781336,0.6138507935033374,0.5043260999555754,[0.42450213 0.44946355],[0.4400242  0.42645866],[0.46049044 0.42667562],[0.48215115 0.44071564],[0.45915356 0.44807267],[0.44006103 0.45106077]
361,0.41689847320635887,0.7207105187498198,0.5688044959780894,[0.41951078 0.45045501],[0.43408099 0.42642903],[0.45460185 0.42584941],[0.47639433 0.44013733],[0.45348728 0.4484233 ],[0.43457937 0.45202601]
362,0.40612759478137667,0.708132259137173,0.5571299269592749,[0.41361734 0.44788876],[0.42932957 0.42611644],[0.44938654 0.42697883],[0.47008279 0.43963295],[0.44778672 0.44832638],[0.42905149 0.45105946]
363,0.3943633983233944,0.7146793946294403,0.5545213964764173,[0.41207996 0.4508357 ],[0.42623067 0.42667884],[0.44714922 0.42572436],[0.46918768 0.44003564],[0.44656563 0.44707304],[0.42758244 0.45112562]
364,0.396234256092544,0.6456694533519258,0.5209518547222349,[0.40685049 0.45021996],[0.42161807 0.42762047],[0.44159365 0.42757455],[0.46208829 0.44087547],[0.43993127 0.44808748],[0.42175132 0.45143607]
365,0.4444341828711159,0.717536393209811,0.5809852880404635,[0.4050377  0.44984603],[0.41854611 0.42533159],[0.43798816 0.42539042],[0.45769224 0.4394508 ],[0.43645161 0.44738385],[0.4190343  0.45098624]
366,0.47278447974360693,0.8401071550416362,0.6564458173926215,[0.4008905  0.45050341],[0.41403532 0.42576754],[0.43338442 0.42597073],[0.45282185 0.43927982],[0.43192869 0.44912869],[0.41470647 0.45279396]
367,0.47676079688843453,0.783724758028984,0.6302427774587093,[0.39735413 0.45195392],[0.40947273 0.42515433],[0.43015271 0.42437008],[0.45126846 0.43961719],[0.42931509 0.4490782 ],[0.41135597 0.45310581]
368,0.4796162146053995,0.8295227738047551,0.6545694942050773,[0.39248562 0.45234218],[0.40578505 0.42611229],[0.42573151 0.42575884],[0.44506174 0.43877894],[0.42458245 0.44979766],[0.40710136 0.45409894]
369,0.478913029150353,0.9972542159892029,0.738083622569778,[0.39138958 0.45590466],[0.40281495 0.4272958 ],[0.42310762 0.42580041],[0.44355217 0.44028309],[0.42269471 0.45000875],[0.40544251 0.45511523]
370,0.45093475138101274,0.9872158831797374,0.7190753172803751,[0.38872552 0.45240569],[0.40355533 0.42827311],[0.42323068 0.42777711],[0.44101813 0.43863237],[0.42187306 0.45028844],[0.40398768 0.45448688]
371,0.4752971836613911,1.1559628308685215,0.8156300072649563,[0.38508862 0.45608515],[0.39700916 0.4276202 ],[0.41698685 0.42629418],[0.43710095 0.44014472],[0.41645336 0.45029944],[0.39915106 0.45523858]
372,0.47586159361222985,1.2010811576070721,0.838471375609651,[0.38395014 0.45572221],[0.39560422 0.42880887],[0.41539341 0.42792332],[0.43607223 0.44234458],[0.41476595 0.45176518],[0.3973195  0.45611855]
373,0.4660693850261143,1.0402365095111537,0.753152947268634,[0.3795006  0.45753625],[0.39042938 0.42987663],[0.41047251 0.42777479],[0.43124002 0.44046783],[0.41084242 0.45146179],[0.39355761 0.45679042]
374,0.4197750595375586,1.154742092665345,0.7872585761014519,[0.37359855 0.45547125],[0.38602981 0.43209794],[0.40613106 0.4308475 ],[0.42655927 0.4426361 ],[0.40597498 0.45229429],[0.38809085 0.45631334]
375,0.42907045177641656,1.350962971651818,0.8900167117141172,[0.37199724 0.45718771],[0.38537443 0.43241245],[0.40493268 0.43077248],[0.42380163 0.44134361],[0.40463609 0.45231104],[0.38718098 0.45729455]
376,0.45749337402593016,1.1533516533330832,0.8054225136795067,[0.36989325 0.45796555],[0.38366556 0.43318796],[0.40310052 0.43195033],[0.42172807 0.44201624],[0.40271485 0.45499542],[0.38519385 0.45971823]
377,0.4407698533723404,1.0573270084315314,0.7490484309019358,[0.36434653 0.45827463],[0.37761003 0.43459442],[0.39672869 0.43308693],[0.41520515 0.44185796],[0.39672869 0.45491323],[0.37950829 0.4598085 ]
378,0.4621575753297409,1.1684994510195372,0.8153285131746391,[0.35992789 0.45759478],[0.37373164 0.43322143],[0.39277077 0.43270022],[0.41145173 0.4428212 ],[0.39249349 0.45533413],[0.37518954 0.46008962]
379,0.4649635711247394,1.0430917119071021,0.7540276415159208,[0.3608453  0.46199495],[0.37158442 0.43590891],[0.39004412 0.43412182],[0.40996397 0.44542816],[0.39080229 0.45611873],[0.37435746 0.46195662]
380,0.421935923134941,0.7470502476010278,0.5844930853679844,[0.35172385 0.45776346],[0.366337   0.43475553],[0.38729966 0.43386722],[0.40676716 0.44446331],[0.38754725 0.45601869],[0.36863658 0.46028557]
381,0.4041377298573256,0.8343533418579967,0.6192455358576612,[0.34947771 0.45659119],[0.36493379 0.43420124],[0.38565668 0.43359104],[0.40428835 0.44350868],[0.38479367 0.45490992],[0.36607167 0.45838472]
382,0.4371236228081696,0.7085370928715907,0.5728303578398801,[0.34593621 0.46193755],[0.35911512 0.43675423],[0.37933788 0.43511838],[0.39918277 0.44597027],[0.38007313 0.45764163],[0.36186182 0.46267247]
383,0.45338180322540234,0.804437969013303,0.6289098861193527,[0.34361976 0.45656484],[0.35942662 0.4355408 ],[0.37855804 0.43596894],[0.39580715 0.44508356],[0.37741417 0.45846388],[0.35964257 0.46146917]
384,0.43069717085103987,0.6168200366988692,0.5237586037749545,[0.34112418 0.45473385],[0.35743761 0.43523228],[0.37674496 0.43522188],[0.39406127 0.44371846],[0.37534538 0.45722282],[0.35737664 0.45976326]
385,0.4445820186520257,0.5253879794003283,0.484984999026177,[0.34132451 0.45684347],[0.35650718 0.43667924],[0.37574676 0.43667307],[0.39320704 0.44576722],[0.3742353  0.45899501],[0.35643348 0.46147773]
386,0.4375082199331772,0.5331145170958934,0.48531136851453527,[0.33778775 0.46021122],[0.35319731 0.43886167],[0.37269434 0.43811098],[0.39004886 0.44702572],[0.3720471  0.46038771],[0.35399494 0.46372509]
387,0.44499733005104114,0.42827640443472875,0.436636867242885,[0.33424088 0.46214837],[0.34916118 0.44151306],[0.36782539 0.4406192 ],[0.38493073 0.44934258],[0.36710194 0.46269217],[0.34960189 0.46595532]
388,0.4654828866293881,0.45594740038101245,0.46071514350520026,[0.33073059 0.46345511],[0.34581465 0.44361505],[0.36461252 0.4429419 ],[0.38122809 0.45045972],[0.36407703 0.46614397],[0.34657189 0.46893871]
389,0.46164401806073485,0.30038357559646883,0.3810137968286018,[0.32925835 0.46544212],[0.34291863 0.4434512 ],[0.36155945 0.44214714],[0.3788397  0.45129251],[0.36143598 0.46485567],[0.34434018 0.46830723]
390,0.48428135594085964,0.5599735800009823,0.5221274679709209,[0.32590246 0.46959955],[0.33738607 0.44441351],[0.35636139 0.44202849],[0.37453994 0.45167449],[0.3569093  0.46610475],[0.33994034 0.47041172]
391,0.46313668528962887,0.38536997624963126,0.42425333076963007,[0.32134172 0.47178799],[0.33161536 0.44916379],[0.34980011 0.4471103 ],[0.36843917 0.45691523],[0.3508397 0.4688741],[0.33466709 0.47292864]
392,0.44549299245833185,0.680430308192573,0.5629616503254524,[0.32323578 0.47512209],[0.33409423 0.45105246],[0.35246602 0.44710082],[0.37003613 0.45439559],[0.35402453 0.46883976],[0.33760902 0.4746016 ]
393,0.48342591211759317,0.22285275936247106,0.3531393357400321,[0.31945932 0.47526571],[0.33019754 0.45046622],[0.34852239 0.44759622],[0.36630806 0.45683202],[0.3491798  0.47093537],[0.33288643 0.4756507 ]
394,0.44401685296824067,0.7996801346429713,0.6218484938056059,[0.32037112 0.47697857],[0.33219683 0.45399296],[0.34982717 0.45011342],[0.36616474 0.4554117 ],[0.35141939 0.47141942],[0.33535272 0.47736597]
395,0.44435955079136646,0.4984764090626491,0.4714179799270078,[0.31816468 0.47434849],[0.33003935 0.45361161],[0.34751779 0.45105779],[0.36391196 0.45713824],[0.34768292 0.47190738],[0.33184096 0.47612774]
396,0.3825792376301328,0.8742371815278638,0.6284082095789982,[0.3187449  0.47522482],[0.33201268 0.45600682],[0.34941313 0.45202878],[0.36493629 0.45504996],[0.35130844 0.47006875],[0.33504787 0.47620869]
397,0.43351662641341926,0.4431825776948232,0.4383496020541212,[0.31445765 0.47460619],[0.32979301 0.45372102],[0.34843805 0.45208624],[0.36499935 0.45909852],[0.34742296 0.47432008],[0.32979694 0.47730172]
398,0.4468310581809719,0.2629969344849181,0.354913996332945,[0.31383044 0.47421592],[0.32703012 0.45295826],[0.34525645 0.45094165],[0.36158636 0.45816603],[0.34412694 0.47284371],[0.32752392 0.47604525]
399,0.39424901123670375,0.8682036583174959,0.6312263347770999,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
400,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
401,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
402,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
403,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
404,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
405,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
406,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
407,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
408,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
409,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
410,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
411,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
412,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
413,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
414,0,0,0,[0.3162927  0.47830924],[0.32847899 0.45573092],[0.34657016 0.45046017],[0.36311537 0.45465904],[0.34849495 0.47018456],[0.33183768 0.47701132]
415,0.2628467148984535,0.18646702096903553,0.2246568679337445,[0.31639597 0.46763316],[0.3315421  0.46195364],[0.34828186 0.46276078],[0.36466315 0.46480137],[0.34482205 0.47484201],[0.32857504 0.47445691]
416,0.44717242351798037,0.3734669806349153,0.41031970207644786,[0.31679374 0.47585633],[0.32886541 0.45711872],[0.34575063 0.45593286],[0.3613908  0.46217689],[0.34369501 0.47601247],[0.32869437 0.47865278]
417,0.4330135945140099,0.7470559490461506,0.5900347717800802,[0.31801903 0.48019859],[0.32976791 0.45770782],[0.34748137 0.45423362],[0.36423144 0.46036041],[0.34826154 0.47492659],[0.33229771 0.48041263]
418,0.4249991352139584,0.7492440286841309,0.5871215819490446,[0.31852272 0.48093641],[0.33048734 0.45790964],[0.34862098 0.45368212],[0.36540362 0.45938924],[0.35022914 0.47449732],[0.33382964 0.48064417]
419,0.42584046800473624,0.8382317985675997,0.6320361332861679,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
420,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
421,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
422,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
423,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
424,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
425,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
426,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
427,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
428,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
429,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
430,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
431,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
432,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
433,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
434,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
435,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
436,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
437,0,0,0,[0.31786856 0.47985101],[0.3302891  0.45701584],[0.34808546 0.45329213],[0.36445296 0.45869005],[0.35001144 0.473616  ],[0.33378607 0.47991195]
438,0.42214491953206107,0.2595619092825461,0.34085341440730355,[0.32872882 0.46339774],[0.34481582 0.44821411],[0.36252162 0.44968659],[0.37904772 0.4579615 ],[0.35933468 0.46990117],[0.34241882 0.4703514 ]
439,0.450578407410389,1.0777301141535751,0.764154260781982,[0.33426496 0.46839663],[0.34730732 0.45005596],[0.36483803 0.44932491],[0.38059148 0.45538533],[0.36284643 0.47001299],[0.34744164 0.47263461]
440,0.4871094547538031,0.784625215680866,0.6358673352173345,[0.33658582 0.47573307],[0.34901974 0.44985911],[0.36859486 0.4466649 ],[0.38712135 0.45561045],[0.36905891 0.47205496],[0.35176012 0.47732055]
441,0.4791898912138142,0.9896469271359445,0.7344184091748793,[0.33911881 0.47233516],[0.35276514 0.45024857],[0.37170237 0.44859907],[0.38909543 0.45583272],[0.3716636  0.47260851],[0.35450828 0.47662178]
442,0.4761358102049834,1.1308065259797324,0.8034711680923579,[0.34278271 0.47065344],[0.35603619 0.44917813],[0.37436676 0.44813633],[0.39177725 0.4558509 ],[0.37361625 0.47112226],[0.35715675 0.47489455]
443,0.4583161692966253,1.264992623167715,0.8616543962321702,[0.34593076 0.47063315],[0.3597222  0.44754621],[0.37933698 0.44622666],[0.39804688 0.45447201],[0.37851468 0.46999812],[0.36113256 0.47373807]
444,0.500998652741744,1.2468991411668946,0.8739488969543193,[0.35248029 0.47555491],[0.36162683 0.44797668],[0.38128108 0.44459388],[0.40220165 0.45553342],[0.38138095 0.4704535 ],[0.3649106 0.4756307]
445,0.4087871415776197,1.1496978696247744,0.779242505601197,[0.35313189 0.46929258],[0.3649238  0.44419581],[0.38550171 0.4413541 ],[0.40658325 0.45153406],[0.38466078 0.46347174],[0.36680877 0.46803698]
446,0.44215075154845024,1.332296348551867,0.8872235500501586,[0.35749218 0.47368643],[0.36857361 0.44606885],[0.38882172 0.44272026],[0.41007414 0.45469806],[0.38919812 0.46615189],[0.37169588 0.47188336]
447,0.4216749356624468,1.6278965734691226,1.0247857545657848,[0.36574584 0.46524182],[0.37710151 0.44042382],[0.396862   0.43880272],[0.41665    0.44952101],[0.39583033 0.45978165],[0.37909064 0.46426737]
448,0.4613070798167283,1.3676774682013162,0.9144922740090222,[0.3738386  0.46502674],[0.38624626 0.43881205],[0.4069193  0.43694708],[0.42627174 0.44825789],[0.40641803 0.46093893],[0.38872823 0.46548903]
449,0.4640955296815151,1.1204613368098537,0.7922784332456844,[0.38436598 0.46608776],[0.39729741 0.43939039],[0.41845879 0.43881583],[0.43846926 0.45179427],[0.41670975 0.46330798],[0.39858586 0.46674669]
450,0.4669322429495953,0.8661531324648812,0.6665426877072382,[0.39492571 0.4649874 ],[0.40856525 0.44107643],[0.42871767 0.44142571],[0.44869965 0.4546949 ],[0.42737806 0.46527487],[0.40925211 0.46831018]
451,0.4474692801425781,0.8673755785562401,0.6574224293494091,[0.40521732 0.45934591],[0.4200899  0.43778965],[0.44031128 0.43937573],[0.45985007 0.45158392],[0.43848956 0.46236917],[0.4201276  0.46410808]
452,0.4759855993686779,0.6943267473350153,0.5851561733518467,[0.41014051 0.46040285],[0.42518681 0.43815321],[0.44484478 0.43953902],[0.4643648  0.45250183],[0.44298652 0.46386895],[0.42437109 0.46590549]
453,0.4682235592235503,0.5775525157783988,0.5228880375009746,[0.41888243 0.4609842 ],[0.43427235 0.43620974],[0.45624417 0.43619144],[0.47795758 0.45121485],[0.45509177 0.46277949],[0.43480864 0.46566394]
454,0.4495872320940378,0.5107068233374884,0.4801470277157631,[0.4260329 0.45905  ],[0.44189054 0.435886  ],[0.46380126 0.43679592],[0.48556036 0.45051098],[0.46271533 0.46214688],[0.44223714 0.46458316]
455,0.4397946818660996,0.513320087309401,0.4765573845877503,[0.43733829 0.4563362 ],[0.4537214  0.43274802],[0.476354   0.43378666],[0.49818733 0.44768256],[0.47475868 0.45914149],[0.4538911  0.46140325]
456,0.4077145730748428,0.4674467480681985,0.4375806605715207,[0.44520202 0.45382711],[0.46526    0.43126693],[0.48922238 0.43228325],[0.51022714 0.44490129],[0.48761925 0.4575209 ],[0.46498108 0.45949763]
457,0.38589873771214905,0.4950699866457515,0.44048436217895026,[0.45630205 0.45358235],[0.47678635 0.43150029],[0.50102639 0.4320513 ],[0.52197748 0.44426426],[0.49989828 0.45629674],[0.47678399 0.45842439]
458,0.38088296156661144,0.5701813239826502,0.47553214277463085,[0.46699244 0.45055011],[0.48867235 0.42876083],[0.51359129 0.42987874],[0.5344348 0.4421654],[0.51244479 0.45429403],[0.48858872 0.45608932]
459,0.38349648760693367,0.520146894876336,0.45182169124163485,[0.47981912 0.45200834],[0.50179094 0.42925012],[0.52726853 0.43001294],[0.5482685  0.44320679],[0.52606279 0.45513925],[0.50176066 0.45702732]
460,0.39703946377782284,0.4974293928699829,0.44723442832390287,[0.49103352 0.45135444],[0.51342207 0.42865381],[0.53920323 0.42934433],[0.56011486 0.44224131],[0.53816515 0.45572388],[0.51334971 0.45758504]
461,0.3884929179510539,0.5014837091720631,0.4449883135615585,[0.49969137 0.44836164],[0.52299041 0.42686519],[0.5484128  0.42861074],[0.56844866 0.44092155],[0.54698527 0.45397925],[0.52229571 0.45518333]
462,0.3627206933595938,0.43203810696607536,0.3973794001628346,[0.50870258 0.45040393],[0.53534168 0.42933869],[0.56143892 0.43143326],[0.58092284 0.44405454],[0.55846447 0.45633104],[0.53275549 0.45673573]
463,0.3504709917817506,0.41700270680621104,0.38373684929398083,[0.51766932 0.4495998 ],[0.54710257 0.4296065 ],[0.57449758 0.43186361],[0.59430933 0.44440773],[0.57070178 0.4577494 ],[0.54328257 0.45702237]
464,0.3577042232728672,0.4387231365238817,0.3982136798983744,[0.52802896 0.45117226],[0.55758464 0.43057746],[0.58523035 0.43265098],[0.604554  0.4453848],[0.58174175 0.45905942],[0.55414432 0.45863244]
465,0.35349904849994107,0.41644712511283194,0.38497308680638653,[0.53700161 0.45186096],[0.56723189 0.43063682],[0.59544104 0.43302134],[0.61460727 0.4462086 ],[0.59200037 0.459227  ],[0.5639106  0.45902503]
466,0.3494786916902483,0.39873077859542333,0.3741047351428358,[0.54755884 0.45094961],[0.57731259 0.43127111],[0.6050027  0.43407553],[0.62386578 0.44686541],[0.60269845 0.45931894],[0.57484925 0.45922607]
467,0.35780627860092845,0.3990260373965195,0.37841615799872397,[0.55886078 0.45270517],[0.58774614 0.43134487],[0.61549515 0.4332796 ],[0.63394076 0.44547033],[0.6128124  0.45877755],[0.58514905 0.45956397]
468,0.34748900516765246,0.3744329370520205,0.3609609711098365,[0.56775051 0.4519164 ],[0.59718984 0.43181533],[0.62486547 0.43373603],[0.64305216 0.44509628],[0.62191796 0.4584659 ],[0.59414852 0.45928979]
469,0.3071798418039636,0.3758660148922002,0.3415229283480819,[0.57725561 0.45230085],[0.60803998 0.43579853],[0.63555723 0.43821436],[0.65378726 0.44904864],[0.63238633 0.46046036],[0.60432494 0.46010581]
470,0.3223883651156744,0.35101830885459756,0.336703336985136,[0.58689612 0.4523769 ],[0.61776191 0.43512288],[0.64549637 0.43738562],[0.66299629 0.44856697],[0.64245129 0.46073112],[0.61448264 0.46049768]
471,0.3287581860626136,0.347310422179117,0.3380343041208653,[0.5942027  0.45220548],[0.62542361 0.4346022 ],[0.65324926 0.43740678],[0.67046297 0.44901681],[0.64982665 0.4610818 ],[0.62159759 0.46058708]
472,0.3329897476718908,0.3298412588130367,0.33141550324246377,[0.60321289 0.45366666],[0.63320512 0.43535495],[0.66044903 0.43769953],[0.67699772 0.44901299],[0.65747094 0.46078101],[0.63003248 0.46112439]
473,0.3458449841291972,0.32221209096453196,0.33402853754686457,[0.61341631 0.45504606],[0.64212769 0.43760395],[0.66856372 0.44015974],[0.68488228 0.4513045 ],[0.66583884 0.4634369 ],[0.63913125 0.46349502]
474,0.3576469138964211,0.3234387945708075,0.3405428542336143,[0.62060022 0.45628452],[0.64901781 0.43774056],[0.67551041 0.4399586 ],[0.69147933 0.45095995],[0.67254108 0.46391708],[0.64620626 0.46429259]
475,0.3664208332232283,0.3324432471418914,0.34943204018255986,[0.62565523 0.45661598],[0.65439749 0.43816954],[0.68096888 0.44062617],[0.69642973 0.45127082],[0.67765611 0.46502271],[0.65129066 0.46538657]
476,0.35913130683124883,0.3279517116529226,0.3435415092420857,[0.63022643 0.45765865],[0.65966225 0.4399263 ],[0.68655622 0.44258878],[0.70165044 0.45312765],[0.68295592 0.46672982],[0.65619183 0.46669859]
477,0.35538086024438964,0.3180724069596878,0.3367266336020387,[0.63404262 0.45966709],[0.66358352 0.44164044],[0.69030029 0.44419643],[0.70512944 0.45501873],[0.68679404 0.4679794 ],[0.66010123 0.46800512]
478,0.3525872589504589,0.30516680693168985,0.3288770329410744,[0.63749331 0.45984328],[0.66741323 0.44241512],[0.69436646 0.44523233],[0.70860308 0.45611718],[0.69082409 0.46872881],[0.66388655 0.46863055]
479,0.3582128238980056,0.31364517273484316,0.33592899831642437,[0.64113683 0.46063948],[0.67070216 0.44302514],[0.69728649 0.44621879],[0.71136355 0.45714447],[0.6930548  0.46967214],[0.6665132  0.46923494]
480,0.3567016196555417,0.3030782970318847,0.3298899583437132,[0.64305174 0.46135983],[0.67230672 0.44454771],[0.69835216 0.448039  ],[0.71240115 0.45913675],[0.69410688 0.47116822],[0.66800463 0.470173  ]
481,0.3623050722243898,0.32562146580697404,0.3439632690156819,[0.64454299 0.46218866],[0.67368603 0.4456262 ],[0.69979155 0.44890267],[0.71352535 0.45982713],[0.69571441 0.47236532],[0.66944289 0.47148067]
