FN,EAR_L,EAR_R,EAR,p1,p2,p3,p4,p5,p6
1,0.4093104468160546,0.3205275729166283,0.36491900986634146,[0.54622459 0.43194294],[0.57378918 0.41280892],[0.5998655  0.41456923],[0.61591333 0.42576408],[0.59786439 0.44198164],[0.57172829 0.44252464]
2,0.3767672488675047,0.3219803724327062,0.3493738106501054,[0.54718041 0.43469   ],[0.57590109 0.41640738],[0.60227323 0.41795668],[0.6180284  0.42818648],[0.59918249 0.44363168],[0.57257211 0.44395748]
3,0.37793247226512977,0.309682164725309,0.3438073184952194,[0.5498451  0.43785816],[0.57811582 0.41859484],[0.60448533 0.4195314 ],[0.62020057 0.42939037],[0.60157591 0.44514722],[0.57511944 0.4462153 ]
4,0.36438832404735727,0.3137717289140377,0.33908002648069746,[0.551328   0.43767589],[0.57995784 0.41951215],[0.60655975 0.42052835],[0.6222412  0.43001688],[0.60353339 0.44542113],[0.57693565 0.44624624]
5,0.3632900339014396,0.3141145370608531,0.33870228548114634,[0.55239141 0.43862149],[0.5808109  0.42080322],[0.60730743 0.42204577],[0.62298316 0.43139899],[0.60460699 0.44668537],[0.57809621 0.44743639]
6,0.35635661404325114,0.29447588738390124,0.32541625071357616,[0.55468625 0.43985116],[0.58241421 0.42259291],[0.60872722 0.42294094],[0.62450004 0.43107831],[0.60572195 0.44715345],[0.5793879  0.44816467]
7,0.11582704650121006,0.09102476973473507,0.10342590811797256,[0.5574134  0.44259718],[0.58283824 0.44323567],[0.6088444  0.44487411],[0.62847978 0.44399735],[0.60556179 0.45248723],[0.57875478 0.45031816]
8,0.29768932095075734,0.23707623108418338,0.26738277601747035,[0.5549255  0.43939033],[0.58278716 0.42649388],[0.6087985  0.42761257],[0.62523037 0.43496677],[0.60578281 0.44786367],[0.57945526 0.44770011]
9,0.36105004911150157,0.3089126529007247,0.33498135100611315,[0.55393076 0.43960273],[0.58294475 0.42168328],[0.60938734 0.42337307],[0.62464571 0.43314222],[0.60555845 0.447918  ],[0.57906646 0.44783139]
10,0.3688140849979895,0.3296471665677998,0.34923062578289465,[0.55423093 0.43915299],[0.58413899 0.42024747],[0.61145282 0.42191768],[0.6265617  0.43184212],[0.60733539 0.44753671],[0.58012027 0.44763142]
11,0.3797512945779896,0.35701474463933563,0.3683830196086626,[0.55746979 0.44024462],[0.58684349 0.41972864],[0.61438781 0.42046463],[0.62923235 0.4308421 ],[0.61023134 0.44690031],[0.58320594 0.44770238]
12,0.38142327397985337,0.3593164887034914,0.37036988134167237,[0.56031257 0.43992239],[0.58991003 0.41898647],[0.61768854 0.41949269],[0.63220513 0.42990255],[0.61298543 0.44613096],[0.58573216 0.44699946]
13,0.3807627923359185,0.3816403172760893,0.38120155480600393,[0.56472093 0.44023344],[0.5934993  0.41959774],[0.62086767 0.42023689],[0.63524556 0.43026543],[0.6165536  0.44613412],[0.5898639  0.44734663]
14,0.4003132735746738,0.36695343754667353,0.3836333555606737,[0.57189143 0.43979362],[0.59934157 0.42031273],[0.62517965 0.42202437],[0.63890517 0.43228695],[0.62146235 0.44771653],[0.59609634 0.44815308]
15,0.3966789007241482,0.35590292746944036,0.37629091409679427,[0.57635969 0.4406544 ],[0.60522699 0.42008308],[0.63253593 0.42154503],[0.6456607  0.43251067],[0.62782919 0.4478676 ],[0.60111815 0.44840533]
16,0.4018894725395041,0.3615630896690202,0.3817262811042621,[0.58365011 0.44012269],[0.61139894 0.42085809],[0.63804108 0.42214692],[0.65050846 0.43188462],[0.63362485 0.44779038],[0.60728872 0.44868091]
17,0.41739277252100254,0.35970509402938244,0.38854893327519247,[0.59531057 0.43869615],[0.62150151 0.41849259],[0.64684296 0.41871515],[0.65819633 0.42760062],[0.64279902 0.44412985],[0.61781192 0.44581717]
18,0.43601680015890654,0.34279692455523,0.38940686235706823,[0.61047608 0.43585038],[0.63464379 0.41635597],[0.65894645 0.41650373],[0.66913694 0.42564112],[0.65541935 0.44129395],[0.63163835 0.44307074]
19,0.5091238496390942,0.3556049381059291,0.43236439387251163,[0.63061732 0.43301842],[0.65143108 0.41366932],[0.67295808 0.41483563],[0.68154907 0.42520353],[0.67018527 0.43975547],[0.64950776 0.44099617]
20,0.5267717918072358,0.34133923827634205,0.4340555150417889,[0.64869618 0.42909253],[0.6669603  0.41426674],[0.68494928 0.417023  ],[0.69068104 0.42661995],[0.6818459  0.43777078],[0.66427004 0.43744203]
21,0.6404908948088176,0.38473068593525084,0.5126107903720343,[0.66261798 0.43153101],[0.67968369 0.41577557],[0.69668448 0.41774935],[0.70045269 0.42773837],[0.69406915 0.44085461],[0.67747921 0.44113559]
22,0.6718206225897919,0.3954956187212023,0.5336581206554971,[0.67449695 0.43231982],[0.69015902 0.41731125],[0.70585692 0.41889316],[0.70918691 0.42853576],[0.70362568 0.44119421],[0.68826008 0.44171244]
23,0.6982135237020605,0.41467241000015653,0.5564429668511085,[0.68305588 0.43386307],[0.69761056 0.42151219],[0.71102893 0.42303109],[0.71165049 0.43173575],[0.70796931 0.44191864],[0.69460058 0.44220126]
24,0.6897868239771637,0.42286568218281856,0.5563262530799912,[0.68835467 0.43371812],[0.70300353 0.42145225],[0.7161597  0.42231315],[0.71633893 0.43108734],[0.71293545 0.44094756],[0.69978404 0.44105491]
25,0.6818228811062598,0.4267234366963599,0.5542731589013099,[0.69355679 0.42855448],[0.70719534 0.41777039],[0.71923733 0.41893965],[0.71872973 0.42752317],[0.71584183 0.4354707 ],[0.70374596 0.43490627]
26,0.6806800858986812,0.4237266093410123,0.5522033476198468,[0.69951349 0.42469507],[0.71212572 0.41602391],[0.72318149 0.41689396],[0.72216702 0.4242239 ],[0.72017193 0.43181691],[0.70888972 0.43130797]
27,0.72111223892442,0.4129616605945797,0.5670369497594998,[0.70455098 0.42303398],[0.71607709 0.41582277],[0.72574335 0.41731173],[0.72371399 0.42454344],[0.72295171 0.43048358],[0.71313238 0.42977393]
28,0.6490842491864534,0.4184091473551565,0.5337466982708049,[0.70954531 0.42413422],[0.7206102  0.41865224],[0.72963935 0.42023715],[0.72708726 0.42627963],[0.7270872  0.43098187],[0.7178477  0.43022552]
29,0.7102157539202678,0.4110444575755961,0.5606301057479319,[0.71251929 0.42623317],[0.7234081  0.42083001],[0.73175347 0.42213637],[0.72789174 0.4273161 ],[0.72895032 0.43236211],[0.72049868 0.43173522]
30,0.8238788015661315,0.45161985383774106,0.6377493277019363,[0.71471804 0.42522165],[0.72550744 0.41892424],[0.73355114 0.42043632],[0.72960305 0.42652988],[0.73085344 0.43194854],[0.72262347 0.4313924 ]
31,0.7737640894116489,0.4405878808104208,0.6071759851110348,[0.71852207 0.42166144],[0.7286157  0.41537166],[0.73650688 0.41658205],[0.73330033 0.4220652 ],[0.73423088 0.42718494],[0.72633117 0.4271867 ]
32,1.0325231065064528,0.4595543831422342,0.7460387448243435,[0.71887892 0.42003733],[0.72851479 0.41129857],[0.73580241 0.4120408 ],[0.73183119 0.41860524],[0.73350245 0.42460951],[0.72626787 0.42525142]
33,1.0986193775256303,0.4581429273015867,0.7783811524136085,[0.71803844 0.42086416],[0.72833294 0.4142766 ],[0.73522335 0.41548651],[0.72977883 0.42099208],[0.7325626  0.42750084],[0.72569305 0.42750835]
34,1.2981668000783724,0.45264941738642217,0.8754081087323973,[0.71911556 0.42200452],[0.72882128 0.41293567],[0.73540378 0.41358376],[0.7302295  0.42053744],[0.73311245 0.42725578],[0.72656798 0.42801133]
35,1.3527463047285493,0.41994741756097104,0.8863468611447601,[0.71971947 0.42234275],[0.72902119 0.4145509 ],[0.73484182 0.41563737],[0.72891212 0.42141318],[0.73213029 0.42716137],[0.72635692 0.42743713]
36,1.3677426116878046,0.4473141614149295,0.907528386551367,[0.71920383 0.42484996],[0.72935832 0.41658044],[0.73510802 0.41801572],[0.7279529  0.42356271],[0.73185527 0.42907298],[0.7262336  0.42885375]
37,1.9427333221778276,0.2999487360985322,1.1213410291381798,[0.7201736  0.43786448],[0.73016757 0.42826092],[0.73507023 0.42844856],[0.72694224 0.43495202],[0.73206252 0.44183677],[0.72719359 0.44287002]
38,1.6196841685807137,0.3084765471014086,0.9640803578410612,[0.72062701 0.43549243],[0.73013765 0.42940024],[0.73496759 0.43038312],[0.72814894 0.43566561],[0.73168492 0.44189963],[0.72687662 0.44136119]
39,1.4618024052824132,0.37236997805140015,0.9170861916669066,[0.72075367 0.4298256 ],[0.73023659 0.42272267],[0.73578268 0.42330196],[0.7297368  0.42813849],[0.73228377 0.43593806],[0.7267682  0.43588406]
40,1.5252652498719987,0.4354614816308028,0.9803633657514008,[0.72280657 0.42990685],[0.73348892 0.42173818],[0.73909974 0.4221926 ],[0.73124099 0.42770037],[0.73560458 0.43453592],[0.73013794 0.43509078]
41,1.5736326300424266,0.42502359573572135,0.999328112889074,[0.72384423 0.42745867],[0.73423392 0.4180882 ],[0.74009472 0.41868538],[0.73277974 0.4251672 ],[0.73661768 0.43212831],[0.73091877 0.43286806]
42,1.4622529727250124,0.4416934484371911,0.9519732105811017,[0.72817832 0.42995173],[0.73792714 0.42046186],[0.74372131 0.42084816],[0.73727733 0.42668471],[0.74064201 0.43396872],[0.73486996 0.43493891]
43,1.654277321099213,0.4440748053602768,1.0491760632297449,[0.73006833 0.42924833],[0.73981941 0.41980332],[0.74529648 0.42035326],[0.73813367 0.42588982],[0.74178153 0.43375739],[0.73634458 0.43444505]
44,1.8882812391419768,0.4399568371182641,1.1641190381301205,[0.733742   0.43299922],[0.74426013 0.42277372],[0.74940687 0.42266017],[0.74050033 0.42930743],[0.74594712 0.43620843],[0.74103701 0.43752575]
45,1.7851839999981107,0.46749756286494415,1.1263407814315274,[0.73459089 0.42945397],[0.74445564 0.41979879],[0.74964571 0.4204742 ],[0.74230707 0.42658001],[0.7463513  0.43418112],[0.74125201 0.43476087]
46,2.2960145906421054,0.46698894487795634,1.381501767760031,[0.73664784 0.43229768],[0.74671042 0.42205286],[0.75117624 0.42217684],[0.74216098 0.42908883],[0.74793482 0.4359087 ],[0.74376833 0.43694827]
47,1.750326252422256,0.45316485952283814,1.101745555972547,[0.7354697  0.43536761],[0.74585259 0.42524824],[0.7511214  0.42500556],[0.74260193 0.43123719],[0.74761307 0.43856075],[0.7424686  0.43970776]
48,1.58304970190506,0.45757885034128815,1.020314276123174,[0.73494506 0.43480092],[0.7456463  0.42542103],[0.75121272 0.42536634],[0.74340236 0.4312771 ],[0.74781966 0.43903846],[0.7422303  0.43994588]
49,1.6331244929041526,0.4714861382042542,1.0523053155542035,[0.73499    0.44279265],[0.74507773 0.43365192],[0.75018722 0.43379354],[0.74142009 0.43934911],[0.74548358 0.44442397],[0.74046248 0.44494507]
50,1.4126341827191604,0.4530148471598906,0.9328245149395256,[0.73610747 0.44160205],[0.74678135 0.43066487],[0.75226998 0.42976439],[0.74385959 0.43613574],[0.74854434 0.44228712],[0.74298358 0.44386342]
51,1.3323117794659243,0.4470123877511934,0.8896620836085588,[0.73409039 0.43988699],[0.74459773 0.42948136],[0.75023592 0.42862672],[0.74215829 0.43428102],[0.74640387 0.44097626],[0.74080038 0.44217324]
52,1.5704161745122265,0.46640225880331615,1.0184092166577714,[0.7350114  0.43761194],[0.74496001 0.42700756],[0.75016809 0.42666027],[0.74289352 0.43291646],[0.74677306 0.44038123],[0.7416141  0.44130269]
53,1.9149013198554588,0.4364543070835631,1.175677813469511,[0.73314679 0.43142623],[0.74342316 0.42235777],[0.74830401 0.42296135],[0.73991174 0.42853272],[0.74408591 0.4360112 ],[0.73941487 0.43625551]
54,1.6134148314939032,0.45071030301510245,1.0320625672545027,[0.73331666 0.43588173],[0.74354017 0.42622972],[0.74878544 0.42610776],[0.74084228 0.43163696],[0.74462175 0.43919986],[0.73948854 0.43977913]
55,1.5064236910263271,0.42743921641928884,0.966931453722808,[0.73119038 0.43817019],[0.74197    0.42690125],[0.74776757 0.4263441 ],[0.73977381 0.43295041],[0.74415708 0.4407382 ],[0.73831338 0.44188857]
56,1.6583293704491078,0.42680537576690303,1.0425673731080054,[0.73079091 0.43625841],[0.7409302  0.42697272],[0.74632114 0.42727929],[0.73841888 0.43242115],[0.74260449 0.44045758],[0.73729396 0.44114134]
57,1.6807812769068047,0.4346113889159237,1.0576963329113642,[0.72548443 0.44054341],[0.73613989 0.43194464],[0.74163115 0.4328579 ],[0.73314929 0.43822971],[0.73741543 0.44533023],[0.73199958 0.44505507]
58,1.4561842490122732,0.37660662532942646,0.9163954371708498,[0.72128946 0.43417549],[0.73137385 0.42518425],[0.73742902 0.42658186],[0.73095518 0.43256935],[0.7342577  0.43974271],[0.7281903  0.43984109]
59,0.7663128764761984,0.3285766127025453,0.5474447445893719,[0.71534979 0.43200997],[0.72640657 0.42748651],[0.73389524 0.42968658],[0.72948509 0.43348181],[0.73005831 0.43949676],[0.72238076 0.43798876]
60,1.323634403941009,0.24067036923462604,0.7821523865878175,[0.704768   0.43456978],[0.71587425 0.42634347],[0.72276604 0.42854592],[0.71584791 0.4343268 ],[0.71791971 0.44189867],[0.71102798 0.44068003]
61,0.655786162915852,0.19209920104840514,0.4239426819821286,[0.69321972 0.43177533],[0.70438451 0.4269754 ],[0.71476901 0.42935699],[0.71396339 0.43348676],[0.70996249 0.44235325],[0.69957209 0.43952712]
62,0.2447776081441707,0.1480043568655325,0.1963909825048516,[0.67908585 0.44035953],[0.69346589 0.44153821],[0.70747143 0.44588482],[0.71011591 0.44857675],[0.70369202 0.45276365],[0.6895479  0.44835883]
