FN,EAR_L,EAR_R,EAR,MAR,MOEAR,MINUTE,TIMESTAMP
1000,0.36073470751568526,0.3192753961053956,0.3400050518105404,2.7093625132772683,7.968594874840257,1,1663215609280
1001,0.3738590441506648,0.31872345059934515,0.34629124737500494,2.752477020483853,7.948445250489241,1,1663215609297
1002,0.37694809745684077,0.3207579548867004,0.3488530261717706,2.586472868890615,7.414219384231656,1,1663215609314
1003,0.3841406747831807,0.32434047724922,0.35424057601620035,2.6575597878146624,7.502132640200781,1,1663215609332
1004,0.3872118862231787,0.33625044043160945,0.3617311633273941,2.5805061013089445,7.133767733949401,1,1663215609357
1005,0.38153349660987096,0.3201719391556622,0.3508527178827666,2.767523745712767,7.887992894606856,1,1663215609374
1006,0.3872421946276742,0.3308688711004692,0.35905553286407166,2.7356468708686856,7.619007703480578,1,1663215609395
1007,0.3820750429706391,0.32822790129253093,0.35515147213158504,2.796984976459228,7.875470597579091,1,1663215609414
1008,0.391864848369543,0.33051021159210087,0.36118752998082193,2.6832325823409575,7.428918109336249,1,1663215609431
1009,0.38419531440743315,0.3488451488428947,0.3665202316251639,2.8408800206597276,7.7509500855196,1,1663215609449
1010,0.39288155938895525,0.3401379248169297,0.3665097421029425,2.896510142113708,7.902955390746906,1,1663215609475
1011,0.3808892484397159,0.3330376877044791,0.3569634680720975,2.7074686467800446,7.58472193640052,1,1663215609505
1012,0.36713866088350944,0.3170799749354729,0.3421093179094912,2.492922012038141,7.286916437329167,1,1663215609527
1013,0.38303015832449055,0.3365503050172289,0.3597902316708597,2.609918125587143,7.253999402559451,1,1663215609559
1014,0.3865598563971804,0.3295038540399012,0.35803185521854075,2.615831663044147,7.306142246609474,1,1663215609591
1015,0.3977270939337509,0.3258835060279536,0.3618052999808522,2.735839932680965,7.561635865549104,1,1663215609616
