FN,EAR_L,EAR_R,EAR,p1,p2,p3,p4,p5,p6
73,0.3290733159287808,0.3127918602655128,0.3209325880971468,[0.41683167 0.57182717],[0.43365866 0.56429464],[0.44907379 0.56706321],[0.45828652 0.57468385],[0.44618005 0.58020461],[0.43091774 0.5779134 ]
74,0.30423712756020427,0.28845008932073596,0.29634360844047014,[0.41617706 0.57216805],[0.43312442 0.56546086],[0.44823229 0.56846797],[0.45754725 0.5757876 ],[0.44546902 0.58055168],[0.43024117 0.57800704]
75,0.3266519888741404,0.2944674517378517,0.31055972030599605,[0.41574928 0.57217801],[0.43250382 0.56525606],[0.44779855 0.56823814],[0.45689133 0.57591552],[0.44498685 0.58122438],[0.42973974 0.57867616]
76,0.3242492586686603,0.2629121989806931,0.2935807288246767,[0.4158583  0.57165408],[0.43247932 0.56442094],[0.4475275  0.56743008],[0.45617735 0.57480651],[0.44458076 0.57991004],[0.429618   0.57751548]
77,0.346610544821228,0.27550876944646163,0.3110596571338448,[0.41493925 0.57290703],[0.4318893 0.5654918],[0.4472681  0.56861764],[0.45627749 0.57647574],[0.44402575 0.58244765],[0.4287805  0.57971412]
78,0.33111873542163045,0.28147271859344986,0.30629572700754015,[0.41454253 0.57264096],[0.43148115 0.56543225],[0.44733638 0.56873673],[0.45635295 0.57692564],[0.44419768 0.58210963],[0.42863315 0.57923871]
79,0.3590122346720143,0.2879518856969076,0.32348206018446096,[0.41522092 0.57313758],[0.43200892 0.56490767],[0.44768143 0.56815082],[0.45698544 0.57668054],[0.44459125 0.58265281],[0.42921251 0.57991749]
80,0.35369937417061414,0.27203814661105663,0.3128687603908354,[0.41660947 0.5730443 ],[0.43403667 0.5652194 ],[0.44989318 0.56874549],[0.45877314 0.57719624],[0.44655889 0.58305472],[0.43094844 0.58018225]
81,0.34397417122812946,0.2854667829080458,0.3147204770680876,[0.41743886 0.57346469],[0.434903   0.56644166],[0.45051882 0.57035065],[0.45935822 0.57896161],[0.44744512 0.58412313],[0.43179479 0.58108944]
82,0.348803283523852,0.26101885790113527,0.3049110707124936,[0.41861907 0.57175314],[0.4366557  0.56442428],[0.45332834 0.5687775 ],[0.46311072 0.5777176 ],[0.44985092 0.58359373],[0.43338543 0.58018506]
83,0.363260444755382,0.286244778277364,0.324752611516373,[0.4216314  0.56921679],[0.43938676 0.56218892],[0.45553944 0.56670702],[0.46467459 0.57571   ],[0.45217398 0.58174574],[0.43623638 0.57809484]
84,0.3347206153485323,0.2778686079105117,0.306294611629522,[0.42417499 0.56867909],[0.44177043 0.56275189],[0.45764112 0.5670138 ],[0.46732652 0.57539868],[0.45465022 0.58100259],[0.43871766 0.57736707]
85,0.3463127415877798,0.27312576766914154,0.30971925462846067,[0.42543659 0.56613696],[0.44374856 0.56039834],[0.45975107 0.56613213],[0.46854889 0.57582206],[0.45601189 0.58053935],[0.44003808 0.57567453]
86,0.3432943923052603,0.2923886078938372,0.31784150009954876,[0.42659679 0.56512225],[0.44501948 0.55875725],[0.46100441 0.56428969],[0.47049105 0.57419884],[0.45768973 0.57873785],[0.4415845  0.57433438]
87,0.3173703639730751,0.25194297687878003,0.28465667042592757,[0.42921492 0.56493878],[0.44737077 0.55974191],[0.46302494 0.56539184],[0.47154784 0.57497007],[0.45917514 0.57824075],[0.44358936 0.57343048]
