,Start_blink,End_blink,Blink_frame,No_of_frames
0,22,24,23,2
1,33,37,34,4
2,591,600,593,9
3,632,635,633,3
4,716,723,718,7
5,764,785,765,21
6,796,800,799,4
7,1180,1186,1182,6
8,1957,1958,1957,1
9,2482,2485,2483,3
10,2951,2953,2952,2
11,3337,3341,3338,4
12,3483,3489,3484,6
13,3549,3554,3551,5
14,4039,4044,4040,5
15,4427,4432,4430,5
16,4534,4536,4535,2
17,5068,5069,5068,1
18,5219,5224,5221,5
19,5533,5539,5533,6
20,5852,5854,5853,2
21,6168,6172,6169,4
22,6260,6263,6261,3
23,6891,6894,6892,3
24,7601,7606,7604,5
25,7795,7798,7796,3
26,7820,7823,7821,3
27,8520,8523,8521,3
28,8928,8932,8931,4
29,9246,9248,9247,2
30,9314,9316,9315,2
31,9782,9788,9784,6
32,9978,9980,9979,2
33,10279,10283,10282,4
34,10710,10714,10712,4
35,10927,10933,10929,6
36,11181,11185,11182,4
37,11637,11641,11639,4
38,12003,12006,12004,3
39,12031,12033,12032,2
40,13543,13545,13544,2
41,13589,13591,13590,2
42,13707,13711,13708,4
43,14097,14100,14098,3
44,14377,14381,14379,4
45,14401,14405,14403,4
46,15068,15072,15071,4
47,15840,15842,15841,2
48,16133,16137,16134,4
49,16217,16222,16219,5
50,16360,16362,16361,2
51,16520,16521,16520,1
52,16580,16583,16581,3
53,16607,16610,16607,3
54,16653,16656,16654,3
55,17389,17391,17390,2
56,17812,17814,17813,2
57,18000,18002,18001,2
58,18287,18291,18288,4
59,19458,19464,19460,6
60,20340,20348,20341,8
61,20906,20908,20907,2
62,21659,21698,21660,39
63,22128,22132,22130,4
64,22804,22806,22805,2
65,23422,23425,23423,3
66,24448,24454,24448,6
67,24992,24994,24993,2
68,25313,25315,25314,2
69,25471,25473,25472,2
70,25538,25540,25539,2
71,25592,25597,25592,5
72,25653,25658,25654,5
73,25993,25997,25994,4
74,26022,26025,26024,3
75,26527,26533,26528,6
76,26547,26553,26551,6
77,27112,27116,27113,4
78,27586,27591,27587,5
79,28994,29002,28996,8
80,29092,29096,29093,4
81,29183,29188,29185,5
82,30536,30540,30539,4
83,30560,30564,30561,4
84,30639,30642,30640,3
85,30678,30680,30679,2
86,30794,30798,30795,4
87,30887,30904,30888,17
88,30951,30956,30952,5
89,31335,31337,31335,2
90,31526,31529,31528,3
91,31739,31743,31741,4
92,32076,32079,32077,3
93,32126,32128,32126,2
94,32168,32175,32169,7
95,32181,32185,32182,4
96,32241,32244,32243,3
97,32325,32329,32326,4
98,32349,32353,32351,4
99,32428,32429,32428,1
100,32439,32444,32441,5
