,Start_blink,End_blink,Blink_frame,No_of_frames
0,12,13,12,1
1,27,28,27,1
2,92,93,92,1
3,135,138,135,3
4,162,163,162,1
5,266,266,266,0
6,293,299,293,6
7,313,313,313,0
8,325,346,325,21
9,465,468,465,3
10,481,481,481,0
11,544,547,546,3
12,570,571,570,1
13,585,587,585,2
14,606,611,606,5
15,660,661,660,1
16,702,702,702,0
17,742,745,744,3
18,759,760,759,1
19,829,830,829,1
20,885,889,885,4
21,927,927,927,0
22,972,972,972,0
23,1059,1061,1059,2
24,1220,1220,1220,0
25,1327,1327,1327,0
26,1460,1462,1460,2
27,1577,1580,1577,3
28,1629,1631,1629,2
29,1726,1728,1726,2
30,1832,1833,1832,1
31,1889,1890,1889,1
32,1984,1985,1984,1
33,2092,2093,2092,1
34,2151,2152,2151,1
35,2299,2300,2299,1
36,2355,2356,2355,1
37,2447,2448,2447,1
38,2557,2558,2557,1
39,2603,2604,2603,1
40,2623,2623,2623,0
41,2636,2637,2636,1
42,2701,2701,2701,0
43,2718,2719,2718,1
44,2766,2768,2767,2
45,2776,2777,2776,1
46,2906,2906,2906,0
47,2961,2964,2962,3
48,3014,3014,3014,0
49,3176,3177,3176,1
50,3237,3240,3237,3
51,3290,3290,3290,0
52,3352,3358,3352,6
53,3425,3426,3425,1
54,3498,3499,3498,1
55,3581,3583,3581,2
56,3686,3687,3686,1
57,3717,3718,3717,1
58,3797,3800,3797,3
59,3835,3836,3835,1
60,3847,3849,3847,2
61,3971,3972,3971,1
62,4087,4087,4087,0
63,4129,4131,4129,2
64,4175,4176,4175,1
65,4187,4189,4187,2
66,4277,4278,4277,1
67,4315,4317,4315,2
68,4367,4370,4368,3
69,4439,4439,4439,0
70,4454,4454,4454,0
71,4520,4521,4520,1
72,4646,4649,4646,3
73,4665,4672,4665,7
74,4744,4744,4744,0
75,4771,4772,4771,1
76,4789,4790,4789,1
77,4850,4851,4850,1
78,4873,4882,4875,9
79,4926,4929,4926,3
80,4949,4952,4949,3
81,5041,5043,5041,2
82,5078,5083,5080,5
83,5197,5198,5197,1
84,5234,5238,5236,4
85,5249,5250,5249,1
86,5279,5280,5279,1
87,5323,5325,5324,2
88,5356,5360,5358,4
89,5395,5400,5395,5
90,5476,5483,5479,7
91,5531,5532,5531,1
92,5669,5672,5669,3
93,5799,5801,5799,2
94,5813,5814,5813,1
95,5990,5992,5990,2
96,6185,6189,6187,4
97,6213,6223,6213,10
98,6243,6244,6243,1
99,6379,6384,6379,5
100,6442,6445,6442,3
101,6452,6453,6452,1
102,6589,6589,6589,0
103,6665,6666,6665,1
104,6827,6828,6827,1
105,6973,6977,6973,4
106,7108,7109,7108,1
107,7117,7121,7119,4
108,7199,7200,7199,1
109,7237,7239,7237,2
110,7257,7258,7257,1
111,7327,7330,7327,3
112,7408,7414,7408,6
113,7533,7533,7533,0
114,7587,7590,7587,3
115,7643,7644,7643,1
116,7754,7756,7754,2
117,7776,7777,7776,1
118,7787,7788,7787,1
119,7845,7846,7845,1
120,7860,7862,7860,2
121,7871,7873,7871,2
122,7917,7918,7917,1
123,7959,7960,7959,1
124,8009,8011,8009,2
125,8060,8061,8060,1
126,8098,8099,8098,1
127,8186,8187,8186,1
128,8255,8257,8255,2
129,8298,8299,8298,1
130,8369,8370,8369,1
131,8378,8380,8379,2
132,8596,8596,8596,0
133,8661,8662,8661,1
134,8923,8923,8923,0
135,8954,8954,8954,0
136,9118,9119,9118,1
137,9333,9334,9333,1
138,9416,9417,9416,1
139,9474,9475,9474,1
140,9590,9591,9590,1
141,9744,9744,9744,0
142,9757,9759,9757,2
143,9954,9955,9954,1
144,9971,9972,9971,1
145,10133,10137,10133,4
146,10303,10304,10303,1
147,10462,10464,10462,2
148,10848,10848,10848,0
149,10864,10865,10864,1
150,10887,10888,10887,1
151,10922,10937,10922,15
152,10959,10960,10959,1
153,11027,11028,11027,1
154,11189,11195,11189,6
155,11264,11265,11264,1
156,11343,11346,11343,3
157,11388,11391,11388,3
158,11616,11616,11616,0
159,11720,11720,11720,0
160,11741,11742,11741,1
161,11787,11787,11787,0
162,11966,11966,11966,0
163,12048,12062,12051,14
164,12129,12131,12129,2
165,12191,12194,12191,3
166,12246,12272,12249,26
167,12353,12354,12353,1
168,12514,12515,12514,1
169,12531,12548,12531,17
170,12555,12556,12555,1
171,12699,12700,12699,1
172,12812,12813,12812,1
173,12881,12881,12881,0
174,12891,12891,12891,0
175,12916,12917,12916,1
176,12935,12941,12935,6
177,13056,13056,13056,0
178,13156,13164,13156,8
179,13321,13323,13321,2
180,13354,13368,13354,14
181,13429,13436,13430,7
182,13618,13618,13618,0
183,17352,17352,17352,0
184,17404,17407,17405,3
185,17442,17442,17442,0
186,17654,17655,17654,1
187,17748,17748,17748,0
188,17818,17818,17818,0
189,17841,17861,17841,20
190,17862,17864,17862,2
191,17987,17988,17987,1
192,18155,18156,18155,1
193,18191,18196,18191,5
194,18202,18203,18202,1
195,18220,18220,18220,0
196,18232,18232,18232,0
197,18271,18272,18271,1
198,18328,18328,18328,0
199,18473,18474,18473,1
200,18511,18511,18511,0
201,18528,18531,18528,3
202,18557,18559,18557,2
203,18616,18616,18616,0
204,18665,18666,18665,1
205,18685,18688,18687,3
206,18740,18743,18742,3
207,18869,18870,18869,1
208,18985,18987,18985,2
209,19108,19108,19108,0
210,19264,19265,19264,1
211,19332,19333,19332,1
212,19345,19346,19345,1
213,19375,19376,19375,1
214,19436,19436,19436,0
215,19465,19468,19466,3
216,19604,19604,19604,0
217,19719,19720,19719,1
218,19809,19810,19809,1
219,19942,19942,19942,0
220,19962,19977,19962,15
221,20068,20071,20068,3
222,20312,20317,20312,5
223,20573,20574,20573,1
224,20601,20608,20603,7
225,20680,20682,20680,2
226,20749,20752,20749,3
227,20787,20792,20789,5
228,20835,20836,20835,1
229,20872,20873,20872,1
230,20898,20899,20898,1
231,20971,20972,20971,1
232,20979,20982,20981,3
233,21040,21041,21040,1
234,21136,21141,21138,5
235,21310,21311,21310,1
236,21465,21466,21465,1
237,21510,21510,21510,0
238,21539,21540,21539,1
239,21554,21554,21554,0
240,21661,21662,21661,1
241,21710,21711,21710,1
242,21746,21748,21746,2
243,21783,21784,21783,1
244,21831,21833,21831,2
245,21892,21896,21892,4
246,21938,21939,21938,1
247,22019,22020,22019,1
248,22069,22070,22069,1
249,22104,22104,22104,0
250,22153,22153,22153,0
251,22222,22224,22222,2
252,22335,22335,22335,0
253,22428,22429,22428,1
254,22441,22442,22441,1
255,22477,22477,22477,0
256,22503,22503,22503,0
257,22615,22620,22615,5
258,22631,22632,22631,1
259,22675,22675,22675,0
260,22737,22737,22737,0
261,22867,22870,22867,3
262,23000,23003,23000,3
263,23145,23146,23145,1
264,23426,23426,23426,0
265,23489,23499,23489,10
266,23663,23664,23663,1
267,23700,23701,23700,1
268,23729,23732,23729,3
269,23814,23814,23814,0
270,23876,23876,23876,0
271,24096,24098,24096,2
272,24118,24120,24118,2
273,24212,24212,24212,0
274,24301,24302,24301,1
275,24464,24498,24464,34
276,24581,24586,24581,5
277,24691,24692,24691,1
278,24829,24829,24829,0
279,25102,25102,25102,0
280,25550,25550,25550,0
281,25568,25568,25568,0
282,25634,25635,25634,1
283,25694,25695,25694,1
284,25808,25809,25808,1
285,25831,25832,25831,1
286,25918,25918,25918,0
287,25954,25956,25954,2
288,26026,26026,26026,0
289,26163,26163,26163,0
290,26223,26224,26223,1
291,26358,26358,26358,0
292,26444,26452,26444,8
293,26592,26595,26593,3
294,26670,26703,26670,33
295,26724,26731,26724,7
296,26738,26743,26740,5
297,26858,26858,26858,0
298,27093,27094,27093,1
299,27278,27278,27278,0
300,27325,27325,27325,0
301,27445,27460,27447,15
302,27577,27577,27577,0
303,27714,27715,27714,1
304,27917,27917,27917,0
305,27964,27967,27964,3
306,28003,28004,28003,1
307,28167,28169,28167,2
308,28222,28228,28222,6
309,28276,28277,28276,1
310,28305,28306,28305,1
311,28402,28403,28402,1
312,28454,28456,28454,2
313,28510,28528,28510,18
314,28553,28553,28553,0
315,28602,28603,28602,1
316,28671,28746,28671,75
317,28839,28840,28839,1
318,29132,29132,29132,0
319,29398,29398,29398,0
320,29545,29545,29545,0
321,29755,29757,29755,2
322,29782,29784,29783,2
323,29850,29852,29850,2
324,30148,30152,30148,4
325,30362,30368,30362,6
326,30449,30450,30449,1
327,30498,30500,30498,2
328,30581,30583,30581,2
329,30607,30621,30609,14
330,30647,30651,30649,4
331,30677,30690,30677,13
332,30799,30809,30799,10
333,30876,30877,30876,1
334,30917,30918,30917,1
335,31184,31185,31184,1
336,31216,31224,31216,8
337,31270,31271,31270,1
338,31446,31447,31446,1
339,31745,31746,31745,1
340,31772,31775,31772,3
341,31872,31873,31872,1
342,31921,31921,31921,0
343,31955,31956,31955,1
344,32044,32045,32044,1
345,32053,32054,32053,1
346,32091,32092,32091,1
347,32146,32147,32146,1
348,32242,32244,32243,2
349,32310,32311,32310,1
350,32350,32351,32350,1
351,32385,32399,32385,14
352,32482,32483,32482,1
353,32532,32532,32532,0
354,32544,32545,32544,1
355,32586,32586,32586,0
356,32612,32613,32612,1
357,32642,32644,32642,2
358,32840,32841,32840,1
359,32853,32855,32853,2
360,32953,32953,32953,0
361,33103,33112,33106,9
362,33302,33304,33302,2
363,33378,33379,33378,1
364,33404,33405,33404,1
365,33485,33487,33485,2
366,33507,33509,33507,2
367,33546,33547,33546,1
368,33582,33583,33582,1
369,33634,33638,33634,4
370,33760,33761,33760,1
371,33774,33777,33774,3
372,33815,33816,33815,1
373,33835,33837,33835,2
374,33964,33966,33964,2
375,34054,34054,34054,0
376,34244,34244,34244,0
377,34359,34360,34359,1
378,34455,34456,34455,1
379,34466,34467,34466,1
380,34496,34497,34496,1
381,34550,34551,34550,1
382,34639,34641,34639,2
383,34760,34761,34760,1
384,34790,34797,34791,7
385,34863,34863,34863,0
386,34876,34877,34876,1
387,34960,34962,34960,2
388,35008,35008,35008,0
389,35070,35075,35070,5
390,35145,35161,35146,16
391,35257,35264,35257,7
392,35310,35314,35310,4
393,35358,35359,35358,1
394,35444,35444,35444,0
395,35682,35683,35682,1
396,35720,35721,35720,1
397,35757,35757,35757,0
398,35803,35804,35803,1
399,35862,35865,35864,3
400,35919,35921,35919,2
401,35949,35950,35949,1
402,36185,36186,36185,1
403,36241,36251,36241,10
404,36337,36337,36337,0
405,36473,36474,36473,1
406,36596,36596,36596,0
407,36694,36695,36694,1
408,36898,36899,36898,1
409,37016,37019,37016,3
410,37094,37097,37094,3
411,37122,37123,37122,1
412,37193,37195,37193,2
413,37292,37296,37292,4
414,37432,37435,37432,3
415,37507,37507,37507,0
416,37530,37530,37530,0
417,37639,37639,37639,0
418,37663,37663,37663,0
419,37679,37685,37680,6
420,37695,37696,37695,1
421,37848,37851,37848,3
422,38158,38162,38160,4
423,38280,38281,38280,1
424,38299,38299,38299,0
425,38361,38366,38361,5
426,38391,38392,38391,1
427,38461,38462,38461,1
428,38632,38633,38632,1
429,38698,38700,38698,2
430,38763,38765,38763,2
431,38849,38850,38849,1
432,38902,38904,38902,2
433,38926,38927,38926,1
434,38950,38952,38950,2
435,39016,39016,39016,0
436,39158,39159,39158,1
437,39192,39192,39192,0
438,39370,39370,39370,0
439,39714,39714,39714,0
440,39767,39768,39767,1
441,39829,39829,39829,0
442,39988,39990,39988,2
443,40222,40223,40222,1
444,40272,40272,40272,0
445,40319,40325,40319,6
446,40351,40353,40351,2
447,40379,40382,40379,3
448,40410,40418,40410,8
449,40439,40440,40439,1
450,40544,40547,40545,3
451,40668,40670,40668,2
452,40725,40725,40725,0
453,40839,40839,40839,0
454,40859,40859,40859,0
455,40963,40966,40965,3
456,40983,40984,40983,1
457,41033,41048,41035,15
458,41080,41082,41080,2
459,41159,41165,41159,6
460,41198,41202,41198,4
461,41520,41522,41520,2
462,41975,41976,41975,1
463,42061,42063,42061,2
464,42203,42205,42203,2
465,42287,42288,42287,1
466,42842,42843,42842,1
467,42915,42915,42915,0
468,42947,42948,42947,1
469,42996,42997,42996,1
470,43056,43056,43056,0
471,43085,43089,43085,4
472,43117,43120,43119,3
473,43187,43189,43187,2
474,43223,43223,43223,0
475,43341,43341,43341,0
476,43558,43558,43558,0
477,43596,43597,43596,1
478,43678,43679,43678,1
479,43799,43800,43799,1
480,43814,43815,43814,1
481,44073,44080,44073,7
482,44138,44150,44138,12
483,44247,44253,44247,6
484,44302,44303,44302,1
485,44320,44322,44320,2
486,44409,44410,44409,1
487,44461,44465,44463,4
488,44507,44513,44510,6
489,44637,44638,44637,1
490,44692,44693,44692,1
491,44712,44713,44712,1
492,44841,44844,44841,3
493,44982,44982,44982,0
494,45033,45038,45033,5
495,45049,45049,45049,0
496,45061,45062,45061,1
497,45112,45112,45112,0
498,45148,45153,45148,5
499,45202,45206,45202,4
500,45244,45245,45244,1
501,45317,45333,45318,16
502,45377,45380,45377,3
503,45431,45432,45431,1
504,45455,45455,45455,0
505,45551,45551,45551,0
506,45594,45594,45594,0
507,45671,45672,45671,1
508,45724,45725,45724,1
509,45756,45760,45756,4
510,45869,45879,45869,10
511,45888,45889,45888,1
512,45932,45933,45932,1
513,45947,45948,45947,1
514,46017,46017,46017,0
515,46059,46059,46059,0
516,46122,46122,46122,0
517,46154,46155,46154,1
518,46245,46247,46245,2
519,46259,46261,46259,2
520,46359,46360,46359,1
521,46382,46382,46382,0
522,46486,46488,46486,2
523,46551,46557,46551,6
524,46590,46590,46590,0
525,46647,46647,46647,0
526,46715,46718,46715,3
527,46725,46726,46725,1
528,46939,46939,46939,0
529,47256,47258,47256,2
530,47268,47269,47268,1
531,47305,47306,47305,1
532,47326,47326,47326,0
533,47580,47581,47580,1
534,47669,47671,47669,2
535,47722,47723,47722,1
536,47781,47783,47781,2
537,47816,47817,47816,1
538,47854,47854,47854,0
539,47893,47893,47893,0
540,48025,48026,48025,1
541,48107,48107,48107,0
542,48144,48145,48144,1
543,48218,48223,48218,5
544,48292,48293,48292,1
545,48346,48348,48346,2
546,48440,48445,48440,5
547,48451,48452,48451,1
548,48523,48523,48523,0
549,48586,48586,48586,0
550,48604,48604,48604,0
551,48702,48703,48702,1
552,48784,48785,48784,1
553,48824,48825,48824,1
554,48850,48851,48850,1
555,48994,48997,48994,3
556,49038,49039,49038,1
557,49160,49160,49160,0
558,49175,49175,49175,0
559,49235,49236,49235,1
560,49292,49293,49292,1
561,49341,49346,49341,5
562,49366,49367,49366,1
563,49468,49471,49468,3
564,49568,49568,49568,0
565,49605,49605,49605,0
566,49738,49742,49738,4
567,49812,49813,49812,1
568,49830,49833,49830,3
569,49938,49938,49938,0
570,50398,50399,50398,1
571,50638,50638,50638,0
572,50774,50775,50774,1
573,51162,51162,51162,0
574,51254,51258,51254,4
575,51296,51299,51296,3
576,51356,51357,51356,1
577,51444,51444,51444,0
578,51477,51477,51477,0
579,51487,51489,51487,2
580,51806,51806,51806,0
581,51988,51999,51988,11
582,52152,52156,52152,4
583,52238,52238,52238,0
584,52247,52248,52247,1
585,52401,52402,52401,1
586,52436,52440,52436,4
587,52688,52688,52688,0
588,53005,53005,53005,0
589,53069,53070,53069,1
590,53094,53094,53094,0
591,53114,53117,53114,3
592,53149,53149,53149,0
593,53196,53196,53196,0
594,53298,53301,53298,3
595,53333,53333,53333,0
596,53360,53362,53360,2
597,53371,53372,53371,1
598,53428,53428,53428,0
599,53514,53514,53514,0
600,53532,53533,53532,1
601,53571,53571,53571,0
602,53606,53609,53606,3
603,53645,53645,53645,0
604,53754,53754,53754,0
605,53887,53887,53887,0
606,53937,53939,53937,2
607,54015,54015,54015,0
608,54165,54166,54165,1
609,54213,54216,54213,3
610,54294,54296,54294,2
611,54312,54312,54312,0
612,54401,54401,54401,0
613,54449,54453,54449,4
614,54489,54489,54489,0
615,54538,54538,54538,0
616,54552,54553,54552,1
617,54643,54643,54643,0
618,54674,54674,54674,0
619,54720,54720,54720,0
620,54830,54831,54830,1
621,54852,54853,54852,1
622,54883,54883,54883,0
623,55075,55080,55075,5
624,55371,55371,55371,0
625,55393,55393,55393,0
626,55442,55442,55442,0
627,55664,55664,55664,0
628,56318,56318,56318,0
629,56376,56376,56376,0
630,56414,56415,56414,1
631,56609,56609,56609,0
632,56654,56658,56654,4
633,56825,56825,56825,0
634,57094,57094,57094,0
635,57106,57106,57106,0
636,57182,57187,57182,5
637,57235,57236,57235,1
638,57246,57249,57246,3
639,57327,57330,57327,3
640,57561,57567,57561,6
641,57611,57614,57611,3
642,57645,57645,57645,0
643,57759,57760,57759,1
644,57801,57801,57801,0
645,57839,57840,57839,1
