,Start_blink,End_blink,Blink_frame,No_of_frames
0,211,214,212,3
1,250,258,252,8
2,281,286,283,5
3,304,312,305,8
4,323,328,325,5
5,512,518,514,6
6,555,560,558,5
7,607,612,609,5
8,617,620,618,3
9,798,803,800,5
10,822,826,824,4
11,918,921,920,3
12,969,971,970,2
13,1046,1050,1047,4
14,1062,1064,1063,2
15,1110,1111,1110,1
16,1138,1139,1138,1
17,1207,1210,1209,3
18,1226,1229,1228,3
19,1306,1313,1309,7
20,1424,1426,1425,2
21,1642,1647,1643,5
22,1724,1727,1726,3
23,1798,1801,1800,3
24,2207,2210,2208,3
25,2569,2572,2571,3
26,3177,3181,3178,4
27,3783,3785,3784,2
28,3801,3803,3802,2
29,4183,4186,4184,3
30,5367,5369,5368,2
31,5645,5649,5647,4
32,5720,5723,5722,3
33,5754,5756,5754,2
34,5790,5792,5790,2
35,6557,6559,6558,2
36,6912,6915,6913,3
37,7021,7027,7023,6
38,7463,7464,7463,1
39,7775,7778,7776,3
40,8224,8227,8225,3
41,8271,8274,8273,3
42,8875,8878,8876,3
43,9623,9625,9623,2
44,9719,9722,9720,3
45,9801,9805,9801,4
46,9826,9829,9827,3
47,9838,9839,9838,1
48,10089,10091,10089,2
49,10352,10356,10353,4
50,10396,10404,10397,8
51,10549,10551,10550,2
52,10584,10586,10585,2
53,10729,10733,10730,4
54,10749,10753,10752,4
55,10956,10958,10956,2
56,10983,10988,10987,5
57,11045,11047,11046,2
58,11085,11088,11086,3
59,11817,11820,11818,3
60,12112,12117,12113,5
61,12574,12576,12574,2
62,12684,12686,12685,2
63,12699,12704,12700,5
64,13206,13211,13206,5
65,13450,13452,13451,2
66,13500,13503,13501,3
67,13846,13849,13847,3
68,13884,13887,13885,3
69,13912,13914,13913,2
