FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.20463364637534948,0.3933214615179619,0.2989775539466557,[0.42058417 0.44273794],[0.4315407  0.43504491],[0.44582361 0.43294781],[0.45860535 0.43400422],[0.44446233 0.44073522],[0.43127811 0.44310123],0.3679274320602417,0.49479275941848755,1663311844012
2,0.2529557857482662,0.38433465530697075,0.31864522052761846,[0.42258433 0.4363904 ],[0.43344796 0.42514116],[0.44971868 0.42298585],[0.46546859 0.42592445],[0.44857353 0.43389279],[0.43409029 0.43648851],0.36557087302207947,0.5046483874320984,1663311844036
3,0.16582906187904034,0.3215430186284775,0.24368604025375892,[0.41860905 0.43118736],[0.43654996 0.42393509],[0.45564672 0.42148939],[0.47178569 0.4218362 ],[0.45374262 0.43035433],[0.43460524 0.43255848],0.360449880361557,0.503768265247345,1663311844058
4,0.20650948403726063,0.2921577284565213,0.249333606246891,[0.43517858 0.42615092],[0.45294839 0.41820407],[0.47159517 0.41613537],[0.48716167 0.41753575],[0.46943459 0.42694107],[0.45115811 0.42879713],0.376670777797699,0.49363574385643005,1663311844076
5,0.13836667162656002,0.34680649953114345,0.24258658557885174,[0.42773843 0.44840893],[0.44548696 0.44222897],[0.46481606 0.44006127],[0.48149097 0.43975908],[0.46188581 0.44735688],[0.44282928 0.44892526],0.3698725700378418,0.5207886695861816,1663311844098
6,0.18708176115178926,0.31371631009870266,0.25039903562524596,[0.42417008 0.41683733],[0.44060823 0.40915656],[0.45843685 0.40727109],[0.47375384 0.40829888],[0.45622689 0.41645065],[0.43887678 0.4183791 ],0.36594146490097046,0.4858475625514984,1663311844117
7,0.2180253663289523,0.3177413451323579,0.26788335573065514,[0.44349027 0.42170286],[0.46219489 0.41238418],[0.48206496 0.41062254],[0.49840766 0.41325977],[0.47992417 0.42260757],[0.46049634 0.4243173 ],0.3863503634929657,0.48973432183265686,1663311844136
8,0.3107075703876322,0.2854307146953626,0.2980691425414974,[0.452685   0.40999615],[0.46820676 0.39570361],[0.48749506 0.39510617],[0.50377244 0.40047267],[0.48533955 0.4107075 ],[0.46727771 0.41222137],0.39755210280418396,0.47877076268196106,1663311844154
9,0.189161826572614,0.2941826121841751,0.24167221937839453,[0.4537912  0.41690674],[0.47302845 0.4092057 ],[0.49273184 0.40734977],[0.50933558 0.40933889],[0.49071616 0.41782743],[0.47073543 0.41949132],0.39075905084609985,0.4812946021556854,1663311844175
10,0.15635358359481855,0.3321783661977271,0.24426597489627283,[0.4425987  0.44135669],[0.4604893  0.43436015],[0.47988176 0.43209192],[0.49708542 0.43234831],[0.47722507 0.44058645],[0.4577429  0.44226611],0.37992268800735474,0.5091227293014526,1663311844194
