FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.1857971982439896,0.24829132070412369,0.21704425947405664,[0.47794017 0.3566646 ],[0.49302298 0.35255441],[0.50820643 0.35386208],[0.52060986 0.35842803],[0.50526923 0.36132511],[0.49010941 0.35984275],0.41890841722488403,0.39358770847320557,1663312665467
2,0.20786804371365208,0.28794190903805056,0.24790497637585132,[0.48282689 0.34745198],[0.49905851 0.34258389],[0.51570028 0.34473437],[0.52977753 0.35115814],[0.51158166 0.35371915],[0.49540833 0.35156658],0.4224258065223694,0.3926081359386444,1663312665488
3,0.14960123922809926,0.28051008968116103,0.21505566445463015,[0.48072052 0.35252798],[0.49713394 0.35181403],[0.51402229 0.35509756],[0.52902895 0.36050937],[0.50926191 0.36106551],[0.49279699 0.35732898],0.4162643253803253,0.39221978187561035,1663312665515
4,0.21278504138350784,0.33046625505883376,0.2716256482211708,[0.48161572 0.35049957],[0.4996672  0.34609571],[0.51744401 0.34935412],[0.5325284  0.35702604],[0.51180017 0.35890129],[0.49454242 0.35554963],0.419913649559021,0.3918922245502472,1663312665536
5,0.23207344490050433,0.25733271933892876,0.24470308211971653,[0.4821727 0.3485449],[0.49952736 0.34196982],[0.51687723 0.34405676],[0.53099215 0.34982249],[0.51176924 0.35411716],[0.49512762 0.35246953],0.4233437180519104,0.39976516366004944,1663312665554
6,0.2455728311962767,0.20720681217474674,0.22638982168551172,[0.48708683 0.35157126],[0.50354815 0.34436479],[0.52097368 0.34607938],[0.53528672 0.35130018],[0.51578844 0.35671893],[0.49947661 0.35548028],0.4234327971935272,0.40651723742485046,1663312665575
7,0.2097197603658455,0.18601908709461976,0.19786942373023264,[0.49016824 0.35293207],[0.50770521 0.34746456],[0.52587777 0.34944433],[0.54022795 0.35399526],[0.52116734 0.35880119],[0.50384885 0.35725883],0.42577019333839417,0.4093250334262848,1663312665599
8,0.21752484165717773,0.2376121072052549,0.2275684744312163,[0.49636307 0.35442239],[0.51440501 0.34910166],[0.53292149 0.35133588],[0.54740971 0.35644862],[0.52784318 0.36130792],[0.5102194  0.35931167],0.42957985401153564,0.4093618094921112,1663312665619
9,0.22338017182649045,0.22434088372211253,0.2238605277743015,[0.49855149 0.35398185],[0.51691246 0.34862131],[0.53490329 0.35121995],[0.54820979 0.35665548],[0.52988935 0.36096871],[0.51275629 0.35908073],0.4344063997268677,0.4085104465484619,1663312665638
10,0.209070441201962,0.25155105375126685,0.23031074747661442,[0.49923393 0.35560068],[0.51892114 0.35147336],[0.53779918 0.35457021],[0.55143148 0.36019611],[0.53162175 0.36370602],[0.51354647 0.36093548],0.431931734085083,0.40887340903282166,1663312665660
11,0.20411891317000186,0.2537989824382795,0.22895894780414067,[0.49967083 0.35914126],[0.51979119 0.35476255],[0.53864926 0.35766473],[0.552513   0.36364701],[0.53336865 0.36706042],[0.51481831 0.36443117],0.4339047372341156,0.4116312265396118,1663312665682
12,0.19843419802163928,0.25868435830845793,0.22855927816504862,[0.50050861 0.36020708],[0.52066129 0.35588205],[0.53956759 0.35861048],[0.55340791 0.36440501],[0.53437185 0.36773458],[0.51579088 0.36525217],0.43316370248794556,0.41379863023757935,1663312665705
13,0.21473232983609736,0.26750725743843623,0.2411197936372668,[0.49464217 0.36259583],[0.51404077 0.35763958],[0.53270173 0.36017746],[0.54701203 0.36588565],[0.52736133 0.37015682],[0.50910652 0.36771289],0.42605024576187134,0.4179065227508545,1663312665726
14,0.220605893808258,0.2603624723667055,0.24048418308748176,[0.4882904  0.36456054],[0.50677389 0.35894412],[0.52473938 0.36110646],[0.53854632 0.36639315],[0.51997703 0.37104875],[0.5025506 0.3692787],0.4225834310054779,0.42076462507247925,1663312665749
