FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411019
2,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411032
3,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411048
4,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411061
5,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411081
6,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411103
7,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411119
8,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411134
9,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411157
10,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411178
11,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411200
12,0,0,0,[0.43305579 0.39073613],[0.44981551 0.37993905],[0.46828043 0.37728882],[0.48298872 0.37920791],[0.46490678 0.38786569],[0.44730836 0.39068371],0.3815893232822418,0.45611897110939026,1663313411225
13,0.18723946040983316,0.40336860786288764,0.2953040341363604,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411259
14,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411290
15,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411318
16,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411338
17,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411363
18,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411388
19,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411413
20,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411439
21,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411466
22,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411492
23,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411520
24,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411546
25,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411572
26,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411593
27,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411612
28,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411636
29,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411655
30,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411674
31,0,0,0,[0.44094357 0.37161857],[0.46177238 0.35884216],[0.48424643 0.35360605],[0.49860889 0.35491931],[0.48252213 0.36473647],[0.46031943 0.36996618],0.39353370666503906,0.4368211627006531,1663313411699
32,0.2166749940358353,0.4719869682930765,0.34433098116445593,[0.42132702 0.39555749],[0.4400436  0.38473564],[0.45977065 0.3821173 ],[0.4740369  0.38410172],[0.45562747 0.39329422],[0.43663251 0.39567092],0.3739795684814453,0.4607267677783966,1663313411724
33,0,0,0,[0.42132702 0.39555749],[0.4400436  0.38473564],[0.45977065 0.3821173 ],[0.4740369  0.38410172],[0.45562747 0.39329422],[0.43663251 0.39567092],0.3739795684814453,0.4607267677783966,1663313411742
34,0,0,0,[0.42132702 0.39555749],[0.4400436  0.38473564],[0.45977065 0.3821173 ],[0.4740369  0.38410172],[0.45562747 0.39329422],[0.43663251 0.39567092],0.3739795684814453,0.4607267677783966,1663313411762
35,0,0,0,[0.42132702 0.39555749],[0.4400436  0.38473564],[0.45977065 0.3821173 ],[0.4740369  0.38410172],[0.45562747 0.39329422],[0.43663251 0.39567092],0.3739795684814453,0.4607267677783966,1663313411781
36,0.22803222139633872,0.4037343795390935,0.3158833004677161,[0.41727707 0.41611764],[0.43007773 0.40666229],[0.44622475 0.4038564 ],[0.46054238 0.40530849],[0.44495779 0.41400483],[0.42983466 0.4167704 ],0.37028148770332336,0.4807872772216797,1663313411811
37,0.21613700685529638,0.4295085460477845,0.32282277645154045,[0.40575647 0.41450113],[0.41838202 0.40518588],[0.43439919 0.40236357],[0.44949403 0.4033137 ],[0.43248686 0.41209942],[0.41714695 0.41469947],0.35913822054862976,0.48069465160369873,1663313411845
38,0.21166163447748826,0.3931776912151213,0.3024196628463048,[0.40129852 0.41159508],[0.41448697 0.40224737],[0.43047974 0.39933884],[0.44469422 0.40029609],[0.4288182  0.40877944],[0.41368568 0.41161034],0.3582015037536621,0.4784258306026459,1663313411866
39,0.218336844376825,0.435142622001536,0.3267397331891805,[0.41248563 0.40001595],[0.42506477 0.39018732],[0.44153157 0.38681072],[0.45712584 0.38841113],[0.44081664 0.39701775],[0.4254117  0.40009034],0.3643767833709717,0.4611207842826843,1663313411886
40,0.2202985225435529,0.39045084403172614,0.3053746832876395,[0.41797152 0.40075848],[0.43160757 0.39049199],[0.44868687 0.38765031],[0.46428418 0.39010778],[0.44778854 0.39809665],[0.43162432 0.40094495],0.36483702063560486,0.4596727788448334,1663313411905
41,0.20369927229577184,0.3224563180277124,0.2630777951617421,[0.41956419 0.40310666],[0.43447885 0.39360031],[0.45203525 0.39169103],[0.46794084 0.39427602],[0.44960067 0.40144864],[0.43273988 0.4034251 ],0.3650096654891968,0.4651537835597992,1663313411924
42,0.20457827134847756,0.33452565100735254,0.269551961177915,[0.42031029 0.40640381],[0.43464947 0.39665574],[0.45179313 0.39460599],[0.4676474  0.39722994],[0.44986689 0.40428942],[0.43345895 0.40643907],0.3652805685997009,0.46751338243484497,1663313411944
43,0.2080773227544871,0.3335849851699026,0.2708311539621948,[0.41871181 0.40462202],[0.43330872 0.39483029],[0.45071015 0.39314684],[0.4664146  0.39600724],[0.4486011  0.40295017],[0.43185878 0.40487137],0.36731600761413574,0.4658985733985901,1663313411964
44,0.20465170093748392,0.2838071253438412,0.24422941314066257,[0.42108014 0.39886272],[0.43490389 0.39039072],[0.45128244 0.38876921],[0.46620265 0.3910695 ],[0.44804737 0.39775378],[0.43271297 0.39931881],0.37131088972091675,0.4597786068916321,1663313411986
45,0.22092055534165203,0.32928122386399644,0.27510088960282425,[0.41800284 0.39760613],[0.43181005 0.38875121],[0.44825545 0.38733917],[0.46283421 0.38972998],[0.4454287  0.39704099],[0.43008542 0.39860794],0.36884796619415283,0.45994773507118225,1663313412005
46,0.21588331556331752,0.3199309679939339,0.26790714177862573,[0.4184047  0.39841458],[0.432926   0.38922456],[0.4500978  0.38720775],[0.46540263 0.38957396],[0.44750345 0.39736322],[0.4312945  0.39925921],0.36637386679649353,0.4608175754547119,1663313412027
47,0,0,0,[0.4184047  0.39841458],[0.432926   0.38922456],[0.4500978  0.38720775],[0.46540263 0.38957396],[0.44750345 0.39736322],[0.4312945  0.39925921],0.36637386679649353,0.4608175754547119,1663313412048
48,0,0,0,[0.4184047  0.39841458],[0.432926   0.38922456],[0.4500978  0.38720775],[0.46540263 0.38957396],[0.44750345 0.39736322],[0.4312945  0.39925921],0.36637386679649353,0.4608175754547119,1663313412068
49,0,0,0,[0.4184047  0.39841458],[0.432926   0.38922456],[0.4500978  0.38720775],[0.46540263 0.38957396],[0.44750345 0.39736322],[0.4312945  0.39925921],0.36637386679649353,0.4608175754547119,1663313412086
