FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.3179937064903556,0.7026651383835765,0.510329422436966,[0.31656602 0.3970246 ],[0.32585356 0.38607606],[0.33982402 0.38345069],[0.35284966 0.3852793 ],[0.33863193 0.39557445],[0.32650158 0.39813128],0.2776964604854584,0.46494412422180176,1663312020029
2,0.31715967020917224,0.754720656637618,0.5359401634233951,[0.32024154 0.39413041],[0.33006012 0.38431078],[0.34394252 0.38195962],[0.35649684 0.38331217],[0.34340501 0.39388254],[0.33087945 0.39634731],0.2774064242839813,0.45977839827537537,1663312020060
3,0.32613674785514085,0.719125338775991,0.522631043315566,[0.31982026 0.39540383],[0.3297565  0.38426167],[0.34354308 0.38198251],[0.35675043 0.38402915],[0.34294608 0.39436865],[0.3302739  0.39705598],0.2776559889316559,0.4584514796733856,1663312020084
4,0.32197468866306633,0.6706122559232309,0.49629347229314863,[0.32304281 0.3965981 ],[0.33324268 0.38582677],[0.34715393 0.38363308],[0.35999438 0.3855277 ],[0.34676126 0.39590192],[0.33380315 0.398379  ],0.2807959318161011,0.45828983187675476,1663312020108
5,0.2914778281037902,0.6431706953993489,0.46732426175156955,[0.32560539 0.40153521],[0.33694205 0.39232758],[0.35118443 0.39042771],[0.36311373 0.3918047 ],[0.34914336 0.40156144],[0.33610353 0.40356657],0.2901795208454132,0.46257853507995605,1663312020135
6,0.2841360393937194,0.4622913322115465,0.3732136858026329,[0.32938558 0.4009079 ],[0.34044799 0.39151853],[0.35485518 0.38917285],[0.36728367 0.39079526],[0.35389805 0.40012568],[0.34048119 0.40281388],0.2921472191810608,0.46158701181411743,1663312020160
7,0.28950724769416775,0.5335827338877112,0.4115449907909394,[0.33469626 0.40202436],[0.34742475 0.3922919 ],[0.36292076 0.39045635],[0.3754425  0.39282411],[0.36067864 0.40229255],[0.34621525 0.40437141],0.2956913709640503,0.46190741658210754,1663312020184
8,0.2695969850435149,0.43669318471274626,0.35314508487813057,[0.35354522 0.40039533],[0.36524659 0.39107388],[0.38019508 0.38913232],[0.39356571 0.39103538],[0.37900996 0.40006736],[0.36484092 0.40222856],0.30341237783432007,0.46054646372795105,1663312020203
9,0.27052425499505645,0.3086982427403208,0.28961124886768863,[0.35687402 0.40123254],[0.37077683 0.3914381 ],[0.38731185 0.38983184],[0.40086696 0.39228639],[0.38510299 0.4017978 ],[0.36941686 0.40348291],0.31154248118400574,0.4643326997756958,1663312020223
10,0.2729136761390239,0.3785046907569771,0.3257091834480005,[0.36869583 0.40146655],[0.38301077 0.39026955],[0.40027374 0.38874951],[0.41503373 0.39218038],[0.39857873 0.40145534],[0.38194636 0.4032028 ],0.31649249792099,0.4641634523868561,1663312020246
11,0.26792948792912846,0.3414396302680948,0.30468455909861164,[0.37106746 0.39872128],[0.38553545 0.38848314],[0.4027625  0.38709354],[0.41733503 0.39020538],[0.40058464 0.39957911],[0.38414335 0.40094087],0.3215421736240387,0.46286943554878235,1663312020269
12,0.2808775665477941,0.3649302043232531,0.3229038854355236,[0.37464574 0.39853084],[0.38956347 0.38803327],[0.40722483 0.38712293],[0.42177084 0.39092544],[0.40441731 0.40027791],[0.3876493  0.40125954],0.3233639895915985,0.46285322308540344,1663312020287
13,0.2771122200916125,0.33440716985934493,0.3057596949754787,[0.38938618 0.39892551],[0.40421388 0.38881993],[0.42100391 0.38856134],[0.43477097 0.39249894],[0.41789019 0.4007692 ],[0.40205553 0.40144232],0.33970075845718384,0.4618927538394928,1663312020307
14,0.30042022791825507,0.3718733645012598,0.3361467962097574,[0.38923314 0.40050212],[0.40370888 0.38968334],[0.42122197 0.38937393],[0.43560767 0.39353377],[0.41811424 0.40303415],[0.40183192 0.40372568],0.3389611840248108,0.4660393297672272,1663312020327
15,0.2963619846715011,0.34938295114877094,0.322872467910136,[0.39103827 0.39931175],[0.40611488 0.38938731],[0.42363587 0.38924617],[0.43752626 0.39312395],[0.41966486 0.40264946],[0.40336624 0.40292957],0.33906248211860657,0.4649340510368347,1663312020346
16,0.2802226458499063,0.35587235965038744,0.31804750275014687,[0.39605379 0.39362231],[0.41182697 0.38401765],[0.42995709 0.38359857],[0.44441622 0.38731894],[0.42628419 0.39693335],[0.40934885 0.39729068],0.34279972314834595,0.4600852131843567,1663312020365
17,0.2816678917291109,0.34863321000066694,0.3151505508648889,[0.40267491 0.37680355],[0.41790599 0.36604458],[0.43625313 0.36585325],[0.45188528 0.37053293],[0.43401593 0.37946105],[0.41654438 0.38013458],0.34462618827819824,0.43976983428001404,1663312020383
18,0.27927340939351847,0.3364317683146288,0.3078525888540736,[0.40932721 0.36843672],[0.42496076 0.35781986],[0.44358689 0.35792139],[0.45874211 0.36247692],[0.43963766 0.37119961],[0.42248598 0.37154603],0.3465699255466461,0.43195658922195435,1663312020405
19,0.285439709852853,0.35777469475239515,0.3216072023026241,[0.41149557 0.36883977],[0.42700988 0.3577958 ],[0.4458161  0.35764754],[0.46104479 0.36209753],[0.44148785 0.37125072],[0.42435768 0.37181935],0.3505711555480957,0.4364837408065796,1663312020426
20,0.27559296732277627,0.336883198377673,0.30623808285022464,[0.41095242 0.36946401],[0.42695296 0.35878634],[0.44570184 0.35846126],[0.46074253 0.36233702],[0.44189218 0.37172204],[0.42447999 0.37249118],0.352352499961853,0.4396612346172333,1663312020446
21,0.28180724694665016,0.312895576381962,0.2973514116643061,[0.41040373 0.37399709],[0.4262774  0.36356127],[0.44478908 0.36315584],[0.45944202 0.36682525],[0.44106108 0.37662244],[0.42388105 0.37731367],0.35553109645843506,0.44776418805122375,1663312020471
22,0.2732240112743178,0.3349063894116735,0.30406520034299567,[0.41622353 0.38035148],[0.43321449 0.36967024],[0.45242152 0.36958328],[0.46704352 0.37399355],[0.44784826 0.38290346],[0.43011087 0.383223  ],0.35798609256744385,0.45027023553848267,1663312020489
23,0.2759391489186339,0.354308418337183,0.3151237836279085,[0.41880453 0.37917104],[0.43516767 0.36853892],[0.45364857 0.3681775 ],[0.46843299 0.37204337],[0.44945517 0.38139892],[0.4321824  0.38201156],0.3631553053855896,0.45089009404182434,1663312020513
24,0.28635903299778087,0.3458310578681079,0.3160950454329444,[0.42278987 0.37389711],[0.43929479 0.36338881],[0.45815867 0.36347124],[0.47294876 0.36764988],[0.45379359 0.37726903],[0.43633774 0.37756065],0.3640557527542114,0.4417527914047241,1663312020534
25,0.2675168851107439,0.30645420424423825,0.28698554467749104,[0.42812791 0.36611018],[0.44571906 0.35549539],[0.46549737 0.35523337],[0.48060381 0.35940343],[0.46112782 0.3687745 ],[0.44268402 0.36924037],0.37098222970962524,0.43580111861228943,1663312020555
26,0.27788848159369234,0.31676053305304236,0.29732450732336735,[0.4334988  0.36279529],[0.45027789 0.35213608],[0.46935931 0.3521663 ],[0.48465115 0.35703331],[0.46495843 0.36588115],[0.4470574  0.36597165],0.37157246470451355,0.430052787065506,1663312020574
27,0.26252157049725283,0.32551974430767744,0.29402065740246514,[0.43087736 0.3620863 ],[0.44820496 0.35204589],[0.46733913 0.35204884],[0.48242459 0.35646546],[0.46263641 0.36494672],[0.4446494 0.3650656],0.3711392879486084,0.43069151043891907,1663312020598
28,0.2698996293290798,0.3114109383320264,0.29065528383055306,[0.43038476 0.36470109],[0.44772926 0.35447258],[0.46727493 0.35438818],[0.48277578 0.35904464],[0.46265694 0.36807132],[0.44437903 0.3680695 ],0.3687483072280884,0.4345763921737671,1663312020618
29,0.2703592341799925,0.32384077393587185,0.2971000040579322,[0.42699069 0.36887109],[0.44405541 0.35900605],[0.46337169 0.35887083],[0.47876665 0.36329818],[0.45855728 0.3724016 ],[0.4406313  0.37237054],0.3665672242641449,0.44109901785850525,1663312020638
30,0.2667653112917574,0.2821162821573974,0.27444079672457744,[0.42784068 0.37138939],[0.44457996 0.36113018],[0.46348035 0.36118346],[0.47886309 0.36582172],[0.45886904 0.37418631],[0.44124418 0.37430164],0.3669498860836029,0.4407307505607605,1663312020658
31,0.2711297573362462,0.289349255891176,0.2802395066137111,[0.42994273 0.37045971],[0.44727632 0.3600398 ],[0.46635318 0.35999519],[0.48127472 0.36460918],[0.4617717  0.37333322],[0.44376051 0.37350076],0.36994707584381104,0.4397177994251251,1663312020679
32,0.2693202573230098,0.3263242593958614,0.2978222583594356,[0.43297476 0.36706865],[0.45013288 0.35687459],[0.4690057  0.35675371],[0.48394167 0.36113977],[0.46460396 0.36995637],[0.44666588 0.37015021],0.37335434556007385,0.43357300758361816,1663312020697
33,0.27455179553888054,0.3064486690856403,0.2905002323122604,[0.43944329 0.36714771],[0.45629731 0.35669741],[0.47514123 0.35656607],[0.49024251 0.36118275],[0.47090042 0.37005642],[0.45309722 0.37026972],0.37817880511283875,0.4349637031555176,1663312020718
34,0.26327540035663716,0.3251131785854076,0.2941942894710224,[0.43894446 0.36666766],[0.45663235 0.35668761],[0.47587958 0.35676706],[0.49086785 0.361662  ],[0.47154319 0.36987612],[0.45340252 0.36995965],0.37783128023147583,0.4344019591808319,1663312020739
35,0.25759577144125584,0.30935603397539324,0.28347590270832457,[0.43943378 0.3695052 ],[0.45674324 0.35993823],[0.47582632 0.36006886],[0.49064931 0.36477312],[0.4720552  0.37277919],[0.45415041 0.37292209],0.37783342599868774,0.43766269087791443,1663312020759
36,0.25668741048641713,0.3303380161545356,0.29351271332047635,[0.43748516 0.36688933],[0.4546414  0.35728481],[0.47371012 0.35716248],[0.48862156 0.36153296],[0.47010928 0.36992013],[0.4521606  0.37018818],0.37639105319976807,0.4346238970756531,1663312020781
37,0.23837124007968416,0.3305109517379014,0.2844410959087928,[0.43915564 0.36291689],[0.45749131 0.35345966],[0.47737589 0.35309079],[0.49268812 0.35722569],[0.47430152 0.36559919],[0.45531973 0.36605823],0.37803053855895996,0.4317980408668518,1663312020804
38,0.2502088268773527,0.33810543379001523,0.29415713033368396,[0.43956518 0.36111441],[0.45963317 0.35092622],[0.48033261 0.35125482],[0.49499708 0.35581595],[0.47632959 0.3643814 ],[0.45649511 0.36471581],0.3801248073577881,0.4294324219226837,1663312020823
39,0.22922694244797592,0.3227689814322008,0.27599796194008835,[0.44224137 0.35841841],[0.46257564 0.35002688],[0.4831861  0.35043088],[0.49745584 0.35439709],[0.47859216 0.36229673],[0.45885196 0.36212292],0.3807685673236847,0.4271821677684784,1663312020843
40,0.2480850475594597,0.2676744701485614,0.25787975885401054,[0.45170283 0.35918081],[0.47031873 0.35076258],[0.48996055 0.35134953],[0.50457698 0.35608163],[0.48583248 0.36391655],[0.46721393 0.36343986],0.39093703031539917,0.42635685205459595,1663312020864
41,0.24559058049808644,0.25273828016284805,0.24916443033046726,[0.45008296 0.35946888],[0.4688724 0.3511017],[0.48854601 0.3519533 ],[0.50254226 0.35644171],[0.48374626 0.36393633],[0.46524149 0.36348155],0.3915655016899109,0.42706817388534546,1663312020885
42,0.22563353531786134,0.27757773645121037,0.2516056358845359,[0.44620124 0.3615953 ],[0.46495208 0.35447943],[0.48480898 0.3552241 ],[0.49916327 0.35891706],[0.48016623 0.36637083],[0.46146333 0.3658101 ],0.3879668414592743,0.4308018386363983,1663312020906
43,0.23902636838194388,0.27227020894414955,0.25564828866304673,[0.44486833 0.36407244],[0.46417058 0.35594594],[0.48414671 0.35636801],[0.49817494 0.36032844],[0.47944984 0.36833808],[0.46067309 0.36814192],0.38623008131980896,0.43228602409362793,1663312020929
44,0.2614723252013588,0.287978573579006,0.2747254493901824,[0.4483695 0.3639605],[0.46587795 0.35490915],[0.48536408 0.35542908],[0.50002933 0.36012214],[0.48022246 0.36820382],[0.46231163 0.36774188],0.38826748728752136,0.4331352412700653,1663312020949
