FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.21982706842158617,0.28597925586821604,0.2529031621449011,[0.41502559 0.36509264],[0.43235779 0.35540068],[0.4507823  0.35273266],[0.46577844 0.35404459],[0.44836497 0.3640888 ],[0.43023401 0.36642364],0.3567503094673157,0.43419089913368225,1663314003993
2,0.22895629497053813,0.27409159820200035,0.25152394658626925,[0.42574802 0.3546935 ],[0.44376227 0.34613341],[0.46239814 0.34467682],[0.47773427 0.34729362],[0.45898211 0.35640237],[0.44065517 0.35755026],0.3613523840904236,0.4186530113220215,1663314004012
3,0.21921502065228488,0.23356956468017406,0.22639229266622946,[0.42938015 0.35438079],[0.44788146 0.34648669],[0.46700343 0.34551683],[0.48185018 0.34818161],[0.46375504 0.35668227],[0.44504315 0.35766813],0.36750268936157227,0.42030996084213257,1663314004049
4,0.22141890268328346,0.22143830339894394,0.2214286030411137,[0.42970896 0.3550196 ],[0.44836062 0.34801769],[0.46718496 0.34725732],[0.48173824 0.34967571],[0.46359125 0.35849681],[0.44524696 0.35894442],0.3679770827293396,0.4209606647491455,1663314004072
5,0.21897197636206692,0.23458059392178904,0.226776285141928,[0.42963892 0.35620463],[0.4478136  0.34913674],[0.46652633 0.34820178],[0.48155576 0.3506974 ],[0.46342158 0.35942847],[0.44515806 0.36003399],0.3677387535572052,0.42266756296157837,1663314004095
6,0.1998207473287244,0.2679426536703451,0.23388170049953474,[0.42866316 0.35542765],[0.44779009 0.34935561],[0.4672325  0.34837291],[0.48222217 0.35025093],[0.46376234 0.35890359],[0.44463754 0.35928354],0.36637288331985474,0.420513391494751,1663314004119
7,0.21719438929654805,0.30138307695149824,0.2592887331240231,[0.42282987 0.35516351],[0.43927887 0.34736216],[0.45767418 0.34696132],[0.47255298 0.35017627],[0.45486894 0.35750085],[0.43749541 0.35801497],0.3644471764564514,0.4200447201728821,1663314004141
8,0.22364619070729558,0.34689309345707303,0.2852696420821843,[0.42101204 0.35159382],[0.43872494 0.34327894],[0.45782396 0.34261277],[0.47242618 0.34588608],[0.45491046 0.35392606],[0.4367058  0.35455561],0.3647456765174866,0.41805580258369446,1663314004162
9,0.23075472012786788,0.3151451487280268,0.27294993442794735,[0.42109028 0.34853098],[0.43851095 0.34019849],[0.45775375 0.33960479],[0.47271872 0.34306127],[0.45457283 0.35131118],[0.43642128 0.35184196],0.36257079243659973,0.4136231541633606,1663314004185
10,0.22470578627102986,0.28689624888134746,0.25580101757618867,[0.42405328 0.34864986],[0.44150433 0.34072471],[0.46021876 0.34021375],[0.47477931 0.34328923],[0.45674941 0.35120165],[0.43900242 0.35184801],0.3662487268447876,0.41572248935699463,1663314004211
