FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.21598850394143754,0.36686899612509605,0.2914287500332668,[0.41360399 0.39152604],[0.43166298 0.38296154],[0.44964975 0.38283324],[0.46353787 0.38612306],[0.44641331 0.39284408],[0.42885754 0.39377886],0.3525470495223999,0.45358189940452576,1663313774727
2,0.24742720205950022,0.4232366063666293,0.33533190421306475,[0.41660118 0.38421151],[0.43529463 0.37659967],[0.45410293 0.37810734],[0.46774477 0.3828606 ],[0.44872162 0.38942987],[0.43100083 0.38863802],0.3563119173049927,0.4432074725627899,1663313774756
3,0.2120910107804523,0.3566595154061621,0.2843752630933072,[0.41905224 0.37865686],[0.43823045 0.3729136 ],[0.45650533 0.3745479 ],[0.47043255 0.3791959 ],[0.45159745 0.38426322],[0.43366241 0.38282254],0.35478249192237854,0.4328508973121643,1663313774783
4,0.2198529219942001,0.350045472279408,0.28494919713680406,[0.41617131 0.37772942],[0.43527195 0.37234071],[0.45314369 0.37435514],[0.46665657 0.37944928],[0.44811952 0.38412267],[0.43039453 0.38245356],0.35192230343818665,0.4301478862762451,1663313774805
5,0.22001415879577024,0.40221446560092344,0.31111431219834684,[0.41072372 0.38030791],[0.43034333 0.37500212],[0.448668   0.37764722],[0.4616822  0.38324845],[0.44299784 0.38722351],[0.42526123 0.38512996],0.34718436002731323,0.4342828392982483,1663313774829
6,0.2320584008144412,0.4201389496272289,0.3260986752208351,[0.40504211 0.3844662 ],[0.42415965 0.37968916],[0.4418439  0.38308105],[0.45408654 0.38900733],[0.43494019 0.39210027],[0.418037   0.38942564],0.34146517515182495,0.4339016377925873,1663313774850
7,0.2323502090039465,0.5046444386173742,0.36849732381066036,[0.39621761 0.38596451],[0.41565531 0.38110518],[0.43302259 0.38408601],[0.44651511 0.39030617],[0.42752492 0.39402655],[0.40967482 0.39162469],0.33654478192329407,0.435025155544281,1663313774870
8,0.23296770951985138,0.4065152794669073,0.31974149449337935,[0.407388   0.38067946],[0.42594782 0.3755824 ],[0.44308725 0.37807059],[0.45628408 0.38345522],[0.43768671 0.38781953],[0.4205153  0.38591564],0.3482092320919037,0.436979204416275,1663313774891
9,0.21495125611067142,0.4110058617320055,0.31297855892133847,[0.41501021 0.37299553],[0.43565613 0.36674371],[0.45554802 0.36811072],[0.47024506 0.37253726],[0.44984686 0.37859207],[0.4303734  0.37731177],0.3512214124202728,0.43343475461006165,1663313774912
10,0.20623510333884904,0.3728461126587972,0.2895406079988231,[0.4149389 0.3709681],[0.43503931 0.36322558],[0.45468396 0.36378187],[0.46962702 0.36792353],[0.44978139 0.37394407],[0.43063512 0.37364194],0.355654776096344,0.43322786688804626,1663313774931
11,0.23791448400066595,0.32460222242852793,0.2812583532145969,[0.40925464 0.37903124],[0.42764071 0.36884403],[0.44684997 0.36845523],[0.46182886 0.37219822],[0.44291472 0.38031712],[0.42443275 0.38116229],0.3525095582008362,0.44685500860214233,1663313774951
12,0.24716701494459703,0.3393294009630137,0.29324820795380535,[0.40860227 0.38406608],[0.42630038 0.37266275],[0.44556499 0.37159193],[0.46123749 0.37511468],[0.44241878 0.3842164 ],[0.42386127 0.38582096],0.35286277532577515,0.45285865664482117,1663313774970
13,0.2427851637560103,0.35237545202390147,0.2975803078899559,[0.40626523 0.38480866],[0.42445222 0.37277383],[0.44487199 0.37104356],[0.46099728 0.37460741],[0.44178125 0.38414812],[0.42236465 0.38618213],0.35359784960746765,0.45320993661880493,1663313774992
14,0.24545928589290972,0.3346694077766865,0.2900643468347981,[0.41203204 0.38186023],[0.4298963  0.37075001],[0.44929248 0.36953846],[0.46503946 0.37295562],[0.44634104 0.38229257],[0.42754465 0.38383618],0.35676589608192444,0.44841691851615906,1663313775015
15,0.24443093699294874,0.36008201800018463,0.3022564774965667,[0.41695887 0.37235662],[0.43550617 0.36155146],[0.45546329 0.36096436],[0.47142306 0.36499152],[0.45145872 0.37371901],[0.43224174 0.37465009],0.35701698064804077,0.4371979236602783,1663313775036
