FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.20125362736107963,0.3526187425026297,0.2769361849318547,[0.46870664 0.33923942],[0.4862448  0.33416733],[0.50281048 0.33598289],[0.51526582 0.3410506 ],[0.49867442 0.34424761],[0.48224854 0.3427999 ],0.40967053174972534,0.3763766884803772,1663311919165
2,0.213843979475169,0.2574732988267455,0.23565863915095725,[0.47028086 0.33023155],[0.4848682  0.32621571],[0.5008235  0.32803997],[0.51470673 0.33257908],[0.49479872 0.33605266],[0.4799256  0.33373934],0.40584874153137207,0.3772219717502594,1663311919187
3,0.2057900264397977,0.2826735415060977,0.2442317839729477,[0.47054747 0.32257155],[0.48547655 0.31840661],[0.50185198 0.32053536],[0.51686478 0.32616293],[0.49671343 0.32906353],[0.48123008 0.32652721],0.40583276748657227,0.37093889713287354,1663311919208
4,0.23469049193494515,0.33316630216107507,0.2839283970480101,[0.47305882 0.31577832],[0.48981398 0.30934179],[0.50818425 0.31145561],[0.52363044 0.31765521],[0.50250435 0.32219362],[0.48548618 0.32011071],0.4059019386768341,0.36752888560295105,1663311919229
5,0.2788368229618062,0.37005717117017306,0.3244469970659896,[0.4699868  0.30809927],[0.48561573 0.29993534],[0.502545   0.30149585],[0.5167675  0.30678123],[0.49811959 0.31369418],[0.48244193 0.3126682 ],0.41002216935157776,0.3631245493888855,1663311919249
6,0.29815423000252167,0.34747064232010494,0.3228124361613133,[0.47205919 0.30719915],[0.49013898 0.29720521],[0.50852162 0.29879305],[0.52199221 0.30464301],[0.50282919 0.31258255],[0.48553592 0.3113724 ],0.4090026319026947,0.3630113899707794,1663311919271
7,0.29007660818488123,0.3926471965574739,0.3413619023711776,[0.47262985 0.30377266],[0.49080932 0.2933414 ],[0.50967896 0.29409701],[0.52439505 0.29994607],[0.5055567  0.30871928],[0.48723859 0.30782932],0.4110836982727051,0.3595477342605591,1663311919293
8,0.2920311368847126,0.36876727875867227,0.3303992078216924,[0.47105286 0.30447623],[0.49062362 0.29409063],[0.50990856 0.2951217 ],[0.52364141 0.30079478],[0.50446409 0.30962539],[0.48591042 0.30864474],0.4091103672981262,0.356433242559433,1663311919315
9,0.30219538668444124,0.3579302834815716,0.3300628350830064,[0.46775854 0.30479977],[0.48647779 0.29421198],[0.50566906 0.29524517],[0.51989913 0.30130225],[0.50053346 0.31024235],[0.48214617 0.30933589],0.40707993507385254,0.35876360535621643,1663311919340
10,0.25606657552075945,0.24307450718377507,0.24957054135226725,[0.46265697 0.31249189],[0.47737452 0.30355638],[0.49546114 0.30418485],[0.51173699 0.30955282],[0.49161607 0.31615353],[0.47533399 0.31599957],0.39151594042778015,0.3703499436378479,1663311919362
