FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0,0,0,[0.41170231 0.38087785],[0.4310683  0.37262049],[0.45081469 0.37321824],[0.46507499 0.37710273],[0.44671446 0.3851158 ],[0.42778313 0.38497892],0.35549256205558777,0.4454045295715332,1663314160222
2,0,0,0,[0.41170231 0.38087785],[0.4310683  0.37262049],[0.45081469 0.37321824],[0.46507499 0.37710273],[0.44671446 0.3851158 ],[0.42778313 0.38497892],0.35549256205558777,0.4454045295715332,1663314160248
3,0,0,0,[0.41170231 0.38087785],[0.4310683  0.37262049],[0.45081469 0.37321824],[0.46507499 0.37710273],[0.44671446 0.3851158 ],[0.42778313 0.38497892],0.35549256205558777,0.4454045295715332,1663314160270
4,0.19781800115488096,0.34394848516242066,0.2708832431586508,[0.40116423 0.37131202],[0.41967285 0.36595756],[0.43868169 0.36730224],[0.45199326 0.37122852],[0.43370315 0.3762868 ],[0.41580212 0.37500221],0.3341575562953949,0.42841923236846924,1663314160295
5,0.19695407855247968,0.28076267774864966,0.23885837815056465,[0.3930698  0.37489706],[0.41130397 0.36991221],[0.42994198 0.37183785],[0.44335872 0.37612978],[0.42507058 0.38051701],[0.40730089 0.37892562],0.3266729712486267,0.4333879351615906,1663314160317
6,0,0,0,[0.3930698  0.37489706],[0.41130397 0.36991221],[0.42994198 0.37183785],[0.44335872 0.37612978],[0.42507058 0.38051701],[0.40730089 0.37892562],0.3266729712486267,0.4333879351615906,1663314160334
7,0.24041494274802622,0.3620733001374533,0.30124412144273977,[0.37784961 0.38831311],[0.3949379  0.38241789],[0.41221759 0.38403264],[0.4241845  0.38875133],[0.40676335 0.39399943],[0.39053738 0.39241046],0.3133138418197632,0.43929898738861084,1663314160357
8,0,0,0,[0.37784961 0.38831311],[0.3949379  0.38241789],[0.41221759 0.38403264],[0.4241845  0.38875133],[0.40676335 0.39399943],[0.39053738 0.39241046],0.3133138418197632,0.43929898738861084,1663314160371
9,0,0,0,[0.37784961 0.38831311],[0.3949379  0.38241789],[0.41221759 0.38403264],[0.4241845  0.38875133],[0.40676335 0.39399943],[0.39053738 0.39241046],0.3133138418197632,0.43929898738861084,1663314160388
10,0,0,0,[0.37784961 0.38831311],[0.3949379  0.38241789],[0.41221759 0.38403264],[0.4241845  0.38875133],[0.40676335 0.39399943],[0.39053738 0.39241046],0.3133138418197632,0.43929898738861084,1663314160408
11,0,0,0,[0.37784961 0.38831311],[0.3949379  0.38241789],[0.41221759 0.38403264],[0.4241845  0.38875133],[0.40676335 0.39399943],[0.39053738 0.39241046],0.3133138418197632,0.43929898738861084,1663314160423
12,0,0,0,[0.37784961 0.38831311],[0.3949379  0.38241789],[0.41221759 0.38403264],[0.4241845  0.38875133],[0.40676335 0.39399943],[0.39053738 0.39241046],0.3133138418197632,0.43929898738861084,1663314160439
13,0,0,0,[0.37784961 0.38831311],[0.3949379  0.38241789],[0.41221759 0.38403264],[0.4241845  0.38875133],[0.40676335 0.39399943],[0.39053738 0.39241046],0.3133138418197632,0.43929898738861084,1663314160457
14,0.2572796499167814,0.3601718432334838,0.30872574657513263,[0.37821096 0.39241999],[0.39368001 0.38829124],[0.40876415 0.39166725],[0.41927889 0.39744496],[0.40267226 0.40050951],[0.38859329 0.39753607],0.31366005539894104,0.4372270703315735,1663314160481
15,0,0,0,[0.37821096 0.39241999],[0.39368001 0.38829124],[0.40876415 0.39166725],[0.41927889 0.39744496],[0.40267226 0.40050951],[0.38859329 0.39753607],0.31366005539894104,0.4372270703315735,1663314160498
16,0.20090019580500146,0.32831908146630906,0.26460963863565523,[0.39238197 0.39974314],[0.40950394 0.39586896],[0.42646691 0.39781243],[0.43820524 0.40170136],[0.42075145 0.40537938],[0.4047547  0.40344989],0.33068403601646423,0.4471421539783478,1663314160522
17,0.19491128715557415,0.31170546889770684,0.2533083780266405,[0.38950762 0.39504376],[0.40845165 0.39252967],[0.42637071 0.39597234],[0.43917504 0.40176418],[0.42051002 0.40395415],[0.40320402 0.40061089],0.3276294469833374,0.4420795142650604,1663314160539
18,0.20719516884414574,0.36617169501804625,0.286683431931096,[0.40015173 0.39217907],[0.4179095  0.38767159],[0.43578953 0.39035305],[0.44933963 0.39563298],[0.43109757 0.39937371],[0.41403326 0.39717686],0.3408297300338745,0.4479907155036926,1663314160562
19,0.22324947019123953,0.3537618990165576,0.2885056846038986,[0.40918458 0.38479608],[0.42803922 0.37977099],[0.4466458  0.38213515],[0.46007058 0.38685298],[0.44137743 0.39220935],[0.4235965  0.39023763],0.35090428590774536,0.44557198882102966,1663314160584
20,0.22997473818147743,0.37553033254523405,0.3027525353633557,[0.4166975  0.37921849],[0.43492556 0.37342963],[0.45370254 0.37550586],[0.46793467 0.38063461],[0.44879565 0.38624972],[0.43107468 0.38454565],0.3546116054058075,0.43952685594558716,1663314160608
21,0.2361115725929978,0.4189395685690497,0.3275255705810237,[0.42402127 0.37706423],[0.44350123 0.37139893],[0.4623453  0.37367165],[0.4759835  0.37866399],[0.45702329 0.38465562],[0.4388634  0.38283855],0.36230307817459106,0.43597403168678284,1663314160629
22,0.23242202073256996,0.39946905005837463,0.3159455353954723,[0.42629346 0.37750104],[0.44575065 0.37165621],[0.46498731 0.37365571],[0.47892997 0.3782936 ],[0.46000609 0.38464087],[0.44159964 0.38335007],0.36544913053512573,0.43776267766952515,1663314160653
