FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0,0,0,[0.41663688 0.34479034],[0.43242902 0.33447441],[0.45055678 0.33262438],[0.46635017 0.33552063],[0.44850355 0.34542912],[0.43098032 0.34710431],0.35813596844673157,0.41370999813079834,1663312120750
2,0.22508618898142765,0.42253225692180274,0.3238092229516152,[0.42890602 0.37650266],[0.44242659 0.36771432],[0.45968503 0.36675715],[0.47534207 0.37079376],[0.45722285 0.377013  ],[0.44135064 0.37817347],0.3697742521762848,0.4371698796749115,1663312120784
3,0.16718933081464785,0.3013353628985971,0.23426234685662245,[0.43222868 0.37937069],[0.44786575 0.37376925],[0.46648315 0.37318927],[0.48261553 0.37438971],[0.46299121 0.38116926],[0.44569743 0.38169795],0.3723263442516327,0.441904753446579,1663312120806
4,0.19669771862575391,0.2308513640973277,0.2137745413615408,[0.4298605  0.38595515],[0.44787124 0.37781021],[0.46649089 0.37637821],[0.48191956 0.37861016],[0.46444139 0.38643366],[0.44608304 0.38807607],0.3642953038215637,0.4463311433792114,1663312120825
5,0.1982604178250121,0.26301140223790453,0.23063591003145834,[0.42917314 0.38951206],[0.44725779 0.38126245],[0.46620917 0.37925726],[0.48237327 0.38125324],[0.46483576 0.38990986],[0.44599053 0.39179334],0.36528828740119934,0.4551272690296173,1663312120846
6,0.18820342947594654,0.24479372821427506,0.2164985788451108,[0.43564039 0.39158213],[0.45374292 0.38380262],[0.47279653 0.38225859],[0.4889887  0.38454032],[0.47072962 0.39213675],[0.45192114 0.39380077],0.3683878481388092,0.458336740732193,1663312120867
7,0.2172966761375577,0.26623212951034847,0.2417644028239531,[0.43937385 0.3848412 ],[0.45436379 0.37655675],[0.47191793 0.3757146 ],[0.48754007 0.37834257],[0.4689655  0.38589981],[0.45249826 0.38690788],0.3736731708049774,0.4525233507156372,1663312120888
8,0.24816730933345754,0.34364559215750945,0.2959064507454835,[0.43905401 0.38851342],[0.45532048 0.37864986],[0.47433743 0.3783288 ],[0.49038726 0.3829101 ],[0.47006503 0.39056778],[0.45252568 0.39100423],0.36976635456085205,0.45250654220581055,1663312120910
9,0.24757090863536918,0.34044579461834035,0.2940083516268548,[0.4347682  0.39482862],[0.4512651  0.38500896],[0.47054157 0.38458508],[0.48704019 0.3893128 ],[0.46642363 0.39709997],[0.44843885 0.3975451 ],0.36760589480400085,0.4580444097518921,1663312120931
10,0.25538758507077314,0.33560244570970577,0.2954950153902395,[0.43074861 0.39888069],[0.44652614 0.38879102],[0.46532589 0.38834736],[0.48153287 0.39283928],[0.46098191 0.40088105],[0.44376281 0.40134767],0.36553749442100525,0.4635823667049408,1663312120952
11,0.2471764604283253,0.29693561981344463,0.27205604012088497,[0.42476165 0.40167683],[0.43967646 0.39100435],[0.45821777 0.39012325],[0.47499645 0.3946462 ],[0.45514673 0.40228224],[0.43796965 0.40342253],0.36168980598449707,0.4656069874763489,1663312120973
12,0.23002119664835485,0.33396165802224126,0.28199142733529803,[0.42266852 0.40497231],[0.43769959 0.39588514],[0.45551836 0.39500922],[0.47168913 0.39939186],[0.45266929 0.4061403 ],[0.43560913 0.40689576],0.3611530661582947,0.46724918484687805,1663312120993
13,0.2570665256772124,0.33636518373412594,0.2967158547056692,[0.42704681 0.39615995],[0.44404969 0.3858583 ],[0.46335378 0.3853955 ],[0.47861928 0.39022735],[0.45903692 0.39815119],[0.44124383 0.39878079],0.36674144864082336,0.4572558104991913,1663312121016
14,0.23849408661242297,0.3439191554725482,0.29120662104248557,[0.43272871 0.39596045],[0.45023814 0.38613579],[0.46978247 0.3853375 ],[0.4851414  0.39023229],[0.46570814 0.39735073],[0.44741878 0.39827648],0.37064048647880554,0.4557683765888214,1663312121040
15,0.22115576437821347,0.4114857006103002,0.31632073249425685,[0.43702224 0.39814258],[0.45361498 0.38959786],[0.47225627 0.38907728],[0.48804867 0.39385957],[0.46866697 0.40000534],[0.45080882 0.40038538],0.3739636540412903,0.4569089412689209,1663312121061
16,0.28664585828455635,0.309152255688453,0.29789905698650465,[0.44726172 0.38453543],[0.46355438 0.3724401 ],[0.48257264 0.37193751],[0.49823478 0.37667283],[0.4792791  0.38627189],[0.46153274 0.38716209],0.39173632860183716,0.45062384009361267,1663312121082
17,0.27643881881995946,0.262726218041857,0.2695825184309082,[0.44927156 0.38031515],[0.46690467 0.36684385],[0.48711056 0.36561063],[0.50278628 0.37023932],[0.48596743 0.3802138 ],[0.46658519 0.38229966],0.39775973558425903,0.443559467792511,1663312121098
18,0.2911943065537813,0.25411265961429486,0.2726534830840381,[0.44517958 0.3800326 ],[0.46188238 0.36553586],[0.48216224 0.36364207],[0.49809557 0.3678109 ],[0.48162362 0.37893921],[0.46239477 0.38185015],0.39587289094924927,0.44799911975860596,1663312121118
19,0.2847829100881607,0.3098140066466709,0.2972984583674158,[0.43847373 0.37096405],[0.45405445 0.35773724],[0.47335714 0.35566774],[0.48943213 0.3592211 ],[0.47190076 0.37028813],[0.45378914 0.37282699],0.39055782556533813,0.4395449459552765,1663312121138
20,0.26483098766737595,0.27640101535048506,0.2706160015089305,[0.4426783  0.37091205],[0.4590075  0.35845372],[0.47809258 0.35601875],[0.49377814 0.35911712],[0.47684798 0.36977568],[0.45849395 0.37240845],0.38859641551971436,0.43878892064094543,1663312121157
21,0.1320696144953427,0.14786343296452786,0.1399665237299353,[0.44183367 0.37413883],[0.45862293 0.3692832 ],[0.47705531 0.36713403],[0.49282631 0.36623511],[0.47513235 0.3738437 ],[0.45692071 0.37571186],0.3831360936164856,0.43817681074142456,1663312121180
22,0.18486880941752543,0.22865294284240956,0.2067608761299675,[0.43252185 0.38231984],[0.45019183 0.37425733],[0.46935797 0.37253422],[0.48483741 0.37380573],[0.46727908 0.38189676],[0.44887468 0.38417721],0.3700483739376068,0.44928133487701416,1663312121200
23,0.20724950140161627,0.2983665072473566,0.2528080043244864,[0.43828502 0.3907488 ],[0.45546645 0.38186195],[0.47405559 0.37998319],[0.49055469 0.38210621],[0.47276491 0.39078468],[0.454402   0.39289227],0.37157681584358215,0.454486608505249,1663312121220
24,0.20947105835618804,0.29306931350740684,0.25127018593179745,[0.44790012 0.39232293],[0.46505058 0.38536882],[0.48384038 0.38435996],[0.49908388 0.38644558],[0.4811258  0.39499563],[0.46321103 0.3958154 ],0.38109976053237915,0.45890891551971436,1663312121243
25,0.22051179472709936,0.2972273167795924,0.2588695557533459,[0.45597771 0.39158604],[0.47369131 0.3837302 ],[0.49273595 0.38311005],[0.50837946 0.38645586],[0.48940763 0.39438757],[0.4709636 0.3948634],0.38407596945762634,0.4552820920944214,1663312121266
26,0.19770266098404074,0.32419912348189833,0.2609508922329695,[0.45105928 0.38892329],[0.4688746  0.38150367],[0.4878158  0.38048518],[0.50387228 0.38355607],[0.48540998 0.3907584 ],[0.46675628 0.39172542],0.38145148754119873,0.4525288939476013,1663312121288
27,0.22138522529058596,0.262050902751312,0.24171806402094898,[0.44362798 0.39111957],[0.46047512 0.38292688],[0.47877786 0.38210389],[0.49404562 0.38512519],[0.47564772 0.39293411],[0.45813552 0.39388713],0.37731948494911194,0.45646438002586365,1663312121308
28,0.228530842423898,0.2795816940868422,0.2540562682553701,[0.42437285 0.38871083],[0.44024569 0.3797383 ],[0.45823091 0.37809831],[0.47424194 0.38079154],[0.45608142 0.38955763],[0.43876263 0.39106128],0.3611772060394287,0.45524609088897705,1663312121334
29,0.2252881458104545,0.2752500329907885,0.2502690894006215,[0.42381561 0.38997984],[0.43956229 0.38020563],[0.45726657 0.37761509],[0.47293803 0.37940028],[0.45592672 0.38892913],[0.43865201 0.39141655],0.3616938889026642,0.4563332498073578,1663312121357
30,0.23536754274559887,0.37412613217791696,0.3047468374617579,[0.44371462 0.38938802],[0.4596118  0.37950355],[0.47745553 0.37776995],[0.49289387 0.38089544],[0.47560373 0.38939464],[0.4581967 0.3911396],0.37483251094818115,0.4549308121204376,1663312121376
31,0.2110792403137827,0.34757303173763404,0.2793261360257084,[0.44787157 0.39524436],[0.46567649 0.38681671],[0.48485577 0.3854506 ],[0.50045049 0.38795587],[0.48194242 0.39634135],[0.46340293 0.39771733],0.38148555159568787,0.4621947407722473,1663312121398
32,0.2125343170469869,0.28888128723781237,0.2507078021423996,[0.4470703  0.39713022],[0.46478397 0.38875967],[0.48362595 0.3880879 ],[0.49885124 0.39144123],[0.48016864 0.39862806],[0.46199635 0.39945248],0.38237905502319336,0.46008166670799255,1663312121418
33,0.2072063347613655,0.3145500274412904,0.26087818110132793,[0.43626612 0.40108758],[0.45489052 0.39285105],[0.47451127 0.39210448],[0.49005494 0.39542922],[0.47130889 0.40287256],[0.45231235 0.40372929],0.3731718957424164,0.4643715023994446,1663312121443
34,0.2395866544722752,0.29403811024709564,0.2668123823596854,[0.42326725 0.39451781],[0.43995979 0.38483542],[0.45828563 0.38414079],[0.47352976 0.38749796],[0.45427299 0.39569616],[0.43713471 0.39658657],0.36355113983154297,0.4593467116355896,1663312121466
35,0.26828672904217366,0.3722545646963165,0.3202706468692451,[0.41261223 0.38974774],[0.42660767 0.37734419],[0.4450978 0.37509  ],[0.4622747  0.37874523],[0.44315833 0.38862905],[0.42611113 0.39095157],0.35098546743392944,0.4583883285522461,1663312121491
36,0.27044365173423723,0.3848440265100112,0.32764383912212425,[0.42049858 0.38850397],[0.43439072 0.37582293],[0.45295024 0.37311262],[0.4699339 0.3769632],[0.45129472 0.38677686],[0.43429831 0.38951635],0.36385446786880493,0.4569525718688965,1663312121510
37,0.22418420448602822,0.27773361588083145,0.25095891018342986,[0.43221807 0.38561499],[0.44745201 0.37520123],[0.46490291 0.37301472],[0.48038897 0.37536007],[0.4633207  0.38381368],[0.4465628  0.38633382],0.36927664279937744,0.44845324754714966,1663312121529
38,0.19945850202712972,0.28250825952778297,0.24098338077745635,[0.43533954 0.38809705],[0.45216596 0.37897599],[0.47038218 0.37684861],[0.48679742 0.37909377],[0.46904075 0.38716111],[0.45091793 0.389341  ],0.3679332733154297,0.4513930678367615,1663312121549
39,0.20799011205079582,0.2614785431147472,0.23473432758277152,[0.42273924 0.38553959],[0.4403336  0.37599799],[0.45875311 0.37374756],[0.47464919 0.37616658],[0.45735475 0.38460869],[0.4389869 0.3869071],0.35767999291419983,0.44926151633262634,1663312121570
40,0.18649293297408823,0.2788084130800861,0.23265067302708714,[0.42321679 0.38101479],[0.4397178 0.3709518],[0.45778394 0.36730799],[0.47442853 0.36854377],[0.45771191 0.37725985],[0.43961728 0.38065863],0.3544148802757263,0.4453665018081665,1663312121590
41,0.20796777387461646,0.24577173128694388,0.22686975258078018,[0.43653494 0.37721443],[0.45262325 0.36702266],[0.47020394 0.36421263],[0.48645461 0.3661333 ],[0.46974269 0.37473041],[0.4521465  0.37775296],0.37327125668525696,0.445271760225296,1663312121614
42,0.2510200334826958,0.3011337556553436,0.27607689456901974,[0.44430751 0.37634107],[0.45900497 0.36591679],[0.47577542 0.36378375],[0.49074048 0.36611429],[0.4741891 0.3755568],[0.4581964  0.37787998],0.3821290135383606,0.44646212458610535,1663312121634
43,0.20718168181450555,0.23962625242565438,0.22340396712007998,[0.44885424 0.37947482],[0.46482942 0.37103346],[0.48233953 0.36948544],[0.49837944 0.37162456],[0.48099694 0.37951568],[0.46380183 0.38164175],0.381894052028656,0.441418319940567,1663312121658
44,0.21080170202869192,0.28567420398059584,0.24823795300464388,[0.43344182 0.38889596],[0.45118803 0.38010225],[0.47024575 0.37849101],[0.48639604 0.38071454],[0.46886703 0.38942495],[0.4504298  0.39164743],0.36613377928733826,0.4512864351272583,1663312121680
45,0.21349675558254858,0.25554406492151394,0.23452041025203124,[0.42652023 0.3940137 ],[0.44323826 0.38539773],[0.4617362  0.38358688],[0.47740015 0.38506797],[0.46010485 0.39428997],[0.44234586 0.39659417],0.36632537841796875,0.45826008915901184,1663312121697
46,0.2082201965683605,0.2610803287991024,0.23465026268373146,[0.4228549  0.40229231],[0.43933797 0.39253008],[0.45781383 0.39017236],[0.47428194 0.3919059 ],[0.4574458  0.40088597],[0.43930167 0.40365881],0.362291544675827,0.4658071994781494,1663312121720
47,0.18665740420718135,0.2783056441509646,0.23248152417907297,[0.41774362 0.39626804],[0.43285218 0.38681167],[0.45066994 0.38356835],[0.46753654 0.38463098],[0.45102915 0.39300132],[0.43363687 0.39642924],0.3587051033973694,0.4592559337615967,1663312121740
48,0.22352872879756125,0.28950470719637866,0.25651671799696996,[0.42106092 0.3972086 ],[0.43609351 0.38667247],[0.45413631 0.38349488],[0.47056904 0.38502419],[0.4546847  0.39461589],[0.43738076 0.39826009],0.36325132846832275,0.46287012100219727,1663312121762
49,0.19870936840335862,0.28051549215475496,0.2396124302790568,[0.42743343 0.39589208],[0.4420951  0.38747692],[0.45955446 0.38493225],[0.47575405 0.3861154 ],[0.45978066 0.3945502 ],[0.44304168 0.39740393],0.36636969447135925,0.4594053626060486,1663312121789
50,0.20415864039029966,0.2858439054465546,0.2450012729184271,[0.4301219  0.40036967],[0.44495082 0.39079937],[0.46238723 0.38787097],[0.47845173 0.38905519],[0.46221688 0.39787126],[0.44540066 0.40105525],0.36780744791030884,0.464229017496109,1663312121812
51,0.21299123821543134,0.26989552209722667,0.241443380156329,[0.4206641  0.39935225],[0.43761492 0.38896239],[0.45651734 0.38628072],[0.47242391 0.38829219],[0.45581838 0.39732942],[0.43748796 0.40043741],0.36327749490737915,0.46492648124694824,1663312121830
52,0.19864480949403535,0.3566432216831968,0.27764401558861607,[0.41635206 0.39012724],[0.43135396 0.379785  ],[0.4496865  0.37670669],[0.46727851 0.37841749],[0.45005611 0.38683963],[0.43240127 0.39035407],0.3533923327922821,0.45397815108299255,1663312121852
53,0.19208653643378162,0.3084061970744278,0.2502463667541047,[0.43407017 0.39384457],[0.45008415 0.38509184],[0.46814871 0.38310754],[0.4850648  0.38517886],[0.4675568  0.39278129],[0.45006183 0.3952716 ],0.3686639070510864,0.4586654305458069,1663312121871
54,0.20545225432609104,0.3244109986909655,0.2649316265085283,[0.43599346 0.39812788],[0.45350668 0.3878597 ],[0.47308156 0.38523456],[0.48984903 0.38784963],[0.47252849 0.39641848],[0.4535076  0.39919102],0.3743445575237274,0.4619120657444,1663312121893
55,0.19120531070806787,0.29723734065719454,0.24422132568263122,[0.44322273 0.39616865],[0.46116897 0.38833323],[0.48073184 0.3865197 ],[0.4971883  0.38853076],[0.47935149 0.39694542],[0.46024984 0.39861822],0.37641245126724243,0.4610113501548767,1663312121911
56,0.2046736161922176,0.304976922202177,0.2548252691971973,[0.44342107 0.40066156],[0.46226183 0.39217219],[0.48244864 0.39033234],[0.49887329 0.39299977],[0.4804647  0.40182137],[0.46064213 0.40331084],0.3746824264526367,0.4661082923412323,1663312121930
