FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,NOSE_x,NOSE_y,TIMESTAMP
1,0.2399443278810452,0.3899771726844853,0.31496075028276527,[0.43934631 0.33928543],[0.45688739 0.32975838],[0.47560558 0.3287091 ],[0.48975939 0.33261693],[0.47163174 0.34043154],[0.45411873 0.34146103],0.3731691241264343,0.3923934996128082,1663314396135
2,0.25723865021361825,0.34494194455447375,0.301090297384046,[0.42958561 0.3344878 ],[0.44542703 0.32489297],[0.46227601 0.32514355],[0.47629926 0.32950243],[0.45903462 0.33646736],[0.4428204  0.33700669],0.3667101263999939,0.39134183526039124,1663314396157
3,0.2211585854676114,0.29230918564208036,0.2567338855548459,[0.42318809 0.33979025],[0.44091704 0.33091915],[0.45897228 0.33072731],[0.47420877 0.33454674],[0.45636222 0.34152555],[0.43856579 0.34225485],0.35987162590026855,0.3966270983219147,1663314396175
4,0.22703328350156876,0.276830035554145,0.2519316595278569,[0.41989335 0.34439197],[0.43719736 0.33488971],[0.45468521 0.33469635],[0.46969953 0.33831072],[0.4519465  0.34543085],[0.43447348 0.34627327],0.35708487033843994,0.4069044291973114,1663314396200
5,0.2195338995692312,0.3158590818031203,0.26769649068617574,[0.41798988 0.3433688 ],[0.43492505 0.33429956],[0.45206493 0.33388907],[0.46707016 0.33747613],[0.4495149  0.34417632],[0.43245307 0.34512669],0.35443007946014404,0.4056190848350525,1663314396224
6,0.21249041871139449,0.28022521936381745,0.24635781903760595,[0.4204092  0.34105384],[0.43774402 0.3322314 ],[0.4556486  0.33201581],[0.47140241 0.33563656],[0.45369381 0.34229589],[0.43570945 0.34337601],0.3589956760406494,0.4034042954444885,1663314396250
7,0.2169575697958815,0.25914510308771277,0.23805133644179713,[0.42279136 0.33760297],[0.44079891 0.32837099],[0.45944923 0.32815683],[0.47512043 0.33187914],[0.4575527  0.33898473],[0.43896237 0.34007686],0.3607695698738098,0.40100204944610596,1663314396268
8,0.21837830732100844,0.29189105633293766,0.2551346818269731,[0.42606822 0.33482006],[0.44378603 0.32583633],[0.46197873 0.32559749],[0.47784716 0.32957149],[0.46001431 0.33648047],[0.44184336 0.33734536],0.36178797483444214,0.39703258872032166,1663314396288
9,0.21648232575625886,0.2545296117609837,0.2355059687586213,[0.42558771 0.33050811],[0.44388878 0.32140493],[0.4624449  0.32132161],[0.47798443 0.325315  ],[0.46039134 0.33215046],[0.44182044 0.33299708],0.35980820655822754,0.39330947399139404,1663314396311
10,0.23098032590804185,0.2343796473634728,0.23267998663575734,[0.42738122 0.33136952],[0.44550413 0.3219634 ],[0.4638994  0.32195634],[0.47930163 0.32623267],[0.46157655 0.33341661],[0.44316348 0.33414963],0.36395227909088135,0.39269140362739563,1663314396333
11,0.22513011265235716,0.2739861515783507,0.24955813211535394,[0.42491513 0.32903147],[0.44290188 0.31955859],[0.46108964 0.31946132],[0.4768649 0.323856 ],[0.45919472 0.3306492 ],[0.44090891 0.33155364],0.36070379614830017,0.39079275727272034,1663314396355
12,0.22598499498168106,0.3069279666931948,0.2664564808374379,[0.42697808 0.3264184 ],[0.44505358 0.31703976],[0.46372822 0.31708229],[0.47958106 0.32126433],[0.46195704 0.32842833],[0.4433029  0.32932097],0.36316853761672974,0.3869210481643677,1663314396375
13,0.22200211204126954,0.30098393257235634,0.26149302230681293,[0.42813241 0.32457912],[0.44719282 0.31511012],[0.46657443 0.31518185],[0.48191711 0.31925753],[0.46453205 0.32653552],[0.44530308 0.32742733],0.36650967597961426,0.3845073878765106,1663314396395
14,0.21970347599068132,0.21710247893371687,0.2184029774621991,[0.43095022 0.32198948],[0.44970012 0.3123523 ],[0.46882731 0.31223223],[0.4843787  0.31653845],[0.46751085 0.3234399 ],[0.44837373 0.32459465],0.36784112453460693,0.3823620676994324,1663314396414
15,0.22761466304231542,0.25549495256905985,0.24155480780568764,[0.43357453 0.32201967],[0.45256436 0.31185526],[0.47184715 0.31182867],[0.48747241 0.31640971],[0.47026098 0.32349628],[0.45101213 0.324655  ],0.3700742721557617,0.3786679208278656,1663314396433
