FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663658579755
2,0,0,0,0,0,0,0,0,0,1663658579769
3,0,0,0,0,0,0,0,0,0,1663658579781
4,0,0,0,0,0,0,0,0,0,1663658579792
5,0,0,0,0,0,0,0,0,0,1663658579804
6,0,0,0,0,0,0,0,0,0,1663658579817
7,0,0,0,0,0,0,0,0,0,1663658579833
8,0,0,0,0,0,0,0,0,0,1663658579848
9,0,0,0,0,0,0,0,0,0,1663658579860
10,0,0,0,0,0,0,0,0,0,1663658579873
11,0,0,0,0,0,0,0,0,0,1663658579888
12,0,0,0,0,0,0,0,0,0,1663658579903
13,0,0,0,0,0,0,0,0,0,1663658579918
14,0,0,0,0,0,0,0,0,0,1663658579934
15,0,0,0,0,0,0,0,0,0,1663658579951
16,0,0,0,0,0,0,0,0,0,1663658579968
17,0,0,0,0,0,0,0,0,0,1663658579985
18,0,0,0,0,0,0,0,0,0,1663658580002
19,0,0,0,0,0,0,0,0,0,1663658580019
20,0,0,0,0,0,0,0,0,0,1663658580036
21,0,0,0,0,0,0,0,0,0,1663658580053
22,0,0,0,0,0,0,0,0,0,1663658580070
23,0,0,0,0,0,0,0,0,0,1663658580087
24,0,0,0,0,0,0,0,0,0,1663658580103
25,0,0,0,0,0,0,0,0,0,1663658580120
26,0,0,0,0,0,0,0,0,0,1663658580140
27,0,0,0,0,0,0,0,0,0,1663658580157
28,0,0,0,0,0,0,0,0,0,1663658580174
29,0,0,0,0,0,0,0,0,0,1663658580191
30,0,0,0,0,0,0,0,0,0,1663658580208
31,0,0,0,0,0,0,0,0,0,1663658580225
32,0,0,0,0,0,0,0,0,0,1663658580243
33,0,0,0,0,0,0,0,0,0,1663658580259
34,0,0,0,0,0,0,0,0,0,1663658580275
35,0,0,0,0,0,0,0,0,0,1663658580293
36,0,0,0,0,0,0,0,0,0,1663658580309
37,0,0,0,0,0,0,0,0,0,1663658580327
38,0,0,0,0,0,0,0,0,0,1663658580356
39,0,0,0,0,0,0,0,0,0,1663658580371
