FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663658071874
2,0,0,0,0,0,0,0,0,0,1663658071888
3,0,0,0,0,0,0,0,0,0,1663658071900
4,0,0,0,0,0,0,0,0,0,1663658071913
5,0,0,0,0,0,0,0,0,0,1663658071930
6,0,0,0,0,0,0,0,0,0,1663658071945
7,0,0,0,0,0,0,0,0,0,1663658071956
8,0,0,0,0,0,0,0,0,0,1663658071968
9,0,0,0,0,0,0,0,0,0,1663658071979
10,0,0,0,0,0,0,0,0,0,1663658071991
11,0,0,0,0,0,0,0,0,0,1663658072005
12,0,0,0,0,0,0,0,0,0,1663658072018
13,0,0,0,0,0,0,0,0,0,1663658072034
14,0,0,0,0,0,0,0,0,0,1663658072051
15,0,0,0,0,0,0,0,0,0,1663658072068
16,0,0,0,0,0,0,0,0,0,1663658072086
17,0,0,0,0,0,0,0,0,0,1663658072104
18,0,0,0,0,0,0,0,0,0,1663658072123
19,0,0,0,0,0,0,0,0,0,1663658072141
20,0,0,0,0,0,0,0,0,0,1663658072158
21,0,0,0,0,0,0,0,0,0,1663658072175
22,0,0,0,0,0,0,0,0,0,1663658072192
23,0,0,0,0,0,0,0,0,0,1663658072210
24,0,0,0,0,0,0,0,0,0,1663658072227
25,0,0,0,0,0,0,0,0,0,1663658072245
26,0,0,0,0,0,0,0,0,0,1663658072263
27,0,0,0,0,0,0,0,0,0,1663658072281
28,0,0,0,0,0,0,0,0,0,1663658072299
29,0,0,0,0,0,0,0,0,0,1663658072320
30,0,0,0,0,0,0,0,0,0,1663658072338
31,0,0,0,0,0,0,0,0,0,1663658072354
32,0,0,0,0,0,0,0,0,0,1663658072370
33,0,0,0,0,0,0,0,0,0,1663658072388
34,0,0,0,0,0,0,0,0,0,1663658072404
35,0,0,0,0,0,0,0,0,0,1663658072422
36,0,0,0,0,0,0,0,0,0,1663658072439
37,0,0,0,0,0,0,0,0,0,1663658072458
38,0,0,0,0,0,0,0,0,0,1663658072476
39,0,0,0,0,0,0,0,0,0,1663658072493
