FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663658712593
2,0,0,0,0,0,0,0,0,0,1663658712605
3,0,0,0,0,0,0,0,0,0,1663658712624
4,0.3272477719940117,0.2342073054311365,0.2807275387125741,[0.67395502 0.4671686 ],[0.68316174 0.46037284],[0.69273025 0.46051711],[0.69833326 0.46686542],[0.69266647 0.46840283],[0.68386626 0.46841273],1663658712643
5,0.252259662203808,0.23003271342498047,0.24114618781439423,[0.67174    0.46602997],[0.68311447 0.46220922],[0.69543976 0.46245408],[0.70141333 0.46728855],[0.69598782 0.47003502],[0.68419665 0.469513  ],1663658712663
6,0.26847431685175055,0.22676882366193382,0.24762157025684217,[0.66911083 0.46606767],[0.67962569 0.46091142],[0.69110459 0.46086398],[0.69732952 0.46690497],[0.69134998 0.46863803],[0.68056089 0.46823266],1663658712681
7,0.3151609553355822,0.20628994913362422,0.2607254522346032,[0.66393071 0.46472138],[0.67475426 0.45836538],[0.68645644 0.45857123],[0.69298065 0.46444535],[0.68575978 0.46783301],[0.67488468 0.46738812],1663658712700
8,0.2814787508399024,0.19462792688566116,0.2380533388627818,[0.65619367 0.4647072 ],[0.66827172 0.45846623],[0.68117952 0.45852652],[0.6876294  0.46417242],[0.68082619 0.46741244],[0.66870892 0.46726197],1663658712720
9,0.2449963858518729,0.21190466040069675,0.22845052312628483,[0.64906734 0.46477371],[0.66073  0.459328],[0.67358637 0.4585903 ],[0.67978138 0.46271601],[0.67445487 0.46595946],[0.6622203  0.46684492],1663658712739
10,0.24215690868601225,0.1924273033553258,0.217292106020669,[0.65065932 0.4670516 ],[0.66203678 0.46140239],[0.67481345 0.46087426],[0.68099654 0.46524468],[0.67542088 0.4681412 ],[0.66351724 0.46867982],1663658712758
11,0.24226438176633683,0.18381296052609206,0.21303867114621444,[0.65456337 0.46831456],[0.66643679 0.46269104],[0.67930663 0.46226212],[0.68511122 0.46652073],[0.67968005 0.46955842],[0.66757989 0.47012463],1663658712776
12,0.25510334189859385,0.18751593922924586,0.22130964056391986,[0.66118968 0.47504953],[0.67239666 0.46907333],[0.68443686 0.46853521],[0.69000345 0.47324952],[0.6843707  0.47590595],[0.67313343 0.47639495],1663658712796
13,0.25038166693638086,0.18275336445545598,0.21656751569591842,[0.66081691 0.47792625],[0.67267346 0.47205812],[0.68497086 0.47224   ],[0.69024915 0.47721675],[0.68458515 0.47945356],[0.67293423 0.47957259],1663658712820
14,0.25850135863301493,0.17997010650134115,0.21923573256717804,[0.65647006 0.47820732],[0.66857272 0.47193971],[0.68124956 0.47210002],[0.68668425 0.47705808],[0.68069595 0.47966897],[0.66861802 0.47998253],1663658712838
