FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0.1877627922595681,0.21514575989596985,0.20145427607776897,[0.65171933 0.45523494],[0.66588259 0.45121673],[0.68159044 0.45221281],[0.69294351 0.457932  ],[0.67910731 0.45953277],[0.66476905 0.45892084],1663658828915
2,0.15165680804088089,0.1956516395237179,0.1736542237822994,[0.6598106  0.45552775],[0.6731323  0.45165792],[0.68546319 0.45303133],[0.6943444  0.45760089],[0.68442678 0.4577654 ],[0.67207575 0.45720544],1663658828935
3,0.1825534033453834,0.23780979341282432,0.21018159837910386,[0.67525464 0.45529979],[0.68874341 0.45149162],[0.70146412 0.45354497],[0.70887071 0.45908436],[0.70037097 0.45925081],[0.68798137 0.45798847],1663658828957
4,0.2604627707449499,0.2475829174310181,0.254022844087984,[0.68305194 0.44955528],[0.69661295 0.44378042],[0.70969713 0.44556892],[0.7159189  0.45259792],[0.70718515 0.45374852],[0.69470936 0.45220587],1663658828976
5,0.2854339429292402,0.24631501149659057,0.26587447721291535,[0.69215512 0.45057777],[0.70537984 0.44443464],[0.71811843 0.4461956 ],[0.72441995 0.45421547],[0.71549225 0.45502529],[0.70333666 0.45353171],1663658828996
6,0.29227109644567284,0.2573454697229851,0.274808283084329,[0.70138907 0.45375404],[0.71415532 0.44830781],[0.72543424 0.45044154],[0.73147726 0.45830509],[0.7219578  0.45868754],[0.71105653 0.45658582],1663658829022
7,0.27551234911944017,0.25578261316481216,0.26564748114212616,[0.70830816 0.4537245 ],[0.72184289 0.44973624],[0.73304093 0.4528352 ],[0.73835641 0.45913774],[0.72931772 0.46002388],[0.71804261 0.45759371],1663658829040
8,0.27597258914210787,0.25993550967386186,0.26795404940798484,[0.70654792 0.45139584],[0.7206831  0.44773343],[0.7322889  0.45099494],[0.73883212 0.45837289],[0.72803915 0.45895365],[0.71633327 0.45584947],1663658829057
9,0.26377051575657195,0.2588022014079294,0.2612863585822507,[0.70322257 0.45232409],[0.7170347  0.44855702],[0.72904497 0.45158628],[0.73507857 0.45904413],[0.72564155 0.45948017],[0.71369535 0.45645928],1663658829078
10,0.24825101677584077,0.2442425976061217,0.24624680719098124,[0.69666123 0.44802493],[0.71064192 0.44459108],[0.72314495 0.44759753],[0.72973251 0.45508522],[0.71947169 0.45524976],[0.70711613 0.45210695],1663658829096
