FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663658037478
2,0,0,0,0,0,0,0,0,0,1663658037608
3,0,0,0,0,0,0,0,0,0,1663658037632
4,0,0,0,0,0,0,0,0,0,1663658037646
5,0,0,0,0,0,0,0,0,0,1663658037656
6,0.11702880107368749,0.19422991261187866,0.15562935684278306,[0.64470458 0.45408517],[0.65631664 0.45088854],[0.66837585 0.45004684],[0.67441493 0.45158374],[0.66833854 0.45348474],[0.65639079 0.4544282 ],1663658037676
7,0.23164915350975612,0.19548108098135186,0.213565117245554,[0.64313859 0.44824451],[0.65374738 0.44301921],[0.66538644 0.44174662],[0.67187119 0.44499195],[0.66630495 0.44847125],[0.65500605 0.44950798],1663658037699
8,0.2419961233249133,0.2087229524095473,0.2253595378672303,[0.64088184 0.45030132],[0.65043408 0.44435322],[0.66133004 0.44343537],[0.66817254 0.44795829],[0.6620543  0.45007887],[0.65172505 0.45079944],1663658037717
9,0.14230811346882896,0.20906854917349096,0.17568833132115996,[0.6441015  0.45337611],[0.65370315 0.44969755],[0.66404617 0.44920537],[0.67145503 0.45160159],[0.66457903 0.45301655],[0.65442646 0.45358419],1663658037740
10,0.22078198100046506,0.22320410070781452,0.2219930408541398,[0.65783268 0.45458102],[0.66804922 0.44944853],[0.67880356 0.44923609],[0.68600971 0.45341662],[0.67952389 0.4552536 ],[0.66915804 0.45574373],1663658037760
11,0.24708249507649127,0.23534236379378795,0.2412124294351396,[0.65126967 0.45154852],[0.66311467 0.44542819],[0.67621362 0.44434246],[0.68231869 0.44898313],[0.67680132 0.45201933],[0.66452044 0.452995  ],1663658037782
12,0.2255081053165523,0.23765187736128254,0.23157999133891743,[0.64596367 0.45061263],[0.65718192 0.44431543],[0.66975236 0.44333354],[0.67652524 0.44775161],[0.67023879 0.45021507],[0.65839988 0.45115313],1663658037802
13,0.2625649095466568,0.24852032912335698,0.2555426193350069,[0.64448595 0.4491179 ],[0.65419239 0.44198117],[0.66596752 0.44025043],[0.67351282 0.44459665],[0.66638201 0.44818616],[0.65524745 0.44938651],1663658037823
14,0.22740851109493296,0.24351511840981716,0.23546181475237504,[0.63753474 0.45190257],[0.6481874  0.44553199],[0.66017622 0.44404516],[0.66724455 0.44702575],[0.6603567  0.45085916],[0.64871454 0.45238873],1663658037847
15,0.12995478881665506,0.22997149433155284,0.17996314157410395,[0.63023061 0.47219643],[0.64317781 0.46643007],[0.65686631 0.46540982],[0.66789764 0.4685961 ],[0.6561029  0.47029975],[0.64264649 0.47128657],1663658037867
16,0.21166407538322884,0.29959056905647813,0.2556273222198535,[0.59745586 0.47335431],[0.60912877 0.46379578],[0.62375557 0.46268502],[0.6368047  0.46806788],[0.62325627 0.47074723],[0.60970205 0.4725064 ],1663658037886
17,0.17357457539131094,0.277765154946339,0.22566986516882498,[0.58357012 0.46750191],[0.59682959 0.45927271],[0.61193454 0.45794392],[0.62495661 0.46129259],[0.61191154 0.46481615],[0.59726894 0.46691591],1663658037906
