FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663658344769
2,0,0,0,0,0,0,0,0,0,1663658344787
3,0,0,0,0,0,0,0,0,0,1663658344800
4,0,0,0,0,0,0,0,0,0,1663658344813
5,0,0,0,0,0,0,0,0,0,1663658344827
6,0,0,0,0,0,0,0,0,0,1663658344842
7,0,0,0,0,0,0,0,0,0,1663658344860
8,0,0,0,0,0,0,0,0,0,1663658344877
9,0,0,0,0,0,0,0,0,0,1663658344896
10,0,0,0,0,0,0,0,0,0,1663658344915
11,0,0,0,0,0,0,0,0,0,1663658344932
12,0,0,0,0,0,0,0,0,0,1663658344949
13,0,0,0,0,0,0,0,0,0,1663658344965
14,0,0,0,0,0,0,0,0,0,1663658344982
15,0,0,0,0,0,0,0,0,0,1663658344999
16,0,0,0,0,0,0,0,0,0,1663658345016
17,0,0,0,0,0,0,0,0,0,1663658345035
18,0,0,0,0,0,0,0,0,0,1663658345053
19,0,0,0,0,0,0,0,0,0,1663658345070
20,0,0,0,0,0,0,0,0,0,1663658345089
21,0,0,0,0,0,0,0,0,0,1663658345107
22,0,0,0,0,0,0,0,0,0,1663658345125
23,0,0,0,0,0,0,0,0,0,1663658345142
24,0,0,0,0,0,0,0,0,0,1663658345159
25,0,0,0,0,0,0,0,0,0,1663658345176
26,0,0,0,0,0,0,0,0,0,1663658345195
27,0,0,0,0,0,0,0,0,0,1663658345211
28,0,0,0,0,0,0,0,0,0,1663658345229
29,0,0,0,0,0,0,0,0,0,1663658345247
30,0,0,0,0,0,0,0,0,0,1663658345265
31,0,0,0,0,0,0,0,0,0,1663658345284
32,0,0,0,0,0,0,0,0,0,1663658345301
33,0,0,0,0,0,0,0,0,0,1663658345321
34,0,0,0,0,0,0,0,0,0,1663658345337
35,0,0,0,0,0,0,0,0,0,1663658345351
36,0,0,0,0,0,0,0,0,0,1663658345366
37,0,0,0,0,0,0,0,0,0,1663658345379
38,0,0,0,0,0,0,0,0,0,1663658345390
39,0,0,0,0,0,0,0,0,0,1663658345403
40,0,0,0,0,0,0,0,0,0,1663658345417
41,0,0,0,0,0,0,0,0,0,1663658345429
42,0,0,0,0,0,0,0,0,0,1663658345442
43,0,0,0,0,0,0,0,0,0,1663658345453
44,0,0,0,0,0,0,0,0,0,1663658345467
45,0,0,0,0,0,0,0,0,0,1663658345479
46,0,0,0,0,0,0,0,0,0,1663658345491
47,0,0,0,0,0,0,0,0,0,1663658345503
48,0,0,0,0,0,0,0,0,0,1663658345516
49,0,0,0,0,0,0,0,0,0,1663658345527
50,0,0,0,0,0,0,0,0,0,1663658345538
51,0,0,0,0,0,0,0,0,0,1663658345550
52,0,0,0,0,0,0,0,0,0,1663658345562
53,0,0,0,0,0,0,0,0,0,1663658345574
54,0,0,0,0,0,0,0,0,0,1663658345586
55,0,0,0,0,0,0,0,0,0,1663658345598
56,0,0,0,0,0,0,0,0,0,1663658345613
57,0,0,0,0,0,0,0,0,0,1663658345628
58,0,0,0,0,0,0,0,0,0,1663658345646
59,0,0,0,0,0,0,0,0,0,1663658345664
