FN,EAR_L,EAR_R,EAR,P1,P2,P3,P4,P5,P6,TIMESTAMP
1,0,0,0,0,0,0,0,0,0,1663658232296
2,0,0,0,0,0,0,0,0,0,1663658232309
3,0,0,0,0,0,0,0,0,0,1663658232322
4,0,0,0,0,0,0,0,0,0,1663658232333
5,0,0,0,0,0,0,0,0,0,1663658232346
6,0.2898322785147846,0.27827976629178985,0.2840560224032872,[0.70801461 0.4650546 ],[0.71864241 0.46363056],[0.72789228 0.46662849],[0.7308262  0.47045627],[0.72450262 0.47238287],[0.71540767 0.4697369 ],1663658232375
7,0.26504695420984264,0.26143648967493544,0.26324172194238904,[0.70886523 0.46995547],[0.71994436 0.46725002],[0.72932643 0.4695636 ],[0.73249584 0.47357631],[0.72674388 0.4750405 ],[0.71711683 0.47323292],1663658232404
8,0.28859099958886103,0.24488408950662563,0.26673754454774334,[0.70560658 0.4703947 ],[0.71629095 0.46781659],[0.72472    0.46987039],[0.72649384 0.47253707],[0.72160709 0.47470739],[0.71266735 0.47305173],1663658232433
9,0.24079660378299977,0.21506406665088232,0.22793033521694106,[0.69613314 0.47021133],[0.70793396 0.46780679],[0.71829414 0.46944302],[0.72278261 0.47286552],[0.71684229 0.47542971],[0.7060771  0.47428334],1663658232455
10,0.1961955611642085,0.18762140142367895,0.19190848129394372,[0.68407238 0.46900189],[0.69704682 0.46601263],[0.70880401 0.46807435],[0.71387064 0.4715921 ],[0.707012   0.47325188],[0.6951769  0.47198451],1663658232476
11,0.20628996292628848,0.1948760146847131,0.2005829888055008,[0.67182761 0.46786457],[0.68520623 0.46405476],[0.69760835 0.46633181],[0.70346785 0.47110397],[0.69645512 0.47224075],[0.68405575 0.4710629 ],1663658232496
12,0.2015434709675067,0.21801860195940279,0.20978103646345475,[0.65418053 0.4683716 ],[0.66805518 0.46248192],[0.68201405 0.46319607],[0.68988055 0.46774063],[0.68150234 0.46990567],[0.66792864 0.47014424],1663658232512
13,0.20373055832453668,0.23741371065060488,0.2205721344875708,[0.6458649  0.46688232],[0.66038013 0.46011055],[0.67437696 0.46035442],[0.68228889 0.46448886],[0.67256463 0.46734923],[0.6591475  0.46765813],1663658232536
14,0.2281234417896166,0.2548106218763814,0.241467031832999,[0.64354712 0.46384844],[0.65685898 0.45698896],[0.66928679 0.45763236],[0.67743737 0.4625273 ],[0.66745913 0.464766  ],[0.65544814 0.46497533],1663658232555
15,0,0,0,0,0,0,0,0,0,1663658232570
16,0,0,0,0,0,0,0,0,0,1663658232583
17,0,0,0,0,0,0,0,0,0,1663658232595
18,0,0,0,0,0,0,0,0,0,1663658232614
19,0,0,0,0,0,0,0,0,0,1663658232630
20,0,0,0,0,0,0,0,0,0,1663658232643
21,0,0,0,0,0,0,0,0,0,1663658232654
22,0,0,0,0,0,0,0,0,0,1663658232666
