FN,EAR,MAR,MOEAR,MINUTE,TIMESTAMP
1,0.4772767848420366,4.084236628455376,8.557375422747889,1,1662610273603
2,0.43549505394518245,3.552472114495971,8.157319083911192,1,1662610273656
3,0.4480176024868303,4.045475365600556,9.02972415178592,1,1662610273720
4,0.44077241959056707,3.9550566084938783,8.973012903501823,1,1662610273778
5,0.46079762266270535,3.9576899694321708,8.588781223659048,1,1662610273831
6,0.42757108907212105,3.912182757370373,9.149783176080179,1,1662610273888
7,0.4327840672609322,4.270485670181193,9.867474320875244,1,1662610273938
8,0.4417047691867609,5.088389487380518,11.519888039128357,1,1662610274005
9,0.3998237860719409,5.547742370248341,13.875468552664165,1,1662610274064
10,0.4567391854832017,5.184772161625664,11.351713026637942,1,1662610274124
11,0.46741459449088246,4.944757898006281,10.578954864240412,1,1662610274181
12,0.428687009818983,5.77298668793698,13.46667045118693,1,1662610274239
13,0.4463327412750353,6.724744451255541,15.066661773557135,1,1662610274299
14,0.43512801712857263,5.5487705441745305,12.752041527436205,1,1662610274357
15,0.3535692859527244,5.504500763151635,15.568379330006735,1,1662610274421
16,0.37321105722246134,5.07457541359118,13.59706609808819,1,1662610274471
17,0.3357346308818919,6.3455989948020965,18.90063881147374,1,1662610274528
18,0.3212446526177263,4.9619943230067705,15.446153835006957,1,1662610274587
19,0.38590085912932925,5.381923091225176,13.946387948883784,1,1662610274641
20,0.37987812361657036,4.74508535539443,12.491072953134509,1,1662610274705
21,0.4147128619653079,4.247784639568529,10.242712558849624,1,1662610274764
22,0.38100396275033,4.395328585992211,11.536175514459014,1,1662610274823
23,0.4585320696717897,4.761725357037272,10.384716079827617,1,1662610274878
24,0.4626883039615226,4.860004877104492,10.503842080064018,1,1662610274941
25,0.47353233471928446,4.573780703527769,9.658856150212339,1,1662610275004
26,0.4324989470001946,5.178789706775444,11.974109400023842,1,1662610275054
27,0.4463230912246352,4.884411370498178,10.943667192069713,1,1662610275113
28,0.45357693050048453,5.641713627774711,12.438272867073612,1,1662610275171
29,0.43988464493045165,6.836841133519787,15.5423500508883,1,1662610275230
30,0.42360816177746663,8.051007726926102,19.00578991005259,1,1662610275288
31,0.45427372302682334,7.22926479014369,15.913896014004811,1,1662610275339
32,0.4873482196176354,7.175282599278178,14.723112366980175,1,1662610275404
33,0.485125267498933,6.768380571968706,13.95182033470065,1,1662610275458
34,0.484054810741268,6.246266701267795,12.904048390103668,1,1662610275510
35,0.4999786540415726,6.004287587593298,12.009087866167281,1,1662610275572
36,0.5171344014210036,6.5426337650128685,12.651708621655695,1,1662610275625
37,0.5048744596745832,7.197237601627698,14.255499488460313,1,1662610275693
38,0.441355292006837,4.746527364971277,10.754436280550475,1,1662610275753
39,0.4637754618538099,5.9934349196459165,12.923139347840596,1,1662610275810
40,0.4930046884366175,5.981500955309111,12.132746595731646,1,1662610275871
41,0.4579834487180162,6.236111205855209,13.616455405345507,1,1662610275920
42,0.4483297570303574,6.206102550291205,13.842718340623053,1,1662610275975
43,0.46540897435064865,6.863494586328553,14.747233002768562,1,1662610276030
44,0.47770186464356545,7.125586724728027,14.916388760686004,1,1662610276088
45,0.4599561460304853,6.970486182402646,15.154675598009405,1,1662610276147
46,0.46013774267795315,6.384701494092923,13.875630929413948,1,1662610276196
47,0.4895743698463343,6.823456523976077,13.93752807386097,1,1662610276261
48,0.49384748440653053,6.233683031297783,12.62268863997346,1,1662610276323
49,0.5007650127476413,6.573579765423567,13.127074771767848,1,1662610276377
50,0.5091758535815746,6.748245979293543,13.25327179563988,1,1662610276437
51,0.5333026360578341,6.441526991372681,12.078558319134444,1,1662610276490
52,0.5056798870456989,5.801314015568842,11.472305235356474,1,1662610276542
53,0.4792999141868407,5.864421125241341,12.23538947464796,1,1662610276596
54,0.4994095949589443,5.304081351734456,10.620703737521294,1,1662610276660
55,0.49658505784170553,5.417749346490785,10.910012818423908,1,1662610276720
56,0.5143059053979566,5.118229121675312,9.951721471514038,1,1662610276775
57,0.4793945034013654,5.73815919465172,11.969597385741274,1,1662610276839
58,0.482784671171695,4.898565744709249,10.146481521090278,1,1662610276894
59,0.4964430184539685,6.289634623165043,12.669398882377946,1,1662610276950
60,0.45207283532921305,7.392041780385989,16.351439862567457,1,1662610277010
61,0.3489018488090386,9.530805507429177,27.316580694433608,1,1662610277059
62,0.37963149525396683,9.263829140726816,24.40216171877277,1,1662610277123
63,0.3866801562324058,9.204862716532318,23.804848964113724,1,1662610277172
64,0.3596821156121802,9.687223740768353,26.932736770302476,1,1662610277223
65,0.36325734867812953,9.004529878267856,24.788293784103114,1,1662610277280
66,0.35917967369702597,8.88545125687887,24.738179545131764,1,1662610277341
67,0.35434063911360325,8.659848375652258,24.439331591530685,1,1662610277394
68,0.3797167967874933,7.49066469692148,19.726977474513973,1,1662610277460
69,0.3945291154733932,8.095442120799714,20.51925144000092,1,1662610277511
70,0.3963701275795414,9.733460848662915,24.5564944767682,1,1662610277569
71,0.3389428676095688,8.5354243353153,25.18248693507641,1,1662610277626
72,0.3941474156071499,8.173648021487162,20.737540569424684,1,1662610277685
73,0.42160123188888243,7.235615184791805,17.16222495929241,1,1662610277745
74,0.39573500129781747,7.010306361218346,17.714648282886188,1,1662610277804
75,0.4052569148678601,6.88585015962543,16.991320584549833,1,1662610277859
76,0.40462651571579145,7.206142937804347,17.809369030243985,1,1662610277920
77,0.3884411535588048,6.495871992536478,16.722924265420527,1,1662610277971
78,0.3847301664108918,6.494461952514211,16.880563364969216,1,1662610278028
79,0.4241782299203657,6.849675131860937,16.148106264545635,1,1662610278086
