FN,EAR,MAR,MOEAR,MINUTE,TIMESTAMP,NOSE_x,NOSE_y
1,0.27785747938755523,4.16335008764453,14.983761087955077,1,1662702126661,0.3169490694999695,0.43851009011268616
2,0.24129794300668694,2.815391246862536,11.667696838942863,1,1662702126709,0.30427229404449463,0.43033674359321594
3,0.2318914671712733,2.8654776273794336,12.356977435754517,1,1662702126735,0.31842321157455444,0.4237377345561981
4,0.22810951601430984,3.62624159308468,15.896932563116732,1,1662702126756,0.32887890934944153,0.4184516668319702
5,0.25509051477816125,3.3768625766135605,13.237899416018035,1,1662702126776,0.3297874927520752,0.42333322763442993
6,0.24329429750236486,3.0923989423318483,12.71052784252697,1,1662702126803,0.32402512431144714,0.424324095249176
7,0.23885887318232374,2.9163418993201815,12.209476920265399,1,1662702126822,0.3250473737716675,0.4297122359275818
8,0.23074770726393184,3.621251688700222,15.693554365670007,1,1662702126842,0.32375428080558777,0.42368289828300476
9,0.27097277416921584,3.553545872427922,13.114032888812734,1,1662702126861,0.3228004574775696,0.4269790053367615
10,0.24274412649892974,3.1435599698051613,12.950096940116989,1,1662702126881,0.32334569096565247,0.43395790457725525
11,0.22734013363722488,3.4098366520070496,14.99883279495319,1,1662702126899,0.3246327042579651,0.43716496229171753
12,0.22558710464565948,3.587983624250857,15.905091870772825,1,1662702126921,0.32521963119506836,0.4335460960865021
13,0.22335903373136645,3.5616601786399933,15.945897146580586,1,1662702126941,0.32864296436309814,0.43158671259880066
14,0.2265081587704127,3.344701018510422,14.766360013992214,1,1662702126962,0.33867794275283813,0.4185861647129059
15,0.2234097363662545,3.0338759561049717,13.579873489180804,1,1662702126981,0.3449154794216156,0.42422741651535034
16,0.22387051722696877,3.1238625474861226,13.953880958424854,1,1662702126999,0.340005099773407,0.42859166860580444
17,0.2122439453140023,3.073149209431593,14.479325687642355,1,1662702127018,0.33919551968574524,0.43351536989212036
18,0.20642663108104056,3.8630198476538338,18.713766859554372,1,1662702127038,0.3278622627258301,0.4355669617652893
19,0.20742256959321453,4.225054022323396,20.369307113538,1,1662702127060,0.32273972034454346,0.4365554451942444
20,0.24414069762504909,3.7228810899391256,15.24891640826193,1,1662702127079,0.323290079832077,0.4344836473464966
21,0.2541229067119321,3.6985073610712327,14.554010139919326,1,1662702127098,0.331851989030838,0.42505672574043274
22,0.2311270641057577,3.8135549611172994,16.499820027014735,1,1662702127118,0.3342844843864441,0.42072010040283203
23,0.22984464103327507,3.5396203015399825,15.400055818693396,1,1662702127137,0.3380032479763031,0.42141297459602356
24,0.20678079955030054,3.6550283288421404,17.675859348599893,1,1662702127156,0.3390285074710846,0.41913697123527527
