FN,EAR,MAR,MOEAR,MINUTE,TIMESTAMP,NOSE_x,NOSE_y
1,0.3357403897662694,3.39287606749009,10.105653567186511,1,1662699367926,0.3602139353752136,0.454251229763031
2,0.26901976452274645,5.590010313526868,20.779180754409644,1,1662699368003,0.3485688865184784,0.4645836353302002
3,0.25821203076251836,5.387298637773597,20.863856040574575,1,1662699368019,0.34986624121665955,0.46753478050231934
4,0.2683025938115474,4.9405286877685315,18.414017611915824,1,1662699368040,0.3488709032535553,0.4673811197280884
5,0.2700794956079056,5.020433971342789,18.58872684889535,1,1662699368059,0.34278538823127747,0.4645543694496155
6,0.2544400218524653,5.550787110932242,21.815699709972574,1,1662699368078,0.34433043003082275,0.4633758068084717
7,0.2695329293929155,5.807127639519157,21.545150911982756,1,1662699368098,0.3434911370277405,0.4606817960739136
8,0.2633347146044953,5.747518440639958,21.825904910684507,1,1662699368118,0.34470632672309875,0.4613490104675293
9,0.2819414054860108,5.555618633244673,19.704869611712024,1,1662699368136,0.34437307715415955,0.4639429748058319
10,0.26807858579367877,5.365599530683639,20.015024754021805,1,1662699368156,0.3435203731060028,0.46525755524635315
11,0.2751008163954104,4.487365182693979,16.31171161718458,1,1662699368174,0.34730064868927,0.47208142280578613
12,0.25735643930280827,4.951329881356045,19.23919174033279,1,1662699368194,0.341879278421402,0.47310471534729004
13,0.27860271967891753,4.806576749500117,17.25244015937667,1,1662699368214,0.34338271617889404,0.47905755043029785
14,0.2947887605043476,4.308130006115693,14.614295330476672,1,1662699368232,0.340758740901947,0.48081910610198975
15,0.29287252280180925,3.8925760885324343,13.291025225902098,1,1662699368251,0.3325499892234802,0.4926954507827759
16,0.31699489511056794,3.915353393631781,12.351471440150808,1,1662699368269,0.33732008934020996,0.4897352457046509
17,0.3253884671339029,4.758296919137216,14.623434447598585,1,1662699368286,0.3325978219509125,0.48390209674835205
18,0.29535451538678137,3.6247974741234774,12.272700383051959,1,1662699368306,0.338678777217865,0.4812927842140198
19,0.25891368934942544,4.855669367213089,18.754007868081327,1,1662699368324,0.3521925210952759,0.4587183892726898
20,0.2924811389137383,4.886092593320759,16.705667283256233,1,1662699368346,0.34977272152900696,0.45150694251060486
21,0.28726517244857197,4.70419075799446,16.375778232694163,1,1662699368365,0.35308828949928284,0.45154935121536255
22,0.28008397426364706,5.176830206195091,18.483136065907384,1,1662699368385,0.35403475165367126,0.45462918281555176
23,0.26129780375051015,5.5787248201242186,21.350063950215375,1,1662699368406,0.35649365186691284,0.4586378335952759
24,0.28020022630448904,5.327696574828862,19.01389104889352,1,1662699368424,0.35713738203048706,0.45716527104377747
25,0.27263664311761654,4.843348189716359,17.76484677309836,1,1662699368447,0.3579539656639099,0.45452001690864563
26,0.2613665599591579,4.927768615311989,18.85386032582753,1,1662699368464,0.36114948987960815,0.4614628255367279
27,0.2636737401125143,4.140809301941363,15.70429159981728,1,1662699368482,0.3623189926147461,0.46748995780944824
28,0.2550840041489317,3.846009820739759,15.077424527546043,1,1662699368503,0.3644656836986542,0.4702511429786682
29,0.260535778849287,3.984245196030883,15.29250690107965,1,1662699368520,0.3640238046646118,0.4714656174182892
30,0.266037830567226,3.961464204172238,14.890604827613801,1,1662699368536,0.36533641815185547,0.47244754433631897
31,0.2580626308063425,3.5205786062885904,13.642341765207114,1,1662699368554,0.3640727400779724,0.4826083183288574
32,0.25189869118482583,3.6678779744888796,14.56092509745374,1,1662699368572,0.3663238286972046,0.4790101945400238
33,0.25766546268807056,3.8546178959280297,14.959777130062731,1,1662699368589,0.3682374954223633,0.47838374972343445
34,0.2565161719856746,3.09598033996141,12.069337835488625,1,1662699368607,0.37189704179763794,0.4782068133354187
35,0.23326678281258167,3.4969991779322767,14.99141513321227,1,1662699368632,0.3730469346046448,0.4769516885280609
36,0.27131840932783063,3.311641214301081,12.205737246158135,1,1662699368650,0.3705834746360779,0.4826757311820984
37,0.24361267665388736,3.3697003255395117,13.832204349230203,1,1662699368667,0.37119534611701965,0.48612093925476074
38,0.2434206344458666,3.404631799314504,13.98661952822922,1,1662699368688,0.36932703852653503,0.4933086335659027
39,0.23753309896480768,3.3113918682590344,13.940759762283243,1,1662699368708,0.36996719241142273,0.4887572228908539
40,0.24315574309610438,3.468450591016797,14.26431696349419,1,1662699368727,0.3689464330673218,0.4827141761779785
41,0.23944999607956963,4.187069545129365,17.48619592266769,1,1662699368747,0.3705365061759949,0.47765177488327026
42,0.2280019606745749,3.6185993949528306,15.87091349673797,1,1662699368763,0.37478092312812805,0.47518783807754517
43,0.25048119873903474,3.0567569765795755,12.203538596780172,1,1662699368782,0.3745391368865967,0.4836641550064087
44,0.2440572211893176,2.7967009008861066,11.4592016054984,1,1662699368803,0.37755924463272095,0.48955997824668884
45,0.2400090930287206,3.5088897765370652,14.619820158718634,1,1662699368822,0.3804209232330322,0.4944203794002533
46,0.20236877121761193,3.0388344778110725,15.016321241301316,1,1662699368841,0.38413503766059875,0.4967975616455078
47,0.24739612551989384,3.0314455040405837,12.25340735498631,1,1662699368863,0.3856929540634155,0.4961834251880646
48,0.25271196393250883,2.637998917438321,10.43875753402338,1,1662699368884,0.39663106203079224,0.492069274187088
49,0.24596835114478835,2.557489923569368,10.397638198842547,1,1662699368906,0.40776270627975464,0.4887528121471405
50,0.25626894511881454,2.6266669270620104,10.24964974138479,1,1662699368927,0.41226184368133545,0.48111820220947266
51,0.241007153761712,2.5439105271999356,10.555332020206938,1,1662699368948,0.42293044924736023,0.47651106119155884
52,0.24860301811401758,2.504573406137312,10.074589701837938,1,1662699368967,0.4258418679237366,0.4734319746494293
53,0.223031584132898,2.286503584158203,10.251927291139815,1,1662699368985,0.43142297863960266,0.47743168473243713
54,0.21474748041977545,2.503044696100025,11.655758154681134,1,1662699369005,0.43515732884407043,0.48561981320381165
55,0.22015754172725846,2.3807988868132504,10.814069180344937,1,1662699369024,0.4556160271167755,0.4951903223991394
56,0.20572060248227586,2.2289004807597337,10.834600199811138,1,1662699369043,0.4718565046787262,0.5048253536224365
57,0.19881674008855502,2.4332522037084767,12.23866864844822,1,1662699369062,0.4845518171787262,0.5012961626052856
58,0.22409912435285284,1.9446543568190982,8.677652634452796,1,1662699369082,0.5028859376907349,0.4949972629547119
59,0.23688620396465704,1.9726790752458734,8.327538886731425,1,1662699369109,0.4919646382331848,0.49112674593925476
60,0.2110003821646717,2.123244768565975,10.062753189275858,1,1662699369128,0.49108564853668213,0.4892398715019226
61,0.21690722731977552,2.163188217183243,9.972872937028336,1,1662699369148,0.4915262758731842,0.4856981933116913
62,0.22513686424665996,2.3085815408012524,10.25412496761068,1,1662699369167,0.4835568964481354,0.4880428612232208
63,0.2162141370047165,2.305800392258345,10.664429367114169,1,1662699369186,0.47618159651756287,0.4907870292663574
64,0.20576095394725818,2.3170170363206455,11.260722658364795,1,1662699369206,0.45922669768333435,0.5003020167350769
65,0.22927576730266686,2.798618622960326,12.206342850292899,1,1662699369228,0.44110235571861267,0.5088537931442261
66,0.2709407866290552,2.778146033160997,10.253701805939444,1,1662699369246,0.4000517725944519,0.509784996509552
67,0.2619263281650184,2.9292495564009426,11.183486505241511,1,1662699369264,0.3894645571708679,0.5008028745651245
68,0.23879041410622304,2.9538838823263265,12.370194563221984,1,1662699369285,0.3861556947231293,0.5028845071792603
69,0.23036620944077302,2.927634387769096,12.708610324735098,1,1662699369307,0.38695067167282104,0.5012277960777283
70,0.25145157424335385,2.8949650549737496,11.51301225170304,1,1662699369328,0.38956183195114136,0.5012101531028748
71,0.2247847338293635,3.017651574722065,13.424628636092327,1,1662699369347,0.3908715844154358,0.499360054731369
72,0.25611495700236986,2.868919288528097,11.2016858449292,1,1662699369366,0.3974097967147827,0.496915727853775
73,0.25095916090559195,2.7409286359306546,10.921811445495555,1,1662699369384,0.40076744556427,0.49678558111190796
74,0.24703039277234032,2.615028975126919,10.585859277392204,1,1662699369406,0.4011259078979492,0.49842190742492676
75,0.23131268585176715,2.5162897498832573,10.878304147554532,1,1662699369430,0.4013864994049072,0.4984178841114044
76,0.24799075831993594,2.7811656340009985,11.214795474003036,1,1662699369448,0.40418699383735657,0.49896159768104553
77,0.24490680199153197,2.8007598895776997,11.436023282336357,1,1662699369469,0.4035211205482483,0.49381181597709656
78,0.23644893150675697,2.729721284305341,11.54465476714296,1,1662699369489,0.4057939946651459,0.49241021275520325
79,0.23598047598931804,2.6742322895822888,11.332430271491365,1,1662699369512,0.40349528193473816,0.4872184097766876
80,0.24434005699234565,2.8052150194210683,11.48078237335005,1,1662699369530,0.39821910858154297,0.4856463074684143
81,0.22226322073784216,2.9114215180898677,13.098980157062819,1,1662699369550,0.39570245146751404,0.4872841536998749
